0: [[15, 39, 29, 58, 10, 12], [20, 4, 3, 53, 33, 1], [13, 14, 6, 21], [35, 7, 34, 2], [24, 42, 8, 46], [5, 9, 40, 18], [19], [11, 27, 43, 47], [23, 22, 28], [51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
11: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 34], [24, 42], [8, 46, 5], [18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
12: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 34], [24, 42], [8, 46, 5], [18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
13: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8], [24, 42], [34, 46, 5], [9, 40, 18], [19, 11, 27], [43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38], [44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
14: [[15, 39, 29], [10, 60, 12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [34, 24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
15: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33], [1, 13, 21], [14, 6], [35, 7, 2], [34, 24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17, 32], [16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48], [55, 49, 57]]
16: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60], [59, 54, 48], [55, 49, 57]]
17: [[15, 39, 29], [58], [20, 4, 12], [3, 53], [33, 1], [10, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42], [8, 46, 5], [18, 9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51], [25, 17, 32], [16, 37, 26], [41, 31], [30, 38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
18: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53], [33, 1, 13], [21, 14, 6], [35, 7, 2], [34, 24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
19: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 40], [24, 42, 34], [46, 5, 9], [8, 18, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56], [36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
20: [[15, 39, 29], [10, 60], [12, 20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8, 24], [42, 34, 46], [5, 18], [9, 40], [19, 11, 27], [43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
21: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33], [1, 13], [21, 6], [14, 35, 2], [7, 34, 24], [42, 8], [46, 5], [9, 40, 18, 19], [11, 27, 43, 47], [23, 22, 28], [51], [25, 17, 32], [16, 37, 26], [41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [60, 59, 54, 48], [55, 49, 57]]
22: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8, 24], [42, 34, 46], [5, 18, 9], [40, 19, 11], [27, 43, 47], [23, 22], [28, 51, 25], [17, 32, 16], [37, 26], [41, 31, 30], [38, 44, 56], [36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
23: [[15, 39], [29, 58, 10], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [34, 24], [42, 8, 46], [5, 9, 18], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41], [31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
24: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14], [35, 2], [7, 8], [24, 42], [34, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41], [31, 30, 38], [44, 56], [36, 45, 50, 52, 60, 59, 54], [48, 55, 49, 57]]
25: [[15, 39], [29, 58], [10, 12, 20], [4, 3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 8], [24, 42, 34], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32], [16], [37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
26: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34, 24], [42, 8], [46, 5, 18], [9, 40], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
27: [[15, 39], [29, 58], [10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7], [8, 24, 42], [34, 46, 5], [9, 18, 40], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36], [45, 50, 52], [60, 59], [54, 48], [55, 49, 57]]
28: [[15, 39], [29, 58], [10, 12], [20, 4], [3], [53, 33], [1, 13], [21, 6], [14, 35], [2, 7, 8], [42, 24, 46], [5, 9], [18, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32], [16, 37, 26], [41, 34, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
29: [[15, 39, 29, 58, 10, 12], [20, 4, 3, 53, 33, 1], [13, 14, 6, 21], [35, 7, 34, 2], [24, 42, 8], [46, 5, 9, 18, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50], [52, 60, 59, 54, 48, 55, 49, 57]]
30: [[15, 39, 6], [58, 29, 20, 4], [10, 3], [53, 33, 1], [13, 21], [12, 14, 35], [2, 7], [34, 24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
31: [[15, 39], [29, 58], [10, 12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [8, 24], [42, 34], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30], [38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
32: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 7], [2, 34, 24], [42, 8, 46], [5, 18], [9, 40, 19], [11, 27], [43, 47], [23, 22, 28], [51, 25], [17, 32, 16, 37], [26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48], [55, 49, 57]]
33: [[15, 39], [29, 58, 10], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2], [7, 34, 24], [42, 8], [46, 5, 9], [18, 40], [19, 11], [27, 43, 47], [23, 22, 28], [51, 25], [17, 32, 16], [37, 26, 41], [31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
34: [[15, 39, 29], [58, 20, 4, 12], [3], [53, 33], [1, 10], [13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5], [18, 9, 40], [19, 11, 27], [43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41], [31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
35: [[15, 39], [29, 58], [10, 12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [8, 24, 42], [34, 46, 5], [9, 18, 40], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36], [45, 50, 52], [60, 59], [54, 48], [55, 49, 57]]
36: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 9], [18, 40], [19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52], [60, 59, 54], [48, 55, 49, 57]]
37: [[15, 39], [29, 58], [10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8], [24, 42, 34], [46, 5], [18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52], [60, 59, 54, 48, 55, 49, 57]]
38: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33], [1, 13, 21], [6, 14, 35], [2, 7], [8, 24, 42], [34, 46, 5], [9, 18, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30], [38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
39: [[15, 39], [29, 58], [20, 4, 12], [3, 53, 33], [1, 10, 13], [21, 6, 14], [35, 2], [7, 34, 24], [42, 8, 46], [5, 18], [9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
40: [[15, 39, 29], [10, 60, 12, 20], [4, 3], [53, 33], [1, 13, 21, 6], [14, 35, 2], [7, 8, 24], [42, 46, 5], [9, 18], [40, 19, 11], [27, 43, 47], [23, 22, 28, 51], [25, 17], [32, 16], [37, 26, 41], [34, 31, 30], [38, 44, 56], [36, 45, 50], [52, 58], [59, 54, 48, 55, 49, 57]]
41: [[15, 39], [13, 10, 12], [20, 4, 3], [58, 53, 33], [1, 29], [21, 14, 6], [35, 2], [7, 8, 24], [42, 34, 46], [5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
42: [[15, 39, 6], [58, 29], [20, 4, 3, 10, 12], [53, 33], [1, 13, 21], [14, 35], [7, 2, 34, 24], [42, 8, 46], [5, 9, 18], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52], [60, 59, 54, 48, 55, 49, 57]]
43: [[15, 39], [29, 58], [10, 12, 20], [4, 3], [53, 33, 1], [13, 21], [6, 14], [35, 2], [7, 8, 24], [42, 34, 46], [5, 18, 9], [40, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16, 37], [26, 41], [31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
44: [[15, 39], [29, 58], [10, 12, 20], [4, 3], [53, 33, 1], [13, 21], [6, 14, 7], [2, 35, 34], [24, 42, 8], [46, 5, 9], [40, 18], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26, 41], [31, 30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
45: [[15, 39], [29, 58, 10], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2], [7, 34, 24], [42, 8], [46, 5], [9, 18, 40], [19, 11, 27], [43, 47], [23, 22, 28], [51, 25], [17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56, 36, 45, 50, 52], [60, 59, 54, 48, 55, 49, 57]]
46: [[15, 39, 29], [10, 60], [12, 20, 4], [3, 53], [33, 1, 13], [21, 6, 14], [35], [2, 7, 8], [24, 42], [34, 46], [5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 17], [32, 16, 37], [26, 41], [25, 31, 30], [38, 44], [56, 36, 45], [50, 52, 58, 59], [54, 48, 55], [49, 57]]
47: [[15, 39, 29], [58], [10, 12, 20], [4, 3], [53, 33], [1, 13, 14], [6, 21, 35], [7, 34, 2], [24, 42, 8], [46, 5, 18], [9, 40, 19], [11, 27], [43, 47, 23], [22, 28, 51], [25, 17], [32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55], [49, 57]]
48: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7], [8, 24], [42, 34], [46, 5, 9], [40, 18, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
49: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13], [21, 6, 14], [35, 2], [7, 8, 24], [42, 34], [46, 5, 9], [40, 18, 19], [11, 27], [43, 47], [23, 22, 28], [51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56], [36, 45, 50], [52, 60], [59, 54, 48], [55, 49, 57]]
50: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 8], [24, 42, 34], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38], [44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
51: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21], [6, 14, 35], [2, 7], [34, 24], [42, 8, 46], [5, 18, 9], [40, 19, 11], [27, 43, 47], [23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30], [38, 44], [56, 36, 45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
52: [[15, 39, 10], [29, 20, 12], [4, 3], [53, 33, 1], [58, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 9], [18, 40, 19], [11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41], [31, 30, 38], [44, 56], [36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
53: [[15, 39], [6, 10], [58, 26, 12], [20, 4, 3], [53, 33, 1], [13, 21, 14], [35, 7], [2, 34, 24], [42, 8, 46], [5, 9, 18], [40, 19, 11], [27, 43, 47], [23, 22], [28, 51], [25, 17, 32], [16, 37, 29], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60], [59, 54, 48], [55, 49, 57]]
54: [[15, 39, 6], [58, 29, 20], [4, 10, 3], [53, 33], [1, 13, 21], [12, 14], [35, 2, 7], [34, 24, 42], [8, 46], [5, 18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60, 59, 54, 48, 55, 49, 57]]
55: [[15, 39], [29, 58], [10, 12], [20, 4], [3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [8, 24, 42], [34, 46], [5, 9, 40], [18, 19, 11], [27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
56: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34], [24, 42, 8], [46, 5, 18], [9, 40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
57: [[15, 39], [58, 10, 12], [29, 20, 4], [3, 53, 33], [1, 13, 21], [14, 35], [6, 7, 34], [2, 24], [42, 8], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30], [38, 44, 56], [36, 45, 50], [52, 60], [59, 54, 48], [55, 49, 57]]
58: [[15, 39], [29, 58], [10, 12], [20, 4, 3, 53], [33, 1, 13], [14, 6, 21], [35, 7, 34], [2, 24], [42, 8], [46, 5, 9], [40, 18, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
59: [[15, 39], [29, 58, 10], [12], [20, 4, 3], [53, 33, 1], [13, 5, 14], [35, 2, 7], [34, 24, 42], [8, 46], [6, 9], [18, 40], [19, 11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26], [41, 21, 31], [30, 38, 44], [56, 36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
60: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 34], [24, 42], [8, 46, 5], [18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31, 30], [38, 44, 56], [36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
61: [[15, 39, 29], [10, 60, 12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [8, 24], [42, 34, 46], [5, 9, 40], [18, 19, 11], [27, 43], [47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54], [48, 55, 49, 57]]
62: [[15, 39], [29, 58], [12, 10], [20, 4, 3], [53, 33, 1], [13, 21], [6, 14], [35, 2], [7, 34, 24], [42, 8, 46], [5, 18, 9], [40, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [60, 59, 54, 48], [55, 49, 57]]
63: [[15, 39], [6, 21, 58], [29], [20, 10], [12, 4, 3], [53, 33], [1, 13], [14, 35], [7, 34, 2], [24, 42, 8], [46], [5, 9, 40, 18], [19, 11, 27], [43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
64: [[15, 39], [29, 58], [10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8, 42], [24, 46, 5], [9, 18, 40], [19, 11, 27], [43, 47], [23, 22, 28], [51, 25], [34, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
65: [[15, 39, 29], [10, 60, 12], [20, 4, 3, 53], [33, 1, 13], [21, 6], [14, 35], [2, 7, 8], [24, 42, 34], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16, 37, 26], [41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
66: [[15, 39, 29], [10, 60, 12], [20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7], [34, 24, 42, 8], [46, 5, 18], [9, 40, 19], [11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [58, 59, 54], [48, 55, 49, 57]]
67: [[15, 39], [29, 58], [10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 8, 24], [42, 34, 46], [5, 18, 9], [40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25, 17, 32], [16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
68: [[15, 39, 29], [10, 58, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 9], [17, 40, 19], [11, 27, 43], [47, 23], [22, 28, 51], [25, 18], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
69: [[15, 39], [29, 58, 10], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [8, 24], [42, 34, 46], [5, 9], [40, 18, 19], [11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16], [37, 26, 41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [60, 59, 54, 48, 55, 49, 57]]
70: [[15, 39], [29, 10], [60, 12], [20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 8], [24, 42], [34, 46, 5], [18, 9], [40, 19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37], [26, 41, 31], [30, 38], [44, 56, 36], [45], [50, 52, 58], [59, 54, 48], [55, 49, 57]]
71: [[15, 39], [58, 10, 12, 29], [20], [4, 3, 53], [33, 1, 13, 21], [14, 35], [7, 8, 24], [42, 46, 5, 2, 6], [34, 9], [40, 18, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16, 37], [26, 41], [31, 30, 38], [44, 56, 36, 45], [50, 52, 60], [59, 54, 48, 55, 49, 57]]
72: [[15, 39], [6, 21, 58], [29], [20, 10], [12, 4, 3], [53], [33, 1, 13], [14, 35], [7, 34, 2, 24], [42, 8, 46, 9], [40, 19, 11], [27], [18, 43, 47, 23], [22, 28, 51], [25], [17, 32, 16], [37, 26, 41], [5, 31], [30, 38, 44], [56, 36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
73: [[15, 39, 29], [58, 10], [12, 20, 4], [3, 53], [33, 1], [13, 21], [6, 14, 35], [2, 7], [8, 24], [42, 34, 46], [5, 18, 9], [40, 19], [11, 27, 43], [47, 23, 22], [28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45], [50, 52, 60, 59, 54, 48, 55, 49, 57]]
