0: [[39, 10, 3, 69], [15, 41, 5, 14], [59, 8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26, 19, 18], [28, 29, 31], [50, 34, 33, 45], [32, 40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
11: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83, 85, 84], [87, 88]]
12: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
13: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73], [65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
14: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
15: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72, 74], [77, 86, 81], [79, 82], [80, 83, 85, 84, 87, 88]]
16: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73], [65, 68], [75, 71, 78], [72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
17: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17, 21], [20, 30], [26, 19, 18], [28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76, 64], [66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79], [82, 80, 83, 85, 84, 87, 88]]
18: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73], [65, 68, 75, 71], [78, 72], [74, 77], [86, 81, 79, 82], [80, 83, 85, 84, 87, 88]]
19: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55], [53, 58, 62], [57, 63], [67, 76, 64], [66, 70, 73], [65, 68], [75, 71, 78], [72, 74, 77], [86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
20: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
21: [[39, 10], [3, 69], [15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26], [19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
22: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74], [77, 86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
23: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
24: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70, 73], [65, 68, 75, 71], [78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
25: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
26: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
27: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
28: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44], [47, 56, 52], [48, 61, 51], [55, 53], [58, 62, 57], [63, 67], [76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83], [85, 84], [87], [88]]
29: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
30: [[39, 10, 3], [69, 15, 41, 5], [14, 59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
31: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
32: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
33: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
34: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
35: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63, 67, 76], [64, 66, 70], [73, 65], [68, 75], [71], [78, 72, 74, 77, 86, 81, 79, 82, 80], [83, 85, 84, 87, 88]]
36: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31, 50], [34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
37: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
38: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75], [71, 78, 72], [74, 77], [86, 81, 79, 82], [80, 83, 85, 84], [87, 88]]
39: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82], [80, 83], [85], [84, 87, 88]]
40: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16], [11, 17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66], [70, 73, 65, 68], [75, 71, 78], [72, 74, 77, 86], [81, 79, 82], [80, 83], [85, 84, 87, 88]]
41: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73], [65, 68, 75], [71, 78], [72, 74], [77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
42: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
43: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
44: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
45: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8], [6, 4, 1], [24, 2], [23, 13, 7], [25, 9], [27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40], [35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66], [70, 73, 65], [68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
46: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
47: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19], [18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75], [71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
48: [[39, 10, 3], [69, 15, 41], [5, 14], [59, 8, 6], [4, 1], [24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
49: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82, 80], [83, 85, 84], [87, 88]]
50: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
