0: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12, 44, 45, 3], [28, 7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 18], [36, 50], [22, 23, 43], [51], [54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
11: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12, 44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1, 5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
12: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5, 13, 21, 6], [15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
13: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40], [24, 12, 44], [45, 3, 28, 7], [34, 39, 27, 11, 9, 41], [1, 5, 13, 21], [6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42, 53], [30, 56, 59], [47, 48, 52]]
14: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
15: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42], [53, 30, 56], [59, 47, 48, 52]]
16: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 12, 44], [45, 3], [28, 7], [34, 39, 27, 11], [9, 41, 1], [5, 13, 21], [15, 6], [10, 18, 36, 50], [22, 23, 43], [51, 54, 16, 37], [29, 33, 38, 42], [53, 30, 56], [59, 47, 48], [52]]
17: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27], [11, 9, 41, 1], [5, 13], [21, 6, 15, 10, 18], [36, 50, 22], [23, 43, 51, 54], [16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
18: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 12], [44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
19: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34, 39], [27, 11, 9, 41], [1, 5, 13, 21], [6, 15, 10], [18, 36], [50, 22, 23, 43], [51, 54, 16, 37], [29, 33, 38], [42, 53, 30, 56], [59, 47, 48, 52]]
20: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34, 39], [27, 11, 9, 41], [1, 5, 13, 21], [6, 15, 10], [18, 36], [50, 22, 23, 43], [51, 54, 16, 37], [29, 33, 38], [42, 53, 30, 56], [59, 47, 48, 52]]
21: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21, 6], [15, 10, 18], [36, 50, 22], [23, 43, 51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
22: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12, 44, 45, 3, 28, 7, 34, 39, 27, 11, 9], [41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29], [33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
23: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19], [26, 31], [40, 24, 12, 44], [45, 3, 28], [7, 34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [6, 15, 10], [18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
24: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40], [24, 12, 44], [45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
25: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40], [24, 12, 44], [45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
26: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19], [26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 5, 13], [21, 15, 6], [36, 50, 10, 1, 18, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
27: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34, 39], [27, 11, 9, 41, 1, 5, 13, 21], [6, 15, 10, 18, 36, 50, 22], [23, 43, 51, 54], [16, 37, 29], [33, 38], [42, 53, 30, 56], [59, 47, 48], [52]]
28: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34, 39], [27, 11, 9, 41, 1, 5, 13, 21], [6, 15, 10, 18, 36, 50, 22], [23, 43, 51, 54], [16, 37, 29], [33, 38], [42, 53, 30, 56], [59, 47, 48], [52]]
29: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42], [53, 30, 56], [59, 47, 48, 52]]
30: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 12], [44, 45], [3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
31: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12, 44], [45, 3, 28], [7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21, 6], [15, 10, 18], [36, 50, 22, 23, 43], [51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
32: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 44, 45, 3], [12, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51], [54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
33: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31, 40], [24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36], [50, 22, 23, 43], [51, 54, 16, 37], [29, 33, 38], [42, 53], [30, 56, 59], [47, 48, 52]]
34: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11, 9, 41], [1, 5, 13, 21, 6, 15], [10, 18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29], [33, 38, 42, 53], [30, 56], [59, 47, 48], [52]]
35: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 12, 44, 45], [3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5, 13], [21, 15, 6, 10], [18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42, 53], [30, 56], [59, 47, 48], [52]]
36: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [15, 6, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16, 37, 29], [33, 38, 42], [53, 30, 56], [59], [47, 48, 52]]
37: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11], [9, 41, 1], [5, 13, 21], [15, 6, 10, 18], [36], [50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
38: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4, 20, 19, 26, 31], [40, 24, 12, 44], [45, 3, 28], [7, 34, 39, 27, 11], [9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
39: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28], [7, 34, 39], [27, 11], [9, 41], [1, 5, 13, 21], [15, 6], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29, 33], [38, 42, 53, 30], [56, 59, 47, 48], [52]]
40: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 12, 45], [3], [28, 7, 34, 39], [27, 11, 9, 41, 1, 5, 13, 21, 6, 15], [10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
41: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1, 5], [13, 21], [6, 15, 10, 18, 36, 50, 22], [23, 43, 51, 54], [16, 37, 29], [33, 38], [42, 53, 30, 56], [59, 47, 48], [52]]
42: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4, 20], [19, 26, 31, 40, 24, 44, 45, 12], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [15, 6, 10], [36, 50, 18], [22, 23, 43, 51, 54], [16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
43: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15, 6], [10, 36, 50], [22, 23, 18, 43], [51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
44: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 18], [36, 50, 22], [23, 43, 51], [54, 16], [37, 29, 33, 38], [42, 53, 30], [56, 59, 47], [48, 52]]
45: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4, 20, 19, 26], [31, 40, 24, 12], [44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
46: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34, 39, 27], [11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 36], [50, 18, 22, 23], [43, 51, 54, 16], [37, 29, 33], [38, 42], [53, 30, 56], [59, 47, 48, 52]]
47: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4, 20], [19, 26, 31], [40, 24, 12, 44], [45, 3], [28, 7, 34], [39, 27, 11, 9], [41, 1, 5], [13, 21, 15, 6, 10], [18, 36], [50, 22, 23, 43, 51], [54, 16, 37], [29, 33, 38], [42, 53, 30], [56, 59, 47, 48, 52]]
48: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19], [26, 31], [40, 24, 44, 12], [45, 3, 28], [7, 34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [15, 6, 10], [36, 50, 18], [22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
49: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [39, 27, 11], [9, 41, 1], [5, 13, 21], [15, 6], [36, 50], [10, 34], [18, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
50: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 12, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 15, 6], [10, 18, 36, 50], [22, 23, 43, 51], [54, 16, 37, 29], [33, 38, 42, 53], [30, 56, 59], [47, 48, 52]]
51: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54], [16, 37, 29, 33], [38, 42], [53, 30, 56], [59, 47, 48, 52]]
52: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11], [9], [41, 1, 5], [13, 21, 6], [15, 10, 18], [36, 50, 22], [23, 43, 51, 54], [16, 37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
53: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 12, 45], [3, 28, 7, 34], [39, 27, 11], [9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
54: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 12, 45], [3, 28, 7, 34], [39, 27, 11], [9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
55: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12], [44, 45, 3, 28], [7, 34, 39], [27, 11, 9, 41], [1, 5, 13], [21, 15, 6], [10, 36, 50], [18, 22, 23], [43, 51, 54, 16, 37], [29, 33, 38], [42, 53, 30], [56, 59, 47, 48, 52]]
56: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
57: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
58: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37], [29, 33, 38], [42, 53, 30], [56, 59, 47, 48], [52]]
59: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4], [20, 19, 26, 31], [40, 24, 12], [44, 45, 3, 28], [7, 34], [39, 27, 11], [9, 41, 1, 5], [13, 21, 6, 15], [10, 18], [36, 50, 22], [23, 43, 51], [54, 16, 37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
60: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50, 22, 23, 43, 51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
61: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34], [39, 27, 11, 9, 41, 1, 5], [13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
62: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24, 44], [45, 3, 12], [28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13, 21], [15, 6], [10, 18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29], [33, 38, 42, 53], [30, 56], [59, 47, 48], [52]]
63: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 44], [12, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21], [6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
64: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37], [29, 33, 38, 42], [53, 30, 56], [59, 47, 48], [52]]
65: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26, 31, 40, 24], [12, 44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22], [23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
66: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20, 19], [26, 31, 40, 24, 12, 44, 45, 3, 28, 7, 34, 39], [27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50], [22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
67: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4, 20], [19, 26, 31], [40, 24, 44, 12], [45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1], [5, 13, 21], [15, 6, 10], [36, 50, 18], [22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
68: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27], [11, 9, 41], [1], [5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54], [16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
69: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37], [29, 33, 38, 42], [53, 30], [56, 59, 47], [48, 52]]
70: [[35, 14], [2, 32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11, 9], [41, 1], [5, 13, 21], [6, 15, 10, 18], [36, 50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
71: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9], [41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29], [33, 38, 42, 53], [30, 56], [59, 47, 48, 52]]
72: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28, 7], [34, 39, 27], [11, 9, 41, 1], [5, 13, 21], [6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
73: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5], [13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37], [29, 33, 38, 42, 53, 30, 56, 59, 52, 48, 47]]
