0: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
23: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
24: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
25: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
26: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
27: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
28: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
29: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
30: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
31: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
32: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
33: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
34: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
35: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
36: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
37: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
38: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
39: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
40: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
41: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
42: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
43: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
44: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
45: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
46: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
47: [[11, 16, 7], [2, 1, 9], [6, 3, 5], [8, 12, 13], [14, 4, 10], [15, 22, 18], [17, 20, 19], [21, 23, 24]]
