0: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
27: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
28: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
29: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
30: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
31: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
32: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
33: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
34: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
35: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
36: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
37: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
38: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
39: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
40: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
41: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
42: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
43: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
44: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
45: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
46: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
47: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
48: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
49: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
50: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
51: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
52: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
53: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
54: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
55: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
56: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
57: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
58: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
59: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
60: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
61: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
62: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
63: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
64: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
65: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
66: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
67: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
68: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
69: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
70: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
71: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
72: [[29, 20, 22, 10, 16], [11, 7, 6, 23], [2, 32, 27, 12], [19, 13, 15, 14, 35], [36, 17, 4, 3, 37], [1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
73: [[29, 20, 22, 10], [16, 11, 7, 6], [23, 2, 32, 27], [12, 19, 13, 15, 14], [35, 36, 17, 4, 3], [37, 1, 8, 9, 18], [21, 26, 5, 25, 28], [33, 24, 30, 31, 34]]
