0: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
11: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57], [55, 62, 58], [64, 70, 65, 75], [66, 71], [69, 73], [74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
12: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83, 86, 85, 88]]
13: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77], [76, 84], [81, 87, 82, 80, 83, 86, 85, 88]]
14: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77], [76, 84], [81, 87, 82, 80, 83, 86, 85, 88]]
15: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75, 66, 71, 69, 73, 74, 72, 79], [78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
16: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58], [64, 70, 65], [75, 66, 71, 69], [73, 74], [72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
17: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
18: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
19: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86], [85, 88]]
20: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80], [83, 86, 85, 88]]
21: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84], [81, 87], [82, 80, 83], [86, 85, 88]]
22: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78], [77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
23: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83, 86], [85, 88]]
24: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86], [85, 88]]
25: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86], [85, 88]]
26: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
27: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82], [80, 83, 86], [85, 88]]
28: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84, 81], [87, 82], [80, 83], [86, 85, 88]]
29: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
30: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
31: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86, 85], [88]]
32: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86, 85, 88]]
33: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78], [77, 76, 84], [81, 87], [82, 80], [83, 86, 85, 88]]
34: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86, 85, 88]]
35: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
36: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80], [83, 86, 85, 88]]
37: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84, 81], [87, 82], [80, 83], [86, 85, 88]]
38: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81, 87], [82, 80, 83], [86, 85, 88]]
39: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78], [77, 76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
40: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83, 86], [85, 88]]
41: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78, 77], [76, 84], [81, 87], [82, 80, 83, 86, 85, 88]]
42: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77, 76], [84, 81, 87], [82, 80, 83, 86, 85, 88]]
43: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83, 86, 85, 88]]
44: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78], [77, 76, 84, 81, 87, 82], [80, 83, 86, 85, 88]]
45: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65], [75, 66, 71], [69, 73, 74, 72], [79, 78], [77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
46: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
47: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72, 79, 78, 77, 76, 84, 81], [87, 82, 80, 83, 86, 85, 88]]
48: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78], [77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
49: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
50: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
