0: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
32: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
33: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
34: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
35: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
36: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
37: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
38: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
39: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
40: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
41: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
42: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
43: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
44: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
45: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
46: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
47: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
