0: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
46: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
47: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
48: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
49: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
50: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
51: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
52: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
53: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
54: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
55: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
56: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
57: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
58: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
59: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
60: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
61: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
62: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
63: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
64: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
65: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
66: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
67: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
68: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
69: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
70: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
71: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
72: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
73: [[2, 6, 37, 22, 1, 7], [9, 4, 3, 17, 29], [13, 5, 12, 15, 11], [10, 8, 14, 18, 19], [20, 24, 16, 23, 31], [21, 25, 27, 28, 26], [30, 35, 33, 32, 34, 36]]
