0: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
14: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
15: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
16: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
17: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
18: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
19: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
20: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
21: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
22: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
23: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
24: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
25: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
26: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
27: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
28: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
29: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
30: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
31: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
32: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
33: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
34: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
35: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
36: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
37: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
38: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
39: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
40: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
41: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
42: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
43: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
44: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
45: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
46: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
47: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
48: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
49: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
50: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
