0: [[22, 2, 35, 7, 1], [11, 3, 5, 20, 12], [4, 6, 9, 10], [8, 15, 14, 29, 13, 19], [24, 17, 18], [16, 23, 21, 27], [25, 28, 26], [30, 31, 33, 32, 34], [37, 36]]
23: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4, 6], [9, 10, 8], [15, 14, 29], [13, 19, 24], [17, 18, 16], [23, 21, 27], [25, 28, 26], [30, 31, 33, 32], [34, 37, 36]]
24: [[22, 2, 35, 7], [1, 11, 3, 5, 20, 12], [4, 6], [9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18, 16], [23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
25: [[22, 2, 35], [7, 1], [11, 3], [5, 20, 12], [4, 6, 9], [10, 8], [15, 14, 29], [13, 19, 24], [17, 18], [16, 23], [21, 27], [25, 28, 26], [30, 31, 33], [32, 34, 37, 36]]
26: [[22, 2, 35], [7, 1, 11], [3, 5], [20, 12, 4], [6, 9, 10], [8, 15], [14, 29, 13], [19, 24, 17], [18, 16, 23], [21, 27], [25, 28, 26], [30, 31], [33, 32, 34, 37, 36]]
27: [[22, 2], [35, 7, 1], [11, 3, 5], [20, 12], [4, 6, 9, 10], [8, 15], [14, 29, 13], [19, 24, 17, 18], [16, 23, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [37, 36]]
28: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19, 24], [17, 18, 16, 23], [21, 27, 25], [28, 26, 30, 31, 33, 32, 34, 37, 36]]
29: [[22, 2, 35, 7, 1], [11, 3, 5, 20, 12], [4, 6, 9, 10], [8, 15, 14, 29], [13, 19, 24], [17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
30: [[22, 2], [35, 7, 1], [11, 3], [5, 20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 37], [36]]
31: [[22, 2], [35, 7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18, 16], [23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
32: [[22, 2], [35, 7, 1], [11, 3], [5, 20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 37, 36]]
33: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4], [6, 9, 10], [8, 15, 14, 29], [13, 19], [24, 17, 18], [16, 23], [21, 27, 25], [28, 26, 30, 31], [33, 32, 34], [37, 36]]
34: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4, 6, 9, 10], [8, 15, 14], [29, 13, 19, 24, 17, 18, 16], [23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
35: [[22, 2, 35, 7, 1], [11, 3, 5, 20, 12], [4, 6, 9], [10, 8, 15], [14, 29], [13, 19, 24], [17, 18, 16, 23], [21, 27, 25], [28, 26, 30, 31, 33], [32, 34, 37, 36]]
36: [[22, 2], [35, 7, 1], [11, 3], [5, 20], [12, 4, 6], [9, 10, 8], [15, 14, 29], [13, 19, 24], [17, 18, 16], [23, 21, 27], [25, 28, 26], [30, 31, 33], [32, 34, 37, 36]]
37: [[22, 2, 35], [7, 1, 11, 3], [5, 20, 12, 4], [6, 9, 10], [8, 15, 14, 29], [13, 19, 24], [17, 18], [16, 23, 21, 27], [25, 28, 26, 30], [31, 33, 32, 34, 37], [36]]
38: [[22, 2, 35], [7, 1, 11, 3], [5, 20, 12, 4], [6, 9, 10], [8, 15, 14, 29], [13, 19, 24], [17, 18], [16, 23, 21, 27], [25, 28, 26, 30], [31, 33, 32, 34, 37], [36]]
39: [[22, 2], [35, 7], [1, 11, 3], [5, 20, 12], [4, 6], [9, 10, 8], [15, 14, 29], [13, 19], [24, 17, 18, 16], [23, 21, 27], [25, 28, 26, 30], [31, 33, 32, 34], [37, 36]]
40: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4], [6, 9, 10], [8, 15, 14], [29, 13], [19, 24], [17, 18, 16], [23, 21], [27, 25, 28, 26], [30, 31, 33], [32, 34, 37, 36]]
41: [[22, 2], [35, 7, 1], [11, 3, 5, 20, 12], [4, 6, 9, 10], [8, 15, 14, 29], [13, 19, 24], [17, 18, 16, 23, 21, 27, 25, 28, 26], [30, 31, 33, 32, 34, 37, 36]]
42: [[22, 2], [35, 7, 1, 11], [3, 5, 20, 12, 4, 6], [9, 10, 8], [15, 14, 29, 13], [19, 24, 17], [18, 16, 23, 21, 27], [25, 28], [26, 30, 31, 33, 32, 34, 37, 36]]
43: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19, 24], [17, 18, 16, 23], [21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
44: [[22, 2], [35, 7], [1, 11, 3, 5, 20], [12, 4, 6], [9, 10, 8, 15], [14, 29, 13, 19, 24, 17, 18], [16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
45: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19, 24], [17, 18, 16], [23, 21, 27], [25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
46: [[22, 2, 35, 7], [1, 11, 3], [5, 20, 12], [4, 6, 9], [10, 8, 15], [14, 29, 13, 19], [24, 17, 18, 16], [23, 21, 27, 25], [28, 26, 30, 31], [33, 32, 34, 37, 36]]
47: [[22, 2, 35], [7, 1], [11, 3], [5, 20, 12], [4, 6, 9], [10, 8, 15, 14], [29, 13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
48: [[22, 2, 35, 7, 1], [11, 3, 5], [20, 12], [4, 6], [9, 10], [8, 15], [14, 29, 13], [19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
49: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9], [10, 8, 15, 14], [29, 13, 19], [24, 17, 18, 16], [23, 21, 27, 25], [28, 26, 30, 31], [33, 32, 34], [37, 36]]
50: [[22, 2, 35, 7], [1, 11, 3], [5, 20, 12], [4, 6, 9], [10, 8, 15], [14, 29, 13, 19], [24, 17, 18, 16], [23, 21, 27], [25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
51: [[22, 2], [35, 7], [1, 11], [3, 5, 20], [12, 4, 6], [9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23, 21], [27, 25, 28], [26, 30], [31, 33], [32, 34, 37, 36]]
52: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15], [14, 29], [13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
53: [[22, 2, 35], [7, 1, 11, 3, 5], [20, 12], [4, 6, 9, 10, 8, 15, 14, 29, 13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
54: [[22, 2], [35, 7], [1, 11], [3, 5, 20], [12, 4, 6], [9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23, 21], [27, 25, 28], [26, 30], [31, 33], [32, 34, 37, 36]]
55: [[22, 2, 35, 7, 1], [11, 3], [5, 20, 12, 4, 6], [9, 10, 8, 15, 14, 29, 13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
56: [[22, 2, 35, 7], [1, 11], [3, 5, 20], [12, 4, 6], [9, 10, 8], [15, 14, 29, 13], [19, 24, 17, 18], [16, 23, 21, 27], [25, 28, 26, 30], [31, 33, 32, 34, 37, 36]]
57: [[22, 2], [35, 7], [1, 11], [3, 5], [20, 12, 4], [6, 9, 10], [8, 15], [14, 29, 13], [19, 24, 17], [18, 16, 23], [21, 27, 25, 28], [26, 30, 31, 33], [32, 34, 37, 36]]
58: [[22, 2], [35, 7, 1], [11, 3, 5], [20, 12], [4, 6, 9, 10], [8, 15, 14, 29], [13, 19, 24], [17, 18, 16], [23, 21, 27, 25], [28, 26, 30, 31, 33, 32, 34, 37, 36]]
59: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19], [24, 17], [18, 16, 23], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 37, 36]]
60: [[22, 2, 35], [7, 1], [11, 3], [5, 20, 12], [4, 6, 9], [10, 8, 15, 14], [29, 13, 19, 24, 17, 18, 16, 23, 21], [27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
61: [[22, 2], [35, 7, 1], [11, 3, 5], [20, 12, 4], [6, 9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23, 21], [27, 25], [28, 26, 30], [31, 33, 32], [34, 37, 36]]
62: [[22, 2, 35], [7, 1], [11, 3, 5], [20, 12], [4, 6, 9], [10, 8, 15], [14, 29, 13], [19, 24, 17], [18, 16, 23], [21, 27, 25], [28, 26, 30, 31], [33, 32, 34], [37, 36]]
63: [[22, 2], [35, 7], [1, 11], [3, 5, 20], [12, 4, 6], [9, 10], [8, 15, 14], [29, 13, 19], [24, 17, 18], [16, 23, 21], [27, 25], [28, 26], [30, 31], [33, 32], [34, 37, 36]]
64: [[22, 2, 35], [7, 1], [11, 3], [5, 20, 12], [4, 6, 9], [10, 8, 15], [14, 29, 13], [19, 24, 17], [18, 16, 23], [21, 27, 25], [28, 26, 30, 31], [33, 32, 34], [37, 36]]
65: [[22, 2], [35, 7], [1, 11, 3, 5, 20, 12, 4, 6, 9, 10, 8, 15, 14, 29, 13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
66: [[22, 2, 35], [7, 1], [11, 3, 5, 20], [12, 4, 6, 9], [10, 8, 15, 14, 29], [13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30], [31], [33, 32, 34, 37, 36]]
67: [[22, 2], [35, 7], [1, 11, 3], [5, 20, 12], [4, 6], [9, 10, 8], [15, 14, 29, 13], [19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
68: [[22, 2, 35], [7, 1, 11], [3, 5], [20, 12, 4, 6], [9, 10, 8, 15], [14, 29], [13, 19, 24], [17, 18, 16, 23], [21, 27, 25, 28], [26, 30], [31, 33, 32], [34, 37, 36]]
69: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4, 6, 9], [10, 8, 15], [14, 29, 13, 19, 24], [17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33], [32, 34, 37, 36]]
70: [[22, 2, 35], [7, 1, 11], [3, 5], [20, 12, 4, 6, 9, 10, 8, 15, 14, 29, 13, 19, 24, 17, 18, 16, 23, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
71: [[22, 2, 35], [7, 1, 11], [3, 5, 20], [12, 4, 6], [9, 10, 8], [15, 14, 29], [13, 19, 24], [17, 18, 16, 23], [21, 27, 25], [28, 26, 30, 31], [33, 32, 34], [37, 36]]
72: [[22, 2], [35, 7], [1, 11], [3, 5, 20, 12], [4, 6, 9], [10, 8, 15], [14, 29, 13, 19], [24, 17, 18, 16, 23, 21, 27], [25, 28, 26, 30, 31, 33, 32, 34, 37, 36]]
73: [[22, 2], [35, 7], [1, 11], [3, 5, 20, 12], [4, 6, 9], [10, 8], [15, 14, 29], [13, 19, 24], [17, 18], [16, 23, 21, 27], [25, 28, 26, 30], [31, 33, 32, 34, 37], [36]]
