0: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [40, 36, 42], [41, 45, 46, 60], [55, 53, 61, 48, 47, 63], [57, 49, 50, 52, 54, 56, 59], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
11: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37], [36, 41, 42], [40, 45, 46, 47, 49], [48, 50, 55, 52, 53, 54], [60, 63, 57, 56, 61, 59, 68], [65, 67, 64, 74, 69], [66, 76, 77, 70, 71], [73, 72, 75, 78], [79, 81, 82], [84, 80, 87], [83, 85, 86, 88]]
12: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31, 62, 28], [43, 33, 30, 51], [32, 35, 34, 39, 44], [37, 36], [40, 42, 41], [45, 46, 47, 63], [53, 52, 50], [48, 59, 55, 49], [54, 60, 57, 56, 61, 68], [65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
13: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31, 62], [28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45, 47, 63, 52, 61, 48, 50, 54], [46, 49, 53, 55, 60, 59], [56, 57, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70], [71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
14: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29], [58, 31], [62, 28, 43, 33], [30, 51, 32, 35], [34, 39], [44, 37, 36, 40, 42, 41], [45, 46, 63], [48, 60, 50, 54], [47, 57, 49], [61, 56, 59, 52, 53], [55, 68, 65, 67, 64, 74], [69, 66, 76, 77, 70], [71, 73, 72], [75, 78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
15: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25], [20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32], [35, 34, 39], [44, 37, 36, 41, 42, 40], [45, 46], [47, 53, 49, 56, 52], [48, 55, 61, 54], [50, 59], [60, 57, 63, 68, 65, 67], [64, 74, 69, 66], [76, 77, 70, 71, 73], [72, 75, 78, 79], [81, 82, 84], [80, 87, 83], [85, 86, 88]]
16: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19], [21, 24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51, 32, 35, 34], [39, 44], [37, 36, 40, 42, 41], [45, 46, 47], [55, 48, 61, 52, 49, 54], [60, 50], [56, 53, 59, 57, 63], [68, 65], [67, 64, 74, 69, 66, 76], [77], [70, 71, 73, 72, 75], [78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
17: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43], [33, 30, 51], [32, 35], [34, 39, 44, 37, 36], [41, 42], [40, 45, 46], [47, 53, 56, 50], [52, 55, 48, 49], [54, 63, 57, 59], [60, 61, 68, 65], [67, 64, 74, 69, 66, 76], [77, 70, 71], [73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
18: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43], [33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 41], [42, 40, 45, 46, 47, 48, 56, 50, 52, 55, 49, 61, 53], [57], [63, 54, 59, 60, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
19: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32], [35, 34, 39, 44], [37, 36, 45, 42, 41, 40, 46, 47, 49, 61, 52, 50, 48, 57, 53, 54, 60, 55, 56, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
20: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 45, 42], [40, 41, 46, 47, 53, 48, 55, 50, 54, 57, 49, 56, 61, 60, 52, 63, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
21: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45, 46, 63, 61], [48, 47, 49, 53, 54, 50], [52, 55, 56, 60, 57], [59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
22: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40], [47, 46, 45, 57, 49], [50, 52, 53, 54, 48, 56], [55, 60], [63, 59, 61, 68, 65], [67, 64, 74, 69], [66, 76], [77, 70, 71, 73], [72, 75, 78], [79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
23: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43], [33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 41], [42, 40, 45, 47, 46, 52, 61, 50, 48, 55, 49, 54, 53], [56], [63, 57, 59, 60, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
24: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42, 40, 47, 46, 45, 57, 53, 50], [52, 55, 54, 48, 56, 49, 60, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
25: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31], [62, 28, 43], [33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 40, 42, 41, 45], [46, 47], [48, 49, 57], [50, 54, 52], [61, 63, 53, 55, 56, 59], [60, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
26: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35], [34, 39, 44, 37], [36, 41, 42, 40, 45, 46, 47, 48, 49, 54, 52, 50, 53, 55, 57, 56, 60, 59, 63, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
27: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29], [58, 31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 45, 42, 40, 41], [46, 47, 49], [61, 60, 48], [55], [54, 52], [53, 50, 56, 57], [63, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
28: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45, 46, 47], [56, 52, 50, 53], [48, 49, 54, 60, 59, 57], [55, 63], [61, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
29: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32], [35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47], [57, 56, 50, 48, 55, 53, 52, 60, 63, 49, 54, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
30: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24, 25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [40, 36, 42], [41, 45, 46, 47], [48, 53, 49, 54, 52, 63], [55, 57, 50, 60, 56, 61, 59], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
31: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32], [35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47], [57, 56, 50, 48, 55, 53, 52, 60, 63, 49, 54, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
32: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 47, 46, 45, 57], [49, 50, 52, 53, 54, 48, 56, 55, 60, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
33: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62], [28, 43], [33, 30, 51, 32, 35, 34], [39, 44, 37], [36, 40, 42, 41, 45], [46, 47, 56, 48], [49, 50, 52, 55], [53, 57, 59, 54], [60, 63, 61], [68, 65], [67, 64, 74, 69], [66, 76, 77], [70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83, 85], [86, 88]]
34: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25], [20, 26, 29, 58, 31, 62], [28, 43], [33, 30, 51], [32, 35, 34, 39, 44, 37, 36, 40], [42, 41, 45, 46, 47, 52, 48], [54, 55, 53, 57, 50, 56, 63], [49, 59, 60, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
35: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34, 39, 44, 37, 40], [36, 42, 41, 45, 46, 47], [63, 61, 53, 48, 57, 52], [55, 49, 50], [54, 60, 59], [56], [68, 65], [67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
36: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31, 62], [28, 43, 33, 30], [51, 32, 35, 34, 39], [44, 37], [36, 41], [42, 40, 45, 46, 47, 61, 49, 52, 50, 53, 48, 55, 54, 63], [57, 59, 60, 56, 68, 65, 67, 64, 74, 69, 66, 76], [77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
37: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37], [36, 41, 42, 40, 45], [46, 47, 49, 56, 48, 50], [54, 52, 55, 53], [63, 57, 59, 60, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
38: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51, 32], [35, 34, 39, 44], [37, 36, 41, 42, 40, 45, 46, 47, 57, 55, 50, 48, 52, 49], [53, 56, 54, 60, 59, 61, 63, 68, 65, 67, 64], [74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
39: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31], [62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36], [41, 42, 40, 47, 46, 63], [53, 60, 50, 45], [48, 52, 56, 55], [61, 49], [59, 54, 57, 68, 65, 67], [64, 74, 69, 66, 76], [77, 70, 71, 73, 72], [75, 78], [79, 81, 82], [84, 80, 87, 83, 85], [86, 88]]
40: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31], [62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36], [41, 42, 40, 47, 46, 63], [53, 60, 50, 45], [48, 52, 56, 55], [61, 49], [59, 54, 57, 68, 65, 67], [64, 74, 69, 66, 76], [77, 70, 71, 73, 72], [75, 78], [79, 81, 82], [84, 80, 87, 83, 85], [86, 88]]
41: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58, 31, 62], [28, 43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45, 46, 47, 53, 56], [49, 50, 54, 48, 55, 52], [57, 59, 61], [60, 63, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
42: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14], [27, 17, 18, 19, 21], [24, 25, 20], [26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34], [39, 44, 37], [41, 40, 42, 36], [45, 46, 47, 49, 60, 50], [48, 52, 61, 53, 55, 54, 57], [63, 56, 59, 68, 65, 67], [64, 74, 69, 66, 76, 77], [70, 71, 73], [72, 75, 78], [79], [81, 82], [84, 80, 87, 83], [85, 86, 88]]
43: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35, 34, 39], [44, 37], [36, 41, 42, 40, 45, 46], [47, 55, 48, 52, 54], [61, 49, 50, 53, 60, 56], [59, 63, 57], [68, 65, 67, 64, 74, 69], [66, 76], [77, 70, 71, 73, 72], [75, 78], [79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
44: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24, 25], [20, 26, 29, 58, 31], [62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37], [36, 41, 42, 40], [45, 46, 47], [48, 56, 49, 50, 54, 52], [63, 53, 57, 59, 55], [61, 60, 68, 65, 67, 64], [74, 69], [66, 76], [77, 70, 71, 73, 72, 75], [78, 79, 81, 82], [84], [80, 87, 83, 85, 86, 88]]
45: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 45, 42], [40, 41], [46, 47, 53, 48, 63, 50, 54, 49], [61, 60], [52, 59, 55, 57, 56, 68, 65, 67, 64], [74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
46: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25], [20, 26, 29, 58, 31], [62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44, 37, 36, 41], [42, 40], [45, 46, 47], [49, 60, 48, 55, 54, 50], [61, 52, 59, 56, 57], [53, 63, 68, 65, 67, 64], [74, 69, 66, 76, 77, 70], [71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87], [83, 85, 86, 88]]
47: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29], [58, 31, 62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42, 40], [47, 46, 45], [53, 57, 54, 50, 52, 48], [63, 49], [55, 56, 59, 60, 61], [68, 65, 67, 64, 74], [69, 66, 76, 77], [70, 71], [73, 72, 75, 78], [79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
48: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14, 27, 17], [18, 19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 40], [42, 41], [45, 46, 47, 56, 53, 50], [48, 52, 49, 63, 55], [54, 57, 59, 61], [60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70], [71, 73, 72, 75], [78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
49: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62], [28, 43, 33, 30, 51], [32, 35, 34, 39, 44, 37, 36], [40, 42, 41, 45, 46, 47, 53, 49, 50, 56], [52, 48, 54, 57, 55, 63, 61, 60, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
50: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45, 46, 47], [49, 48, 50, 52, 55], [53, 54, 56, 63], [57, 60, 59], [61, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
