0: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
19: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
20: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
21: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
22: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
23: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
24: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
25: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
26: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
27: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
28: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
29: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
30: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
31: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
32: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
33: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
34: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
35: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
36: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
37: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
38: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
39: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
40: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
41: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
42: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
43: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
44: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
45: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
46: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
47: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
48: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
49: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
50: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
