0: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45, 47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
11: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32], [35, 34], [37, 36, 43], [38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75], [72, 73, 74, 76], [78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
12: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45, 47, 46, 59, 48, 61, 49], [51, 55, 50], [53, 54, 56], [57, 60, 63, 64, 65, 71], [66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
13: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63], [64, 65, 71], [66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79], [81, 86, 82, 80, 87, 83, 84, 85, 88]]
14: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
15: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43, 38, 42], [41, 40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57, 60], [63, 64], [65, 71, 66], [67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
16: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55], [50, 53, 54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69, 77, 68], [70, 75, 72], [73, 74, 76], [78, 79, 81, 86], [82, 80], [87, 83, 84, 85, 88]]
17: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43, 38], [42, 41, 40, 45, 47], [46, 59, 48], [61, 49], [51, 55, 50, 53], [54, 56, 57, 60, 63], [64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
18: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77, 68, 70], [75, 72, 73, 74, 76, 78, 79], [81, 86, 82, 80, 87, 83, 84, 85, 88]]
19: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49], [51, 55, 50], [53, 54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68, 70, 75, 72, 73, 74], [76, 78, 79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
20: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63], [64, 65, 71], [66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79], [81, 86, 82, 80, 87, 83, 84, 85, 88]]
21: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82], [80, 87, 83, 84, 85, 88]]
22: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32, 35], [34, 37, 36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87], [83, 84, 85, 88]]
23: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32, 35], [34, 37, 36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53], [54, 56, 57, 60], [63, 64, 65, 71], [66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
24: [[39, 44], [3, 4, 10], [2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46], [59, 48, 61], [49, 51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87], [83, 84, 85, 88]]
25: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35, 34, 37, 36], [43, 38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
26: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43, 38], [42, 41, 40, 45, 47, 46], [59, 48, 61, 49, 51, 55, 50], [53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
27: [[39, 44], [3, 4], [10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43, 38], [42, 41, 40], [45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54, 56], [57, 60, 63, 64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
28: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23, 29], [25, 28, 58, 26, 62], [52, 33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42, 41, 40, 45, 47], [46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
29: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35, 34, 37, 36], [43, 38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53], [54, 56, 57, 60], [63, 64, 65, 71, 66, 67], [69, 77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
30: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20, 19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31, 30, 32], [35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84], [85, 88]]
31: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61], [49, 51, 55, 50], [53, 54, 56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82, 80, 87, 83], [84, 85, 88]]
32: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34, 37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55], [50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84], [85, 88]]
33: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26, 62, 52], [33, 31, 30, 32, 35], [34, 37], [36, 43, 38], [42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78], [79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
34: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31, 30, 32], [35, 34, 37, 36, 43], [38, 42, 41], [40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81, 86], [82, 80, 87, 83, 84, 85, 88]]
35: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29], [25, 28, 58, 26, 62, 52], [33, 31, 30], [32, 35], [34, 37, 36], [43, 38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69, 77, 68], [70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
36: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12, 7], [5, 6, 8], [9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16, 23], [29, 25], [28, 58, 26, 62, 52], [33, 31, 30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68, 70], [75, 72, 73, 74], [76, 78, 79, 81], [86, 82, 80, 87, 83, 84, 85, 88]]
37: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61, 49], [51, 55, 50, 53], [54, 56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78, 79], [81, 86, 82, 80, 87, 83, 84, 85, 88]]
38: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33, 31, 30], [32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
39: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36, 43, 38], [42, 41], [40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53, 54], [56, 57, 60], [63, 64, 65, 71], [66, 67, 69, 77, 68, 70], [75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83], [84, 85, 88]]
40: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17, 21, 20, 19], [24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33], [31, 30], [32, 35, 34], [37, 36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55, 50, 53], [54, 56, 57, 60], [63, 64, 65], [71, 66, 67, 69, 77], [68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
41: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23, 29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
42: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35, 34], [37, 36, 43, 38], [42, 41], [40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57, 60, 63, 64, 65, 71, 66], [67, 69, 77, 68, 70, 75, 72], [73, 74, 76], [78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
43: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68, 70, 75], [72, 73, 74], [76, 78, 79, 81, 86, 82, 80], [87, 83, 84], [85, 88]]
44: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20, 19], [24, 16, 23, 29], [25, 28, 58, 26], [62, 52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
45: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69, 77], [68, 70, 75, 72, 73, 74], [76, 78, 79, 81, 86, 82, 80, 87, 83], [84, 85, 88]]
46: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
47: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67], [69, 77, 68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84], [85, 88]]
48: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23, 29, 25], [28, 58, 26, 62], [52, 33, 31, 30], [32, 35, 34], [37, 36, 43, 38], [42, 41, 40, 45, 47, 46], [59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
49: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45], [47, 46, 59, 48], [61, 49, 51, 55], [50, 53, 54], [56, 57, 60], [63, 64, 65], [71, 66], [67, 69], [77, 68, 70], [75, 72, 73], [74, 76, 78], [79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
50: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47, 46], [59, 48, 61, 49, 51], [55, 50, 53, 54], [56, 57], [60, 63, 64, 65], [71, 66, 67], [69, 77, 68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84], [85, 88]]
