0: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61], [77, 69, 78, 82, 81, 64, 88]]
32: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
33: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
34: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82], [81, 64, 88]]
35: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
36: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
37: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
38: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60, 68, 65, 66, 83, 51, 71], [48, 61, 77, 69, 78, 82, 81, 64, 88]]
39: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
40: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
41: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
42: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
43: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
44: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79, 44], [80, 55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
45: [[72, 49, 85], [86, 29, 6], [50, 76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71], [48, 61, 77], [69, 78, 82, 81, 64, 88]]
46: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45], [56, 58], [62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
47: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
48: [[72, 49, 85], [86, 29, 6], [50, 76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77, 69, 78, 82, 81, 64, 88]]
49: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82, 81, 64, 88]]
50: [[72, 49, 85], [86, 29, 6], [50, 76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
