0: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39, 45], [4, 42, 7], [34], [28, 23, 22], [11, 27, 43], [41, 47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
29: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
30: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
31: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
32: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
33: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
34: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
35: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
36: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
37: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
38: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
39: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
40: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
41: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
42: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
43: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
44: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
45: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
46: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
47: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
48: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
49: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 60, 56, 48], [49, 59, 57]]
50: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41, 47], [35, 2, 53], [50, 36, 37], [25, 55, 46], [42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
51: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 42], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53], [50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
52: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 42], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
53: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2, 53], [50], [36, 37, 25], [55, 46, 31], [42, 51, 52], [54, 56, 60], [48, 49, 59, 57]]
54: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25], [55, 46, 42], [31, 51, 52], [54, 60, 56], [48, 49, 59, 57]]
55: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18, 40], [24, 12, 58], [26, 39, 45], [4, 7, 44], [34, 28, 23], [22, 11, 27], [43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
56: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26], [39, 45, 4], [2, 7, 34], [28], [23, 22, 11], [27, 43, 41], [47, 35, 44], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
57: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 42], [12, 26, 39], [45, 56, 4], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47], [35, 2, 53], [50, 36, 37], [25, 55], [46, 31, 44], [51, 52, 54], [58, 60, 48], [49, 59, 57]]
58: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12, 58], [26], [39, 45, 4], [42, 7, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25], [55, 46, 31], [44, 51, 52, 54], [60, 56, 48], [49, 59, 57]]
59: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38], [18, 40, 24], [12, 58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
60: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23], [22, 11], [27, 43, 41, 47], [35, 2, 53], [50, 36], [37, 25, 55], [46, 31, 42], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
61: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48, 49, 59, 57]]
62: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
63: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25], [55, 46, 42], [31, 51, 52], [54, 60, 56], [48, 49, 59, 57]]
64: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38], [18, 40, 24], [12, 58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52], [54, 60, 56], [48, 49, 59, 57]]
65: [[13, 6, 21], [33, 8, 17], [9, 10, 12, 29], [32, 20], [19, 1, 3], [30, 14, 15], [16, 5, 38, 18], [40, 24], [58, 26], [39, 45, 4], [42, 7, 34], [28, 23, 22], [11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 44, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
66: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35, 2, 53, 50, 36, 37, 25], [55, 46, 42], [31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
67: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35], [2, 53, 50], [36, 37, 25], [55, 46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
68: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 2], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 42], [53, 50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
69: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 60, 56, 48, 49, 59, 57]]
70: [[13, 6, 21], [33, 8, 17], [9, 29, 32], [20, 10, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27], [43, 41, 47], [35, 2, 53], [50, 36], [37, 25, 55, 46], [42, 31, 51, 52], [54, 60, 56, 48], [49, 59, 57]]
71: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 60, 56, 48, 49, 59, 57]]
72: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 60, 56, 48, 49, 59, 57]]
73: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 56, 60, 48, 49, 59, 57]]
