0: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
24: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
25: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
26: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
27: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
28: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
29: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
30: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
31: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
32: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
33: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
34: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
35: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
36: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
37: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
38: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
39: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
40: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
41: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
42: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
43: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
44: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
45: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
46: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
47: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
48: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
49: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
50: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
51: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
52: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
53: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
54: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
55: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
56: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
57: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
58: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
59: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
60: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
61: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
62: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
63: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
64: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
65: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
66: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
67: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
68: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
69: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
70: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
71: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
72: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
73: [[2, 18, 10, 32, 37, 19], [12, 11, 4, 9, 24, 17], [3, 1, 13, 5, 30, 34], [21, 26, 8, 25, 14, 22, 28], [6, 15, 33, 23, 20, 27], [7, 16, 31, 35, 29, 36]]
