0: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
18: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
19: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
20: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
21: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
22: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
23: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
24: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
25: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
26: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
27: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
28: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
29: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
30: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
31: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
32: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
33: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
34: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
35: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
36: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
37: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
38: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
39: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
40: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
41: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
42: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
43: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
44: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
45: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
46: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
47: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
