0: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
69: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
70: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
71: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
72: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
73: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
74: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
75: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
76: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
77: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
78: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
79: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
80: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
81: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
82: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
83: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
84: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
85: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
86: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
87: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
88: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
89: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
90: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
91: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
92: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
93: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
94: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
95: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
96: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
97: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
98: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
99: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
100: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
101: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
102: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
103: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
104: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
105: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
106: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
107: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
108: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
109: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
110: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
111: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
112: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
113: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
114: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
115: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
116: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
117: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
118: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
119: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 13, 18, 21], [9, 15, 24, 31, 6, 10], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
120: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 13, 18, 21], [9, 15, 24, 31, 6, 10], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
121: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 13, 18, 21], [9, 15, 24, 31, 6, 10], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
