0: [[41, 48, 20], [3, 1, 30], [39, 14, 26, 5, 4, 18], [8, 42], [13, 44, 16, 21], [19], [9, 40, 31, 24, 15, 23, 6, 10, 12], [7, 53, 46, 27], [51], [25, 28], [32, 34], [60, 29], [11, 56, 37, 36, 17, 58, 54, 33], [35, 2], [38], [43, 45, 55, 22], [59, 47], [49, 57, 50, 52]]
11: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 13, 17, 21, 30, 15, 23, 16, 22, 10, 26, 28], [25, 27, 29, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
12: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 26, 16, 17, 21, 28, 30, 22, 23], [27, 29, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
13: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 31, 13, 15, 22, 17, 21, 30, 16, 28, 26], [27, 23, 25, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
14: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 28, 15, 21, 13, 22, 17, 16, 26, 30, 31], [27, 25, 23, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
15: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 21, 27, 13, 23, 25, 16, 31, 28, 17], [22, 29, 26, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
16: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 17, 16, 23, 31, 22, 25, 21, 28], [26, 27, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
17: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 16, 15, 21, 17, 28, 23, 25, 31, 22, 13], [26, 29, 27, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
18: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 15, 25, 23, 13, 16, 17, 22, 28, 31, 10, 21, 6], [26, 27, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
19: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 13, 21, 15, 16, 17, 23, 22, 31, 25], [26, 27, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
20: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 16, 15, 21, 17, 28, 23, 25, 30, 22, 13], [26, 27, 29, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
21: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 28, 15, 29, 17, 10, 13, 21, 31, 16, 23, 27], [26, 25, 22, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
22: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 30, 6, 27, 23, 13, 21, 28, 17, 16, 15, 22], [25, 26, 29, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
23: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 13, 15, 23, 16, 21, 17, 25, 26, 28, 22], [30, 31, 27, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
24: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 15, 13, 17, 22, 16, 28, 23, 27, 21, 26], [30, 29, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
25: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 13, 10, 16, 21, 26, 23, 22, 17, 27, 15], [30, 25, 31, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
26: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 15, 6, 13, 27, 17, 22, 23, 16, 21, 26, 28], [30, 29, 25, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
27: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 15, 13, 21, 25, 28, 23, 16, 17, 22, 27], [30, 29, 26, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
28: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 30, 13, 6, 28, 15, 21, 16, 17, 26, 27, 22], [23, 29, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
29: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 31, 13, 17, 28, 21, 22, 30, 25, 15, 16], [29, 27, 23, 26, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
30: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 30, 6, 13, 25, 16, 15, 17, 29, 21, 28, 31], [22, 23, 26, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
31: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 30, 10, 15, 21, 13, 17, 28, 16, 22, 31, 26], [23, 25, 29, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
32: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 13, 16, 22, 21, 17, 15, 30, 26, 31], [29, 25, 27, 23, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
33: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 15, 13, 26, 16, 17, 21, 22, 23, 27, 31], [25, 28, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
34: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 15, 10, 13, 22, 16, 23, 17, 25, 21, 27, 31, 26, 30, 28], [29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
35: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 22, 23, 16, 17, 31, 30, 21, 25, 28, 26, 27], [29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
36: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 13, 6, 17, 31, 15, 16, 25, 21, 22, 28, 27, 30, 23, 26], [29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
37: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 22, 13, 10, 17, 15, 27, 16, 23, 26, 21, 30], [28, 31, 29, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
38: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 28, 15, 13, 16, 30, 17, 26, 21, 27, 29], [22, 23, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
39: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 15, 13, 16, 21, 17, 25, 28, 23, 27, 29], [22, 31, 30, 26, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
40: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 29, 13, 27, 16, 17, 23, 21, 25, 28, 15], [22, 26, 30, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
41: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 15, 13, 31, 17, 21, 16, 23, 22, 25, 30], [27, 26, 28, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
42: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 13, 15, 30, 16, 25, 17, 31, 21, 22, 23], [26, 29, 27, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
43: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 26, 15, 17, 13, 16, 23, 25, 31, 22, 21], [30, 28, 27, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
44: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 13, 6, 21, 23, 15, 16, 22, 31, 25, 10, 17, 26], [27, 28, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
45: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 13, 31, 17, 15, 16, 25, 26, 22, 23, 21], [28, 27, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
46: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 15, 13, 26, 16, 21, 23, 28, 17, 22, 29], [27, 30, 25, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
47: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 15, 27, 16, 21, 10, 17, 31, 26, 13, 22], [23, 30, 25, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
48: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 15, 10, 23, 26, 21, 13, 16, 25, 17, 22, 30], [27, 29, 28, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
49: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 26, 13, 21, 25, 15, 17, 16, 30, 22, 23], [31, 27, 28, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
50: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 21, 10, 13, 16, 22, 15, 17, 25, 30, 23, 26], [28, 29, 27, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
51: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 26, 6, 13, 10, 15, 16, 23, 21, 27, 17, 22, 25], [28, 30, 31, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
52: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 27, 16, 17, 21, 22, 31, 26, 23], [28, 29, 30, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
53: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 13, 10, 15, 16, 21, 25, 17, 30, 22, 31, 26], [23, 27, 29, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
54: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 26, 10, 15, 13, 17, 21, 25, 22, 30, 16, 31], [23, 28, 27, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
55: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 15, 10, 29, 17, 13, 28, 21, 23, 16, 22, 30], [27, 25, 26, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
56: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 15, 6, 29, 16, 13, 17, 21, 22, 23, 28, 30], [26, 25, 31, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
57: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 15, 10, 13, 17, 16, 23, 31, 21, 30, 22, 25], [26, 27, 29, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
58: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 30, 13, 21, 15, 17, 16, 31, 23, 25, 22], [26, 29, 28, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
59: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 17, 16, 26, 21, 23, 29, 25, 27], [22, 28, 31, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
60: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 13, 15, 16, 25, 17, 21, 23, 22, 31, 26], [27, 30, 29, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
61: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 13, 10, 15, 21, 16, 23, 31, 17, 25, 26, 22], [30, 27, 29, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
62: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 26, 16, 17, 21, 22, 23, 25, 31], [27, 28, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
63: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 22, 13, 23, 10, 15, 16, 25, 21, 28, 29, 30], [17, 26, 27, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
64: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 15, 13, 16, 17, 21, 30, 25, 22, 26, 23], [28, 29, 27, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
65: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 17, 23, 16, 21, 22, 26, 25, 30], [31, 28, 27, 29, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
66: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 25, 15, 17, 13, 16, 21, 23, 22, 27, 30], [26, 31, 29, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
67: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 23, 10, 13, 16, 15, 17, 27, 21, 22, 25, 26], [30, 29, 28, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
68: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 13, 21, 25, 15, 16, 17, 23, 22, 27], [31, 28, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
69: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 22, 10, 15, 23, 17, 16, 25, 13, 27, 21, 26], [28, 29, 31, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
70: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 26, 6, 10, 13, 17, 22, 23, 15, 16, 21, 29, 30], [25, 28, 31, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
71: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 29, 10, 13, 15, 16, 21, 17, 23, 22, 30, 26], [27, 25, 28, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
72: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 15, 10, 13, 27, 17, 30, 16, 29, 21, 23, 22], [25, 26, 31, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
73: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 31, 13, 6, 29, 16, 23, 21, 15, 30, 17, 28, 27, 22, 26], [25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
