0: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 62], [61, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
11: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32, 34, 39], [37, 46], [38, 42], [41, 60, 44, 40, 47, 45, 56], [51, 50], [52, 48], [54, 49], [53, 55], [59, 57], [58, 61, 62], [67, 68, 65], [72, 66], [64, 69], [79, 70, 78], [71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
12: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34], [39, 37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56, 51, 50], [52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
13: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17, 19, 16, 18], [21, 20], [24, 23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42, 41, 60], [44, 40], [47, 45, 56, 51], [50, 52], [48], [54, 49, 53], [55, 59], [57, 58, 61, 62, 67, 68, 65, 72], [66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
14: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24, 23], [25, 27, 31, 63, 29, 28, 30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45], [56, 51, 50, 52, 48], [54, 49, 53, 55, 59, 57], [58], [62, 61], [67, 68, 65, 72, 66, 64, 69, 79, 70], [78, 71], [73, 75, 74, 77, 76, 85, 81, 82, 80], [83, 84, 86, 87, 88]]
15: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19], [16, 18], [21, 20], [24, 23, 25, 27, 31, 63], [29, 28, 30], [36, 35, 33, 32, 34, 39], [37, 46, 38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50], [52, 48], [54, 49, 53], [55, 59, 57, 58], [61, 62], [67, 68], [65, 72], [66, 64, 69], [79, 70], [78, 71], [73, 75, 74, 77, 76], [85, 81, 82, 80, 83, 84, 86, 87, 88]]
16: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18], [21, 20], [24, 23, 25, 27], [31, 63], [29, 28, 30], [36, 35], [33, 32], [34, 39], [37, 46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52, 48, 54], [49, 53], [55, 59], [57, 58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79, 70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82, 80, 83, 84, 86, 87], [88]]
17: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63, 29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60, 44, 40], [47, 45], [56, 51], [50, 52, 48], [54, 49], [53, 55, 59], [57, 58], [62, 61], [67, 68], [65, 72], [66, 64], [69, 79, 70, 78, 71], [73, 75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
18: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54, 49, 53], [55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
19: [[7, 43], [22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20], [24, 23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37], [46, 38], [42, 41, 60], [44, 40], [47, 45, 56], [51, 50, 52], [48, 54, 49], [53, 55], [59, 57, 58], [61, 62], [67, 68], [65, 72], [66, 64], [69, 79, 70, 78, 71], [73, 75, 74, 77, 76, 85], [81], [82, 80], [83, 84, 86], [87, 88]]
20: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24, 23, 25, 27, 31], [63, 29], [28, 30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42, 41, 60], [44, 40, 47, 45, 56, 51], [50, 52, 48], [54, 49, 53, 55], [59, 57], [58, 61, 62, 67, 68, 65, 72, 66], [64, 69], [79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
21: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50], [52, 48], [54, 49, 53, 55, 59, 57, 58], [62, 61], [67, 68], [65, 72, 66], [64, 69], [79, 70, 78], [71, 73, 75], [74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
22: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36, 35], [33, 32, 34, 39, 37, 46], [38, 42, 41, 60], [44, 40, 47, 45], [56, 51], [50], [52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62], [67, 68], [65, 72, 66, 64, 69, 79, 70, 78], [71, 73], [75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
23: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47, 45], [56, 51], [50, 52, 48], [54, 49], [53, 55, 59], [57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
24: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17, 19], [16, 18, 21], [20, 24, 23], [25, 27, 31], [63, 29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50, 52], [48, 54, 49], [53, 55], [59, 57], [58, 61], [62, 67], [68, 65], [72, 66, 64], [69, 79], [70, 78, 71, 73], [75, 74], [77, 76, 85, 81], [82, 80, 83], [84, 86, 87, 88]]
25: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19], [16, 18], [21, 20], [24, 23, 25, 27, 31, 63], [29, 28, 30], [36, 35, 33, 32, 34, 39], [37, 46, 38, 42], [41, 60], [44, 40, 47, 45], [56, 51], [50, 52, 48], [54, 49, 53, 55, 59], [57, 58, 61, 62, 67, 68, 65], [72], [66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
26: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54], [49, 53], [55, 59, 57, 58, 61, 62, 67], [68, 65, 72, 66], [64, 69], [79, 70, 78, 71], [73, 75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
27: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63, 29, 28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50, 52], [48, 54, 49, 53], [55, 59], [57, 58], [61, 62], [67, 68], [65, 72], [66, 64], [69, 79], [70, 78, 71], [73, 75], [74, 77, 76, 85], [81, 82], [80, 83], [84, 86, 87, 88]]
28: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54], [49, 53], [55, 59, 57, 58, 61, 62, 67], [68, 65, 72, 66], [64, 69], [79, 70, 78, 71], [73, 75, 74, 77, 76], [85, 81], [82, 80], [83, 84], [86, 87, 88]]
29: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32], [34, 39], [37, 46, 38, 42], [41, 60, 44], [40, 47, 45], [56, 51], [50, 52, 48, 54], [49, 53, 55, 59, 57, 58], [62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
30: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18], [21, 20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36, 35, 33], [32, 34, 39, 37, 46, 38], [42, 41, 60], [44, 40, 47, 45], [56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57], [58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76], [85, 81, 82, 80, 83, 84, 86, 87, 88]]
31: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36, 35], [33, 32], [34, 39], [37, 46, 38], [42, 41], [60, 44, 40], [47, 45, 56], [51, 50, 52], [48, 54], [49, 53, 55], [59, 57], [58, 62, 61], [67, 68, 65, 72, 66, 64], [69, 79, 70], [78, 71, 73, 75, 74, 77], [76, 85, 81, 82, 80, 83], [84, 86, 87, 88]]
32: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42, 41], [60, 44], [40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 62], [61], [67, 68], [65, 72], [66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
33: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26], [17, 19], [16, 18, 21, 20], [24, 23], [25, 27], [31, 63, 29], [28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55], [59, 57, 58, 61], [62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71], [73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
34: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47], [45, 56], [51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
35: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46, 38, 42, 41, 60, 44, 40, 47, 45], [56, 51, 50, 52, 48, 54], [49, 53], [55, 59, 57], [58, 61, 62, 67, 68], [65, 72], [66, 64], [69, 79], [70, 78, 71], [73, 75, 74, 77, 76, 85, 81, 82, 80, 83], [84, 86, 87, 88]]
36: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36, 35, 33], [32, 34], [39, 37, 46, 38, 42, 41], [60, 44], [40, 47], [45, 56, 51], [50, 52], [48, 54, 49, 53], [55, 59], [57, 58, 61, 62, 67, 68, 65], [72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
37: [[7, 43, 22, 13, 2, 1], [12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14, 26, 17, 19, 16, 18], [21, 20], [24, 23], [25, 27], [31, 63], [29, 28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
38: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24, 23], [25, 27], [31, 63], [29, 28, 30], [36, 35, 33, 32], [34, 39, 37], [46, 38, 42, 41, 60], [44, 40, 47], [45, 56], [51, 50], [52, 48], [54, 49], [53, 55], [59, 57, 58], [61, 62, 67], [68, 65], [72, 66, 64], [69, 79], [70, 78, 71], [73, 75, 74], [77, 76, 85, 81], [82, 80, 83], [84, 86, 87, 88]]
39: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17], [19, 16], [18, 21], [20, 24, 23], [25, 27], [31, 63, 29, 28, 30, 36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60, 44, 40, 47, 45, 56, 51], [50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
40: [[7, 43, 22, 13, 2, 1, 12, 3], [4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36], [35, 33], [32, 34], [39, 37, 46], [38, 42, 41, 60], [44, 40], [47, 45, 56], [51, 50, 52], [48, 54], [49, 53], [55, 59], [57, 58, 61, 62, 67, 68, 65], [72, 66, 64, 69], [79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
41: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36, 35, 33, 32], [34, 39, 37], [46, 38], [42, 41, 60], [44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73], [75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
42: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26], [17, 19, 16, 18, 21, 20], [24, 23, 25, 27], [31, 63, 29, 28, 30, 36, 35, 33], [32, 34], [39, 37], [46, 38], [42, 41, 60], [44, 40, 47, 45], [56, 51, 50, 52, 48, 54, 49, 53, 55, 59], [57, 58, 61, 62], [67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
43: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18], [21, 20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38, 42], [41, 60], [44, 40, 47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84], [86, 87, 88]]
44: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24, 23, 25, 27, 31], [63, 29, 28, 30], [36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44], [40, 47, 45, 56, 51], [50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61], [62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
45: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6, 10, 9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42, 41, 60], [44, 40, 47, 45, 56], [51, 50], [52, 48], [54, 49], [53, 55, 59], [57, 58, 61, 62, 67, 68, 65, 72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
46: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5], [6, 10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23], [25, 27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57], [58, 62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
47: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18], [21, 20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38, 42], [41, 60], [44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82], [80, 83, 84, 86, 87, 88]]
48: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17], [19, 16, 18], [21, 20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38, 42], [41, 60], [44, 40, 47, 45, 56, 51, 50, 52], [48, 54], [49, 53], [55, 59], [57, 58, 61], [62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75], [74, 77, 76, 85], [81, 82, 80, 83, 84, 86, 87, 88]]
49: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36], [35, 33], [32, 34, 39, 37, 46, 38, 42], [41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
50: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30, 36], [35, 33], [32, 34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47], [45, 56, 51], [50, 52], [48, 54, 49, 53], [55, 59], [57, 58, 61, 62], [67, 68], [65], [72, 66, 64], [69, 79, 70, 78, 71], [73, 75], [74, 77], [76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
