0: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75, 73, 78], [76], [79, 87, 80, 81, 82], [84, 85], [86, 88]]
17: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16], [24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60, 46, 44], [47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
18: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50], [61, 48, 53, 51], [49, 52, 54], [63, 57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
19: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34], [32, 35], [33, 36, 43, 45], [37, 38, 42, 40], [41, 60], [46, 44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63], [57, 55], [58, 56, 62, 83, 64], [74, 71, 65], [67, 68, 77], [70, 69, 66, 72, 75], [73, 78, 76], [79, 87, 80, 81], [82], [84, 85], [86, 88]]
20: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35], [33, 36, 43], [45, 37], [38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83], [64, 74], [71, 65, 67], [68, 77, 70, 69, 66], [72, 75, 73, 78], [76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
21: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48], [53, 51], [49, 52], [54, 63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
22: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48], [53, 51], [49, 52], [54, 63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
23: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32], [35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48, 53], [51, 49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68, 77], [70, 69], [66, 72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84], [85, 86, 88]]
24: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5], [7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48, 53], [51, 49, 52, 54], [63, 57, 55], [58, 56, 62, 83], [64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
25: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49, 52], [54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
26: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5], [7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59], [27, 25, 28], [31, 29], [30, 34, 32], [35, 33], [36, 43, 45, 37, 38, 42], [40, 41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63], [57, 55, 58, 56, 62, 83, 64, 74, 71, 65], [67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
27: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49, 52], [54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
28: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15], [19, 21, 17, 18, 16], [24, 20, 23, 59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36], [43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
29: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63], [57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84], [85], [86, 88]]
30: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20], [23, 59], [27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56, 62], [83, 64, 74], [71, 65], [67, 68, 77, 70], [69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
31: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34], [32, 35, 33], [36, 43], [45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
32: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5], [7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43], [45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
33: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36, 43], [45, 37], [38, 42, 40], [41, 60, 46, 44], [47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
34: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32], [35, 33], [36, 43], [45, 37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63], [57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69], [66, 72], [75, 73, 78, 76], [79, 87], [80, 81, 82], [84, 85, 86, 88]]
35: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46, 44], [47, 50, 61], [48, 53], [51, 49], [52, 54, 63], [57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78], [76, 79], [87, 80, 81, 82, 84, 85, 86, 88]]
36: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23, 59, 27], [25, 28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46, 44], [47, 50], [61, 48], [53, 51, 49, 52], [54, 63, 57, 55], [58, 56], [62, 83], [64, 74, 71, 65], [67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80], [81, 82, 84, 85, 86, 88]]
37: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48, 53], [51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
38: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35], [33, 36, 43], [45, 37, 38, 42], [40, 41, 60, 46], [44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56], [62, 83, 64, 74], [71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
39: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21], [17, 18], [16, 24, 20], [23, 59], [27, 25, 28], [31], [29, 30], [34, 32], [35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49], [52, 54, 63], [57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75, 73, 78], [76, 79, 87, 80], [81, 82, 84], [85, 86, 88]]
40: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34], [32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44], [47, 50, 61], [48, 53, 51, 49], [52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
41: [[39, 3, 10, 4], [9, 1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24], [20, 23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45, 37], [38, 42, 40], [41, 60, 46, 44], [47, 50, 61, 48], [53, 51, 49, 52], [54, 63, 57, 55, 58, 56, 62, 83, 64, 74], [71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
42: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47], [50, 61, 48, 53], [51, 49, 52, 54, 63, 57], [55, 58], [56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
43: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34], [32, 35, 33], [36, 43], [45, 37], [38, 42, 40], [41, 60, 46], [44, 47], [50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55, 58, 56], [62, 83, 64, 74, 71, 65], [67, 68, 77], [70, 69], [66, 72], [75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86], [88]]
44: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24, 20, 23, 59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37], [38, 42], [40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
45: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5], [7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48, 53], [51, 49, 52, 54], [63, 57, 55], [58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77, 70, 69], [66, 72, 75], [73, 78], [76, 79, 87], [80, 81, 82], [84, 85], [86, 88]]
46: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43], [45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56, 62, 83], [64, 74, 71, 65, 67], [68, 77, 70, 69], [66, 72, 75], [73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
47: [[39, 3, 10, 4], [9, 1, 6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49, 52], [54, 63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72], [75, 73, 78], [76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
48: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76], [79, 87, 80, 81, 82, 84, 85, 86, 88]]
49: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48, 53, 51], [49, 52], [54, 63], [57, 55, 58, 56], [62, 83, 64, 74], [71, 65, 67], [68, 77, 70], [69, 66], [72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
50: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76], [79, 87, 80, 81, 82, 84, 85, 86, 88]]
