0: [[35, 23, 7, 3, 34, 2], [13, 28, 25, 4, 6, 21], [5, 1, 14, 8], [9, 17], [11], [15, 16, 10, 18], [22], [20, 19, 24, 27, 31], [26], [30, 45, 32, 33, 38, 36, 42], [37, 40, 29, 12], [39, 43, 46], [41, 47, 44], [50], [51, 52], [49, 57, 55, 53], [54, 56], [58, 48], [59, 60]]
70: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 15, 23, 12, 13, 31, 26, 22, 17, 24, 16, 10, 21, 6], [18, 29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
71: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 9, 12, 17, 22, 16, 18, 15, 21, 23, 31, 10, 24, 6], [29, 26, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
72: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 10, 9, 28, 12, 16, 15, 31, 21, 17, 6, 22, 26, 18], [23, 24, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
73: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 26, 9, 10, 17, 28, 15, 18, 31, 16, 12, 21, 22], [23, 29, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
74: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 12, 10, 6, 9, 21, 17, 15, 22, 26, 28, 16, 18, 31], [23, 29, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
75: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 9, 15, 12, 26, 22, 13, 31, 10, 16, 17, 23, 21, 18, 24], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
76: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 21, 12, 10, 9, 26, 6, 13, 15, 17, 23, 24, 18, 31, 16, 22], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
77: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 9, 15, 10, 16, 12, 23, 17, 18, 24, 21, 26, 31, 22], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
78: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 10, 23, 13, 18, 9, 15, 16, 26, 21, 17, 22, 24, 31], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
79: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 6, 10, 12, 18, 17, 15, 21, 16, 23, 22, 26, 24], [28, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
80: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 13, 15, 18, 23, 12, 21, 17, 16, 24, 26, 22], [28, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
81: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 10, 13, 9, 17, 23, 15, 18, 21, 16, 22, 26, 24], [28, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
82: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 9, 12, 10, 13, 15, 17, 16, 18, 22, 21, 23, 24, 26], [28, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
83: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 12, 10, 23, 6, 18, 9, 15, 22, 26, 21, 16, 24, 17], [31, 29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
84: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 13, 9, 24, 17, 29, 15, 10, 21, 23, 18, 22, 28], [16, 31, 26, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
85: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 12, 9, 10, 13, 31, 15, 18, 21, 16, 29, 23, 17, 24, 26], [28, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
86: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 6, 23, 10, 12, 15, 29, 13, 16, 21, 22, 28, 17, 24, 18], [26, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
87: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 9, 6, 10, 28, 21, 13, 15, 18, 23, 16, 17, 22, 24, 29], [26, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
88: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 9, 13, 10, 15, 6, 17, 23, 18, 21, 16, 26, 29, 22, 28], [31, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
89: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 12, 6, 13, 15, 17, 10, 31, 16, 18, 21, 22, 23, 24, 26], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
90: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [12, 6, 10, 9, 13, 17, 18, 31, 21, 15, 22, 16, 24, 23, 26], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
91: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 13, 15, 26, 12, 17, 6, 31, 21, 18, 10, 23, 24, 16, 22], [28, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
92: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 13, 10, 6, 24, 17, 12, 31, 22, 15, 23, 16, 21, 18, 26], [29, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
93: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 13, 10, 15, 9, 18, 24, 23, 22, 12, 21, 16, 26, 29], [31, 17, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
94: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 12, 13, 9, 10, 18, 15, 17, 21, 26, 23, 29, 22, 16, 28], [24, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
95: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 9, 21, 15, 16, 10, 26, 13, 12, 18, 29, 17, 22, 23, 28], [24, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
96: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 6, 22, 12, 13, 15, 10, 21, 29, 16, 17, 18, 23, 26, 28], [31, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
97: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 9, 26, 12, 10, 13, 16, 15, 18, 22, 17, 29, 31, 21, 28], [23, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
98: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 29, 15, 12, 18, 23, 22, 13, 16, 24, 17, 10, 21, 6], [31, 26, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
99: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 9, 15, 13, 10, 23, 16, 17, 29, 22, 18, 24, 21], [26, 28, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
100: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 15, 9, 10, 23, 17, 31, 16, 22, 13, 21, 18, 29, 26], [28, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
101: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 15, 29, 26, 22, 17, 12, 9, 13, 21, 16, 18, 23], [24, 28, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
102: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 6, 26, 15, 10, 24, 12, 17, 16, 18, 22, 29, 13, 21, 23], [28, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
103: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 10, 9, 16, 6, 17, 13, 15, 23, 29, 22, 18, 24, 21, 26], [31, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
104: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 10, 12, 9, 22, 15, 13, 17, 18, 26, 24, 16, 23, 28, 21], [6, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
105: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 6, 12, 15, 16, 22, 17, 18, 10, 26, 21, 31, 29], [23, 24, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
106: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 13, 15, 22, 12, 17, 6, 16, 21, 31, 10, 26, 28, 18, 29], [24, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
107: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 13, 9, 12, 10, 21, 17, 15, 18, 26, 29, 16, 22, 24], [31, 23, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
108: [[35, 20, 7, 1, 34, 2, 13, 19, 26, 4, 3, 21, 5, 6, 14], [8, 9, 17, 10, 15, 11, 12, 18, 31, 22, 16, 23, 27, 28, 24, 30], [45, 32, 25, 38, 36, 43, 29, 40, 33, 37, 39, 42, 46, 41, 44], [47, 49, 48, 53, 54, 59, 55, 52, 50, 51, 58, 56, 57, 60]]
109: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 13, 12, 15, 21, 9, 28, 10, 17, 26, 16, 18, 24, 22, 29], [31, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
110: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 9, 10, 13, 15, 28, 12, 18, 16, 17, 22, 21, 24, 29, 26], [31, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
111: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 12, 13, 9, 10, 22, 17, 31, 15, 16, 18, 21, 23, 29, 26], [28, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
112: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 15, 17, 12, 16, 13, 10, 18, 23, 24, 9, 21, 29, 26, 22], [31, 28, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
113: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 10, 9, 24, 17, 22, 31, 13, 15, 23, 18, 28, 16, 26], [21, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
114: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 9, 13, 29, 26, 22, 17, 15, 6, 10, 23, 24, 28, 18], [16, 21, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
115: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 26, 9, 24, 15, 29, 13, 10, 18, 23, 16, 17, 28], [21, 22, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
116: [[35, 22, 7, 1, 34, 14, 11, 27, 25, 4, 6, 30, 2, 3, 13], [8, 5, 28, 9, 12, 31, 10, 15, 16, 20, 19, 24, 26, 17, 18], [21, 45, 32, 33, 38, 36, 43, 23, 41, 29, 37, 40, 39, 46, 42, 44], [47, 49, 50, 55, 48, 59, 51, 52, 54, 53, 58, 56, 60, 57]]
117: [[35, 20, 7, 1, 3, 2, 11, 28, 18, 4, 5, 30, 9, 14], [8, 13, 29, 15, 12, 16, 17, 22, 19, 25, 31, 23, 24, 26, 10, 21, 6], [47, 34, 38, 27, 32, 43, 37, 41, 33, 36, 40, 39, 46, 42, 44], [45, 49, 51, 55, 54, 59, 48, 52, 53, 56, 57, 50, 58, 60]]
118: [[35, 22, 7, 3, 34, 14, 13, 29, 25, 11, 2, 30, 4, 1, 9], [8, 5, 18, 10, 6, 16, 12, 17, 21, 20, 19, 23, 15, 24, 26, 27], [45, 33, 28, 38, 31, 43, 37, 32, 36, 40, 39, 42, 41, 44, 46], [47, 49, 50, 55, 54, 59, 51, 53, 52, 56, 58, 48, 60, 57]]
119: [[35, 23, 7, 3, 33], [14], [27, 28, 1, 11], [2], [30, 5], [4, 25, 8, 9], [13, 10, 6, 16, 12, 15], [22, 20, 19, 24, 17, 31], [18], [26, 29, 21, 37, 36, 34, 42], [32, 38, 39, 44], [47, 43, 41], [45, 40, 46], [50], [51, 54], [49, 52, 59, 53], [55, 56], [57, 48], [60, 58]]
120: [[35, 21, 7, 1], [33, 2, 27, 18, 3, 4], [6, 9, 5, 10, 30, 8], [12, 14], [11], [15, 24, 13, 16], [22], [26, 17, 20, 23, 19], [31], [28, 29, 25, 38, 36, 32, 42], [34, 40, 45, 44], [37, 43, 46], [39, 47, 41], [50], [49, 52], [48, 51, 59, 54], [55, 53], [58, 56], [57, 60]]
121: [[35, 21, 7], [3, 33, 2], [29, 20, 4, 11], [6, 10, 5, 12, 26, 8, 9], [1], [13, 15, 14, 17, 18], [19], [16, 31, 22, 23], [24], [25, 30], [27, 28, 38, 36], [34, 42, 37, 32, 40, 44], [39, 43, 41, 45, 47, 46], [50], [49, 52], [55, 51, 57, 53], [54, 56], [58, 48], [59, 60]]
