0: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52, 8, 18], [10, 44, 69], [77], [60, 11, 41], [20, 79], [24, 2, 28, 9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15], [32, 45, 50], [80, 51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61], [57, 55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78], [85, 86, 82], [84, 83, 81, 88]]
11: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
12: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
13: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
14: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
15: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
16: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
17: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
18: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
19: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
20: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
21: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
22: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
23: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
24: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
25: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
26: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68, 63, 54, 76], [65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
27: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
28: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
29: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
30: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
31: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
32: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
33: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
34: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75], [72, 62, 78], [85, 86, 82, 84], [83, 81, 88]]
35: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85, 86, 82, 84], [83, 81, 88]]
36: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84, 83, 81, 88]]
37: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72, 62, 78, 85], [86, 82, 84, 83, 81, 88]]
38: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62], [78, 85, 86, 82, 84, 83, 81, 88]]
39: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85, 86, 82, 84, 83, 81, 88]]
40: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85, 86, 82, 84, 83, 81, 88]]
41: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
42: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
43: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
44: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85, 86], [82, 84, 83, 81, 88]]
45: [[71, 70, 73], [26, 22, 12], [1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
46: [[71, 70, 73], [26, 22, 12], [1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84, 83, 81, 88]]
47: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84], [83, 81, 88]]
48: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55], [64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
49: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54], [76, 65, 75], [72, 62, 78], [85, 86, 82, 84, 83, 81, 88]]
50: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4, 5], [35, 87, 19], [38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
