0: [[35, 2, 20, 7, 1, 3, 4], [25, 24, 8, 9, 27, 15, 14, 5, 18, 10, 6], [19, 12, 22, 23, 28, 11, 26], [56, 16, 29, 31, 13, 30, 45, 17, 37, 38, 52, 21], [36, 32, 39, 42, 33, 40, 46, 47, 51, 41, 34, 43, 50], [44, 53, 49, 48, 55, 54, 59, 57, 58, 60]]
18: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 31, 15, 17, 16, 19, 18, 23, 30, 10, 21, 6], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
19: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 6, 10, 31, 15, 16, 19, 17, 23, 21, 18, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
20: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 31, 15, 17, 16, 10, 21, 19, 23, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
21: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 12, 10, 31, 15, 16, 17, 23, 18, 19, 21, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
22: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 10, 12, 31, 15, 17, 18, 16, 23, 21, 19, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
23: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 16, 30, 15, 10, 17, 6, 19, 23, 21, 31], [22, 29, 26, 25, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
24: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 6, 12, 31, 15, 16, 17, 18, 21, 23, 19, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
25: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 31, 12, 15, 19, 16, 21, 23, 17, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
26: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 31, 10, 15, 17, 16, 19, 21, 23, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
27: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 15, 12, 16, 17, 30, 21, 19, 23, 31], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
28: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 15, 10, 16, 17, 31, 23, 19, 21, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
29: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 23, 15, 17, 10, 16, 19, 21, 31, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
30: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 30, 15, 10, 17, 23, 16, 21, 19, 31], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
31: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 15, 6, 23, 19, 16, 17, 21, 31, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
32: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 12, 10, 31, 15, 17, 18, 16, 19, 23, 21, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
33: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 6, 15, 16, 19, 17, 21, 23, 31, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
34: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 31, 12, 15, 16, 17, 21, 19, 23, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
35: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 31, 12, 15, 19, 21, 16, 23, 17, 30], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
36: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 30, 10, 15, 17, 16, 21, 19, 23, 31], [22, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
37: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 12, 30, 10, 23, 21, 19, 31, 16, 15, 26], [22, 17, 25, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
38: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 12, 10, 31, 15, 18, 16, 17, 19, 21, 23, 26], [22, 25, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
39: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 10, 12, 15, 26, 16, 19, 21, 17, 18, 31, 23], [22, 25, 29, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
40: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 10, 15, 19, 23, 16, 21, 17, 31, 26], [22, 25, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
41: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 15, 16, 26, 17, 6, 19, 23, 21, 31], [22, 29, 30, 25, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
42: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 23, 10, 26, 15, 19, 16, 17, 21, 31], [22, 25, 29, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
43: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 31, 12, 26, 16, 15, 17, 19, 21, 23], [22, 25, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
44: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 31, 6, 16, 15, 17, 23, 21, 22, 26], [25, 19, 29, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
45: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 6, 12, 23, 15, 16, 17, 19, 26, 21, 18, 30], [22, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
46: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 23, 10, 15, 16, 21, 17, 19, 26, 30], [22, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
47: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 10, 15, 17, 30, 12, 26, 16, 19, 23, 21, 18], [22, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
48: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 21, 10, 15, 17, 22, 31, 16, 19, 23], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
49: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 31, 15, 16, 17, 12, 21, 23, 19, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
50: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 31, 12, 15, 17, 23, 19, 16, 21, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
51: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 31, 15, 10, 16, 19, 17, 23, 21, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
52: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 31, 15, 10, 16, 19, 17, 23, 21, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
53: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 23, 10, 31, 17, 19, 15, 16, 21, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
54: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 31, 6, 15, 16, 17, 21, 19, 23, 22], [26, 25, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
55: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 23, 6, 16, 15, 19, 17, 21, 31, 22], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
56: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 21, 6, 16, 19, 22, 17, 15, 31, 23], [29, 25, 26, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
57: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 23, 15, 12, 16, 17, 21, 19, 22, 31], [30, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
58: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 15, 12, 17, 16, 19, 21, 22, 23, 31], [25, 26, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
59: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 15, 17, 31, 16, 22, 23, 19, 10, 21, 6], [29, 25, 26, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
60: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 12, 23, 10, 17, 15, 16, 19, 31, 21, 22], [25, 26, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
61: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 21, 6, 16, 19, 22, 17, 15, 31, 23], [29, 25, 26, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
62: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 12, 6, 23, 15, 17, 18, 16, 22, 19, 21, 31], [26, 25, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
63: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 31, 12, 15, 19, 16, 21, 23, 26, 25], [22, 17, 30, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
64: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 22, 15, 6, 12, 17, 18, 19, 16, 23, 21, 30], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
65: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 23, 15, 17, 19, 16, 18, 21, 22, 10, 30, 6], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
66: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 23, 10, 30, 17, 22, 15, 16, 19, 21], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
67: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 17, 15, 6, 19, 16, 10, 21, 30, 23, 22], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
68: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 6, 23, 15, 18, 16, 19, 21, 30, 10, 17, 22], [26, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
69: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 30, 12, 15, 19, 17, 23, 16, 22, 10, 21, 6], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
70: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 6, 12, 21, 19, 17, 16, 23, 15, 18, 30, 22], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
71: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 15, 6, 23, 17, 16, 19, 22, 21, 30], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
72: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 21, 12, 30, 15, 23, 17, 16, 19, 22], [31, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
73: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 17, 22, 16, 21, 10, 15, 19, 23, 30], [29, 25, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
