0: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
15: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
16: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
17: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
18: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
19: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
20: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
21: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
22: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
23: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
24: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
25: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
26: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
27: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
28: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
29: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
30: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
31: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
32: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
33: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
34: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
35: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
36: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
37: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
38: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
39: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
40: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
41: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
42: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
43: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
44: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
45: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
46: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
47: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
48: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
49: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
50: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
51: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
52: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
53: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
54: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
55: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
56: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
57: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
58: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
59: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
60: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
61: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
62: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
63: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
64: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
65: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
66: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
67: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
68: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
69: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
70: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
71: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
72: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
73: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
