0: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
17: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
18: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
19: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
20: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
21: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
22: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
23: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
24: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
25: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
26: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
27: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
28: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
29: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
30: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
31: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
32: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
33: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
34: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
35: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
36: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
37: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
38: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
39: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
40: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
41: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
42: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
43: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
44: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
45: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
46: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
47: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
