0: [[7, 35, 1, 2], [3, 13, 5, 6, 21], [4, 9, 12, 11], [8, 27, 30, 14, 16, 31, 19, 15, 10], [22, 26, 17, 23, 25, 28], [24, 20, 29, 32, 37, 54], [39, 33, 36, 46], [40, 44, 43, 38, 18], [34, 42, 41, 45, 47], [51, 48, 52, 55], [50, 49, 53, 57], [58, 56, 59, 60]]
18: [[7, 35, 1, 2, 3, 13, 21, 6, 4, 11, 9, 14, 26, 8, 5, 12, 10, 15, 30, 31, 23, 18, 16, 20, 17], [19, 22, 28, 25, 24], [27, 29, 33, 56, 43, 60, 32, 36, 34, 46, 41, 37, 44, 45, 39, 38, 42, 51, 47, 48, 58, 52, 50, 55, 40], [59, 49, 53, 54, 57]]
19: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9, 14, 11, 12, 8, 31, 26, 10, 15, 17, 18, 22, 19, 29, 30, 20, 24, 23, 25, 28, 33, 16, 36, 52, 38, 37, 40, 43, 39, 45, 32, 41, 46, 44, 42, 34], [56, 55, 53, 48, 50, 47, 49, 54, 60, 59], [58, 57, 51, 27]]
20: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9, 12, 11], [8, 25, 27, 14, 10, 18, 17, 16, 15, 23, 19], [26, 22, 24, 28, 30, 31, 29, 20, 36, 42, 37, 41, 32, 34, 33, 45, 39, 47, 38, 46, 40, 43, 44, 59, 53, 48, 56, 49, 51, 52, 57, 58, 54, 55, 50, 60]]
21: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9, 14, 27, 12, 25, 31, 10, 8, 11, 19], [18, 15, 16, 29], [28, 20, 24, 17, 26, 22, 23, 30, 34, 55, 38, 33, 42, 32, 37, 36, 39, 44, 43, 40, 45, 46, 41, 47, 53, 52], [48, 51, 49, 57, 50, 56, 58, 54, 59, 60]]
22: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 25, 8], [11, 12, 10, 14, 15, 16, 9, 19, 24, 31], [20, 28, 27, 33, 18, 17, 26, 23, 29, 30, 32, 22, 36, 34, 42, 37, 39, 43, 46, 44, 47, 40, 45, 38, 41, 48, 49, 60, 52, 51, 53, 54, 55, 56, 58, 50, 59, 57]]
23: [[7, 35, 1, 2], [3, 13, 5, 6, 21], [4, 9, 12, 11, 8, 27, 28, 30, 16, 23, 22, 31, 10, 15, 26, 17, 14, 18], [29, 24, 19, 20, 56, 37, 36, 34, 25, 44, 47, 38], [45, 42, 32, 39, 40, 46, 41, 33, 51, 43, 60, 48, 55, 49, 58, 52, 57, 54, 50, 59, 53]]
24: [[7, 35, 1, 2], [3, 13, 21, 6, 4, 8, 9], [14, 25, 5, 18, 26, 10, 12, 27, 17, 22, 30], [23, 11, 24, 19], [31, 15, 16, 28, 29, 20, 36, 58, 46, 32, 44, 33, 38, 37, 40, 41, 34, 45, 43, 39, 42, 47, 53, 59], [55, 54, 50, 52, 48, 56, 57, 49, 51, 60]]
25: [[7, 35, 1, 2], [3, 13, 5, 14, 9, 4, 8, 15, 26, 12, 6, 28, 24, 11, 27, 22, 30, 20, 23], [16, 25, 10, 17, 19, 31, 18, 56, 21, 32], [48, 38, 45, 40, 33, 44, 53, 52, 47, 34, 59, 37, 43, 29, 55], [50, 36, 39, 41, 58, 42], [51, 46, 54, 57, 49, 60]]
26: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 9, 8, 29, 11, 12, 10, 14], [15, 16, 17], [23, 19, 20, 22, 18, 25, 24, 27, 28, 30, 31, 26, 45, 32, 33, 48, 46, 34, 37, 38, 51, 43, 41, 39, 44, 47, 40, 54, 52, 36, 42, 50, 55, 49, 56, 53, 59, 57, 60, 58]]
27: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 8, 14, 27, 10, 9, 12, 11], [26, 30, 17, 15, 16, 20, 19, 18, 23], [24, 56, 28, 22, 31, 25, 34, 40, 37, 41, 29, 47, 36, 33], [32, 45], [39, 38, 46, 42, 43, 44, 51, 59, 49, 54, 55, 48, 57, 50, 52, 53, 58, 60]]
28: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [9, 15, 14, 11, 31, 30, 10, 8, 28, 18, 23, 12, 17, 19, 16, 20, 26, 22, 25, 24, 29, 27, 33, 58, 38], [40, 54, 36, 34, 50, 37, 44, 46, 39, 47, 45, 41, 42, 53, 32, 43, 49, 51, 52, 55, 48, 60, 59, 56, 57]]
29: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 25, 14], [10, 29, 15, 9], [11, 8, 12, 28, 16, 24, 23, 22], [30, 18, 17, 19, 31, 20, 26], [27, 33, 56, 32, 36], [37, 38, 34, 39, 42, 44, 40, 41, 45], [49, 43, 52, 51, 50, 47, 53, 46, 54, 58, 48, 57, 55, 60, 59]]
30: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 25, 14], [10, 29, 15, 9], [11, 8, 12, 28, 16, 24, 23, 22], [30, 18, 17, 19, 31, 20, 26], [27, 33, 56, 32, 36], [37, 38, 34, 39, 42, 44, 40, 41, 45], [49, 43, 52, 51, 50, 47, 53, 46, 54, 58, 48, 57, 55, 60, 59]]
31: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4, 9, 12, 25], [10, 8, 27, 11, 22, 18, 26, 14, 15, 19, 17, 16, 30], [20, 23, 29, 28, 24, 52, 51, 40, 44, 32, 39, 34, 31, 50, 33, 43, 37, 36], [46, 45, 38, 41, 48, 49, 42, 47, 54, 56, 55, 53, 57, 59, 58, 60]]
32: [[7, 35, 1, 2, 3, 13, 5], [6, 9, 4, 8, 14, 10, 11, 16, 30, 15, 26, 24, 20, 18, 21, 19, 23, 22, 17, 27, 25, 31, 12, 28, 29, 36, 40, 45, 38, 60, 39, 32, 37, 41, 44, 34, 33, 46, 42, 51, 54, 48, 59, 43, 52, 55, 47], [49, 53, 50, 57, 58, 56]]
33: [[7, 35, 1, 2], [3, 13, 5, 4, 9, 8, 27, 15, 28, 11, 24, 12, 16, 18, 14, 22, 25, 31, 17, 19, 20, 26, 23, 29, 30, 33, 54, 36, 32, 34, 38, 41, 37, 53, 10, 21, 6], [43, 39, 46, 40, 42, 44, 55, 45, 48, 50], [51, 47, 49, 60, 52, 56, 57, 59, 58]]
34: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9, 8, 10, 12], [14, 19, 11, 15, 31, 23, 22, 20, 26, 18, 28, 16, 30, 25, 17, 27, 24, 32, 36, 55, 29, 54, 37, 33, 38, 41, 39, 46, 34, 47, 45, 42, 43, 48], [44, 49, 40, 50], [51, 52], [53, 56, 59, 57, 58, 60]]
35: [[7, 35, 1, 2, 3], [13, 21, 4, 5], [6, 9, 12, 26, 11], [14, 8, 10, 15, 28, 16, 29, 22, 17, 18, 27, 31, 19, 20, 23], [24, 25, 30, 36, 32, 40, 37, 43, 33, 42, 60, 39, 44], [45, 51, 38, 41], [46, 54, 48, 49, 34, 47, 50, 53, 52, 56, 55, 59, 57, 58]]
36: [[7, 35, 1, 2], [3, 13, 21, 4, 15], [5, 9, 6, 10, 12, 27, 11, 14, 8, 17, 18], [16, 19, 23, 29, 22, 20, 24, 28, 25, 48, 31, 30, 26, 36, 37, 33, 32, 47, 46, 34, 39, 43, 45, 38, 44, 42, 40], [41, 49, 52, 50, 51, 53, 54, 55, 58, 56, 57, 60, 59]]
37: [[7, 35, 1, 2], [3, 13, 21, 5, 4, 6], [11, 10, 9, 8, 12], [31, 26, 24, 19, 27, 14, 15, 16, 17, 18, 22, 20, 23, 28, 25, 30, 55, 37, 36, 29, 41, 32, 43, 39, 33, 38, 34, 42, 40, 47, 44, 45, 51, 46, 56, 49, 48, 50, 54, 53, 52, 59, 58, 60, 57]]
38: [[7, 35, 1, 2, 3], [13, 21, 22, 4, 6, 9, 8, 10, 5, 11], [16, 30, 20, 12, 14, 17, 15, 19, 26, 23, 18, 31, 24], [25, 29, 27, 28, 37, 34, 45, 32, 36, 33, 38, 54, 39, 42, 40, 46, 41, 43], [44, 50, 48, 47, 49, 57, 52, 55, 53, 51, 56, 59, 60, 58]]
39: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9], [15, 30, 10, 8, 27, 14, 31, 11, 18, 12, 20, 17, 19, 16, 22, 26, 23, 25, 28, 29, 24, 32, 46, 45], [41, 48, 36, 38, 54, 39, 44, 42, 43, 47, 33, 37, 34, 53, 40, 58, 52, 49, 50, 51, 55, 60, 57, 56, 59]]
40: [[7, 35, 1, 2], [3, 13, 5, 23, 6], [4, 25, 8], [24, 9, 27, 12], [11, 18, 19, 16, 10], [14, 20, 15, 30, 17, 21], [28, 31, 22, 26], [29, 33, 38], [34, 32, 42, 37, 40, 39, 36, 41, 45, 43], [44, 47, 48, 53], [55, 46, 49, 50, 57, 51, 52], [56, 59, 54, 60, 58]]
41: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 11, 8, 9, 15, 12, 31], [30, 10, 28, 16, 17], [14, 18, 20, 27, 22], [26, 23, 19, 24], [29, 37, 54, 32, 36, 33, 38, 42], [34, 44, 39, 41, 40, 45, 47], [43, 60, 51, 52, 55], [53, 46, 49, 56, 48, 57, 50, 58, 59]]
42: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 11, 8, 9, 15, 12, 31], [30, 10, 28, 16, 17], [14, 18, 20, 27, 22], [26, 23, 19, 24], [29, 37, 54, 32, 36, 33, 38, 42], [34, 44, 39, 41, 40, 45, 47], [43, 60, 51, 52, 55], [53, 46, 49, 56, 48, 57, 50, 58, 59]]
43: [[7, 35, 1, 2], [3, 13, 5, 6, 21, 4], [9, 12, 30, 26, 10], [15, 11, 28, 18, 14, 27, 16, 20, 17, 19, 22, 24, 23, 31, 25, 52], [8, 33, 29, 32, 37, 40, 36, 41, 38, 39, 44, 42, 45, 34, 43, 47, 46, 57, 49, 48, 50, 51, 53, 58, 59, 55, 56, 54, 60]]
44: [[7, 35, 1, 2], [3, 13, 21, 6, 9, 12], [5, 11, 26, 16, 8, 30], [17, 19, 15, 10, 4, 14, 18, 24, 27, 20], [22, 23, 31, 25, 29, 28, 37, 34, 45, 36, 32, 38, 41, 33, 43, 42, 44, 47, 40, 48, 46, 39, 50, 56, 49, 55, 53, 51, 54, 59, 60, 52, 57, 58]]
45: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 8, 12, 11, 9, 27, 26], [20, 17, 15, 10, 14, 16, 28, 18, 19, 22], [23, 24, 29, 30, 25, 31, 32, 33], [43, 44, 45, 34, 39, 37, 36], [46, 38, 41, 40, 42, 56, 47, 59, 49, 50, 53, 52], [51, 54, 48, 55, 57, 58, 60]]
46: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 25, 15], [10, 29, 8, 9], [11, 12, 14, 28, 16, 17, 22, 18], [19, 26, 20, 27, 23, 30, 24], [31, 37, 58, 32, 36], [33, 38, 42, 39, 46, 34, 41, 40, 45], [44, 43, 52, 51, 50, 47, 53, 49, 54], [56, 48, 57, 55, 60, 59]]
47: [[7, 35, 1, 2], [3, 13, 21, 6, 4], [5, 9, 12, 10, 16, 11, 15, 30, 22, 14], [17, 26, 18, 19], [27, 23, 20, 25, 28], [24, 29, 8, 31, 34, 38, 47, 33, 39, 45], [60, 37, 48, 40, 36, 43, 44, 42, 32], [51, 46, 52, 41, 54, 53, 50, 55, 49, 58, 56, 57, 59]]
48: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 8, 12, 27, 9, 11, 14], [10, 15, 26, 19, 18, 16, 24, 17], [20, 23, 22, 25], [28, 30, 29, 31, 37], [55, 46, 33, 42], [32, 39, 34, 36, 43, 38, 40], [47, 44, 41, 58, 48], [60, 56, 51, 59, 57, 50, 45, 49, 54, 52, 53]]
49: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 8, 12, 9, 10], [26, 14, 28, 15], [31, 19, 11, 18], [22, 16, 24, 23], [25, 27, 30, 20, 29, 17, 36, 54, 39, 32, 42, 33, 40, 44, 46, 34, 37, 51, 43, 38, 41, 45, 50, 53, 60, 47, 52, 48, 49, 55, 56, 58, 57, 59]]
50: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 14], [27, 12, 9, 8, 18, 10, 23, 11], [26, 30, 15, 17, 24, 20, 16, 19, 28, 22, 31, 29, 33, 52, 46], [32, 42, 34, 38], [43, 36, 40, 37, 44, 45, 39, 57, 41, 55, 47], [49, 53, 51, 58, 50, 54, 60, 48, 59, 56]]
51: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 10, 8, 9, 15, 12, 27], [26, 11, 28, 16, 24], [14, 22, 18, 19, 17], [20, 31, 23, 29], [30, 33, 52, 32, 36, 39, 38, 34], [42, 40, 37, 44, 41, 45, 51], [43, 60, 47, 54, 55], [53, 46, 49, 56, 48, 57, 50, 58, 59]]
52: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 25, 8, 10, 12], [15, 31, 9, 11, 14, 22, 17, 16, 26, 23, 20, 19, 29, 18, 24, 27, 28, 60, 39, 50, 44, 37, 36, 32, 30, 33, 38, 40, 34, 46, 41, 45, 59, 49, 48, 56, 42, 43, 47, 55, 53, 51, 58, 52, 54, 57]]
53: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9], [14, 11, 10, 27], [19, 8, 12, 15], [30, 18, 20, 22, 24, 23, 17, 16, 31, 26, 25], [28, 29, 33, 38, 47, 36, 32, 37, 40, 51], [34, 43, 39, 42, 41, 44, 45, 50, 48, 46, 54, 53, 59], [49, 55, 52, 58, 56, 60, 57]]
54: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 24, 14], [26, 9, 15, 11], [10, 8, 12, 29, 18, 16, 17, 22], [30, 19, 23, 27, 31, 20, 25], [28, 33, 56, 34, 36, 39, 38, 32, 53, 40, 44, 41, 45, 37, 42, 43, 52, 51, 46, 47, 54, 50, 55, 49], [48, 57, 59, 60, 58]]
55: [[7, 35, 1, 2], [3, 13, 21, 6], [4, 5, 9, 8, 28, 10, 16, 15, 14, 11, 18, 12], [22, 20, 27, 30], [25, 23, 26, 17, 19, 24, 31, 29, 32, 36], [33, 44, 34, 39, 45, 37, 38, 41, 43, 42, 46, 40, 47, 54, 48, 52, 53, 51, 55, 57, 49, 50, 56, 58, 60, 59]]
56: [[7, 35, 1, 2, 3], [13, 4, 5, 9, 12, 11, 28, 25, 31, 8, 14, 19, 21, 6], [22, 23, 15, 18, 10], [24, 20, 16, 17, 26, 27, 29, 30, 34, 55], [38, 41, 40, 33, 32, 36, 37, 39, 42, 44, 45], [46, 43, 47, 53, 48, 49, 52, 50, 54, 51, 56, 58, 59, 57, 60]]
57: [[7, 35, 1, 2], [3, 13, 5, 4, 21, 6, 9], [15, 8, 11, 26, 10, 14, 12, 19, 16, 20, 18, 23, 31], [22, 17, 24, 29, 25], [60, 27, 36, 46, 40], [28, 33, 32, 37, 30], [34, 47, 44, 38, 39], [43, 41, 42, 45, 49, 48, 51, 54, 50, 53, 52, 58, 55, 57, 56, 59]]
58: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 8, 24, 10, 12, 14], [9, 20, 31, 11], [18, 16, 15, 17, 19, 22, 27, 23], [26, 28, 29, 30, 37, 32, 40, 34, 38, 36, 39, 33, 59, 42, 46, 47, 41, 43, 44, 55, 45, 48, 50, 49, 52, 57, 53, 51, 54, 56, 58, 60]]
59: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [9, 8, 10, 12, 11, 14, 15, 17, 20, 16], [18, 19, 22, 23, 27], [28, 26, 25, 29], [24, 30, 54, 32, 48, 38, 41, 40, 33, 45], [36, 59, 39, 46, 31, 34, 37, 60, 42, 43, 44, 47, 49, 50, 52, 51, 55, 53, 57, 58, 56]]
60: [[7, 35, 1, 2], [3, 13, 21, 4], [5, 6, 8, 9, 10, 29, 11, 25], [14, 26, 15, 12, 19, 16, 17, 20, 28, 23, 22, 18, 27, 24, 30, 38, 34, 54, 40, 31, 36, 32, 39, 41, 42, 37, 43, 33, 44, 45, 46, 57, 49, 50, 47, 48, 51, 53, 52, 55, 56, 58, 59, 60]]
61: [[7, 35, 1, 2], [3, 13, 21, 5], [4, 6, 11, 14, 9, 10, 12, 26, 17, 8, 31], [23, 15, 19, 18, 16, 22, 20, 28, 30, 25, 24, 27], [54, 36, 32, 29], [41, 34, 37, 39, 33, 38], [40, 42, 43, 45, 44], [47, 51, 46, 58, 52, 48, 49, 50, 53, 55, 59, 57, 60, 56]]
62: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [12, 9, 4, 10, 8, 27], [15, 11, 18, 14], [16, 17, 19, 20, 23, 31, 25, 22, 24, 26, 29, 28, 30, 39, 38], [33, 32, 46, 34, 40, 45, 36, 37, 42, 43], [41, 44, 49, 52], [53, 47, 48, 54, 57, 51, 55], [56, 59, 50, 58, 60]]
63: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [12, 9, 4, 10, 8, 27], [15, 11, 18, 14], [16, 17, 19, 20, 23, 31, 25, 22, 24, 26, 29, 28, 30, 39, 38], [33, 32, 46, 34, 40, 45, 36, 37, 42, 43], [41, 44, 49, 52, 53], [47, 48, 54, 57, 51, 55, 56, 59, 50, 58, 60]]
64: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 8, 25, 4, 11, 9, 15, 14], [12, 24, 27, 16, 18, 19, 20, 17, 10, 22, 23, 49], [30, 26, 28, 29, 36, 34, 45, 37, 38, 31, 32, 33, 42], [43, 39, 46, 40, 41, 60, 51, 57, 48, 47, 44, 50, 54, 55, 52, 53, 56, 58, 59]]
65: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 24, 12, 9, 11, 31, 8, 10, 14, 15, 17], [16, 30, 23, 22, 26, 18, 20], [19, 27, 28, 29, 25, 33, 57, 32, 36, 39, 45, 34, 43, 42], [44, 40, 37, 41, 49, 46, 58, 51, 38, 55, 47, 52, 54, 50, 48, 56, 53, 60, 59]]
66: [[7, 35, 1, 2], [3, 13, 21, 6, 11, 4, 9], [14, 24, 12, 26, 5, 8, 10, 19, 18, 20, 31], [22, 16, 15, 17, 23, 25, 27, 28, 57, 30, 29], [43, 41, 32, 36, 38, 33, 50, 34, 44, 40, 45, 37, 47, 42, 49, 48, 39, 54, 46, 52, 60, 55, 51, 53, 58, 56, 59]]
67: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4, 8], [14, 10, 11, 31, 9], [15, 16, 20, 19, 23, 12, 25, 18, 17, 22, 28], [26, 29, 24, 27, 30, 33, 56, 38, 40, 39, 36, 34, 41, 32, 37, 46, 42, 47, 45, 44, 58, 48, 50, 43, 49, 51, 52, 55, 54, 53, 59, 57], [60]]
68: [[7, 35, 1, 2, 3], [13, 21, 6, 5], [4, 9, 12, 10], [14, 11, 15, 8, 28, 23, 22, 16, 26, 17, 20], [27, 18, 19, 29, 25, 24, 31, 53, 33, 38], [47, 30, 36, 32, 40], [58, 43, 34, 37, 44, 39, 41, 46, 50], [48, 49, 42, 45, 55, 52, 54, 51, 56, 60, 57, 59]]
69: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9, 15, 11, 8, 25, 30, 10, 12, 16, 19], [18, 14, 17, 31, 24, 20, 26, 23, 22, 27, 29, 28, 32, 59, 38], [41, 34, 36, 39, 40, 37, 44, 43, 33, 47, 45, 46, 42, 53, 52, 49, 50, 51, 56, 55, 48, 54, 58, 57, 60]]
70: [[7, 35, 1, 2], [3, 13, 21, 4, 5, 6, 9, 14, 8, 10, 11, 12, 15, 25, 17, 16], [18, 19, 22, 20, 24, 23, 30, 29, 26, 27], [31, 60, 32, 34, 28, 33], [37, 39, 44, 36, 38, 42, 46, 43, 41, 45], [40, 52, 49, 48, 57, 54, 47, 50, 55], [53, 51, 56, 58, 59]]
71: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [8, 9, 26, 10, 11, 24], [23, 29, 19, 12, 17, 20, 28], [14, 15, 16, 18, 25], [22, 31, 27, 30, 37, 40, 33, 44, 38, 32, 57], [41, 59, 42, 39, 46, 34, 36, 43, 54, 45, 47, 51, 49, 48, 60, 50, 55, 53, 52, 56, 58]]
72: [[7, 35, 1, 2], [3, 13, 21, 6, 4, 5, 25, 14, 10, 28, 8, 29, 11, 12, 23, 16, 19, 15, 17, 20, 22, 9, 18, 27, 31, 24, 26, 30, 36, 52, 39, 41, 32, 33, 44, 34, 37, 40], [38, 45, 47, 42, 43, 51, 48, 46, 50, 49, 53], [60, 55, 59, 57, 58, 54, 56]]
73: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9, 14, 25, 10, 8, 30, 11, 24, 29, 18], [12, 15, 16, 17, 28, 23, 19, 20, 22], [26, 31, 27, 34, 39, 37, 33, 46, 32, 36, 38, 41, 44, 42], [40, 43, 45, 57, 47, 48, 52, 49, 50, 51, 54, 56, 53, 58, 59, 55, 60]]
