0: [[41, 15], [1, 68], [22, 23, 7], [3, 4, 2], [5, 6], [8, 11, 25], [14, 24, 13], [9, 10], [16, 28], [27, 29, 18], [19, 50], [20, 12], [17, 21, 26], [59, 30], [57, 53], [34, 39, 31], [32, 35], [60, 40], [49, 44], [37, 33], [43, 36], [42, 38, 47], [62, 58], [51, 45, 46], [48, 55, 61], [52, 54, 56], [63, 64, 72], [70, 65, 67], [66, 77], [69, 71], [76, 73], [74, 78, 75], [79, 82], [87, 81], [80, 85, 84], [83, 86, 88]]
11: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 62, 56, 60, 61, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
12: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
13: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
14: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 57, 58, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
15: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
16: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
17: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 58, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
18: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
19: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
20: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
21: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 60, 56, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
22: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
23: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
24: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
25: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
26: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
27: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
28: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
29: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
30: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
31: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
32: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
33: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
34: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
35: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
36: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
37: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
38: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
39: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 57, 58, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
40: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
41: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
42: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
43: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
44: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
45: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
46: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
47: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
48: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
49: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
50: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 62, 57, 58, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
