0: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
11: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
12: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
13: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
14: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
15: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
16: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
17: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 17, 14], [18, 20, 23, 24, 28, 10], [21, 26, 27, 29, 25]]
18: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
19: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
20: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
21: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
22: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
23: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 28, 23, 24, 10], [21, 26, 27, 29, 25]]
24: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
25: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
26: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 17, 14], [18, 20, 23, 24, 28, 10], [21, 26, 27, 29, 25]]
27: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
28: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 28, 23, 24, 10], [21, 26, 27, 29, 25]]
29: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
30: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 17, 14], [18, 20, 23, 24, 28, 10], [21, 26, 27, 29, 25]]
31: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
32: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 17, 14], [18, 20, 24, 23, 28, 10], [21, 26, 27, 29, 25]]
33: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 23, 24, 28, 10], [21, 26, 27, 29, 25]]
34: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
35: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
36: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
37: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
38: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
39: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
40: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
41: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
42: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
43: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
44: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
45: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
46: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
47: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
48: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
49: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
50: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
51: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
52: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
53: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
54: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
55: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
56: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 28, 24], [21, 26, 27, 29, 25]]
57: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 28], [21, 26, 27, 29, 25]]
58: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 10, 17], [18, 20, 14, 23, 28, 24], [21, 26, 27, 29, 25]]
59: [[9, 2, 19, 1, 7, 6], [3, 4, 15, 11, 8, 12], [5, 13, 22, 16, 14, 17], [18, 20, 10, 23, 24, 26], [21, 28, 27, 29, 25]]
