0: [[4, 2, 19, 22, 1, 5, 13], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
13: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
14: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
15: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
16: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
17: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
18: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
19: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
20: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
21: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
22: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
23: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
24: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
25: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
26: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
27: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
28: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
29: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
30: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
31: [[13, 4, 2, 19, 1, 5, 22, 3], [14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
32: [[13, 4, 2, 19, 1, 5, 22, 3], [14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
33: [[13, 4, 2, 19, 1, 5, 22, 3], [14, 7, 11, 6, 10], [8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
34: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 18, 20, 17], [21, 23, 24]]
35: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 8, 12], [15, 9, 16, 18, 20, 17], [21, 23, 24]]
36: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
37: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
38: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
39: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
40: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
41: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6], [10, 8, 15, 9, 16, 18, 20, 12, 17], [21, 23, 24]]
42: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10], [12, 8, 15, 9, 16, 17, 18, 20, 21], [23, 24]]
43: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12], [8, 15, 9, 16, 17, 18, 20, 21], [23, 24]]
44: [[13, 4, 2, 19, 1, 5], [22, 3, 14, 7, 11, 6, 10], [12, 8, 15, 9, 16, 17, 18, 20, 21], [23, 24]]
45: [[13, 4, 2, 19, 1, 5, 22], [3, 14, 7, 11, 6, 10, 12, 8], [15, 9, 16, 17, 18, 20, 21], [23, 24]]
46: [[13, 4, 2, 19, 5, 22, 1], [3, 14, 7, 11, 6, 12, 10], [8, 15, 9, 16, 17, 18], [20, 21, 23, 24]]
47: [[13, 4, 2, 19, 5, 22, 1], [3, 14, 7, 11, 6, 10], [12, 8, 15, 9, 16, 17, 18], [20, 21, 23, 24]]
48: [[13, 4, 2, 19, 5, 22, 1], [3, 14, 7, 11, 6, 10], [12, 8, 15, 9, 16, 17, 18], [20, 21, 23, 24]]
49: [[13, 4, 2, 19, 5, 22, 3, 1], [14, 7, 11, 6, 10], [12, 8, 15, 9, 16, 17, 18], [20, 21, 23, 24]]
