0: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
11: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
12: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
13: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
14: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
15: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
16: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
17: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
18: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
19: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
20: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
21: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
22: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
23: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
24: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
25: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
26: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
27: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
28: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
29: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
30: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
31: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
32: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
33: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
34: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
35: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
36: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
37: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
38: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
39: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
40: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
41: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
42: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
43: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
44: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
45: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
46: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
47: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
48: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
49: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
50: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
51: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
52: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
53: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
54: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
55: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
56: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
57: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
58: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
59: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
60: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
61: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
62: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
63: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
64: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
65: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
66: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
67: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
68: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
69: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
70: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
71: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
72: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
73: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
