0: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
35: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
36: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
37: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
38: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
39: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
40: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
41: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
42: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
43: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
44: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
45: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
46: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 5, 12], [7, 24, 6, 28, 10], [15, 13, 18, 17, 14, 16], [21, 20, 25, 26, 27, 29]]
47: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 17, 16, 18], [21, 20, 25, 26, 27, 29]]
48: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 18, 17], [21, 20, 25, 26, 27, 29]]
49: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 5, 12], [7, 24, 6, 28, 10], [15, 13, 16, 17, 18, 14], [21, 20, 25, 26, 27, 29]]
50: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
51: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
52: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
53: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
54: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
55: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
56: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
57: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
58: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
59: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12, 5], [7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
