0: [[41, 19, 17, 12, 2, 20, 3, 37, 53], [7, 5, 4, 8, 1, 9, 13, 14, 11, 21, 6], [28, 15, 31, 24, 25, 16, 26, 29, 18, 10], [56, 30, 34, 51, 39, 23, 22, 40, 42, 43], [45, 27, 33, 32, 36, 38, 46, 44, 35, 47], [49, 59, 50, 52, 48, 55, 54, 57, 58, 60]]
11: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 13, 16, 24, 21, 22, 23, 27, 31, 10, 28, 30], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
12: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 16, 13, 22, 30, 21, 23, 24, 27, 28], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
13: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 16, 24, 22, 15, 21, 23, 30, 27, 28], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
14: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 13, 31, 24, 16, 30, 22, 21, 23, 28, 27], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
15: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 31, 10, 13, 23, 16, 22, 21, 30, 24, 27, 28], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
16: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 27, 22, 30, 28, 23, 21, 16, 24], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
17: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 24, 15, 22, 30, 27, 23, 21, 16, 28], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
18: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 13, 27, 10, 16, 30, 24, 6, 23, 15, 21, 22, 28], [26, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
19: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 22, 10, 24, 13, 30, 16, 28, 23, 21, 26], [29, 27, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
20: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 10, 26, 22, 13, 30, 21, 23, 16, 24, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
21: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 26, 6, 31, 13, 10, 15, 16, 30, 22, 21, 23, 24, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
22: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 31, 13, 16, 28, 23, 26, 21, 22, 24, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
23: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 28, 13, 10, 21, 22, 16, 23, 30, 26, 24, 31], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
24: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 23, 13, 16, 21, 28, 30, 24, 26, 22], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
25: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 13, 31, 24, 28, 30, 23, 16, 22, 10, 21, 26], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
26: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 13, 31, 10, 26, 16, 21, 22, 28, 23, 24, 15, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
27: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 15, 13, 30, 24, 16, 23, 21, 22, 26, 28, 31], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
28: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 22, 16, 28, 21, 24, 30, 23, 26], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
29: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 24, 16, 22, 21, 30, 23, 26, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
30: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 13, 16, 22, 21, 30, 24, 26, 23, 28, 10], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
31: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 26, 13, 15, 31, 16, 23, 22, 24, 10, 28, 21, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
32: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 13, 10, 24, 16, 30, 21, 23, 28, 26, 22], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
33: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 24, 15, 16, 30, 23, 21, 22, 26, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
34: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 13, 30, 16, 21, 23, 22, 26, 24, 28, 31], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
35: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 28, 21, 10, 16, 23, 26, 13, 22, 30, 24, 31], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
36: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 6, 30, 10, 13, 28, 22, 15, 16, 21, 26, 23, 24], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
37: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 13, 22, 16, 21, 28, 23, 10, 30, 24, 26], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
38: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 6, 13, 26, 10, 22, 28, 15, 16, 21, 23, 24, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
39: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 22, 15, 24, 21, 23, 26, 28, 16, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
40: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 30, 6, 15, 10, 13, 28, 16, 22, 21, 23, 24, 26, 31], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
41: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 16, 23, 30, 22, 21, 24, 26, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
42: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 16, 28, 21, 30, 24, 15, 22, 23, 26], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
43: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 22, 6, 15, 10, 13, 23, 16, 24, 21, 31, 28, 26, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
44: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 24, 16, 30, 23, 21, 22, 26, 28], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
45: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 10, 23, 13, 6, 28, 24, 21, 16, 26, 22, 31, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
46: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 26, 13, 31, 15, 22, 10, 16, 30, 24, 23, 28, 21, 6], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
47: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 6, 15, 24, 26, 22, 21, 28, 13, 10, 16, 23, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
48: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 28, 23, 22, 30, 16, 15, 21, 26, 24], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
49: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 13, 10, 31, 28, 30, 6, 15, 16, 23, 22, 21, 24, 26], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
50: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 31, 13, 10, 16, 21, 22, 24, 23, 26, 28, 30], [27, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
51: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 13, 15, 22, 16, 26, 28, 23, 24, 27, 10, 21, 6], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
52: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 13, 15, 31, 6, 16, 22, 23, 24, 26, 10, 21, 28], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
53: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 16, 22, 26, 23, 24, 21, 27, 28], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
54: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 16, 22, 24, 21, 27, 28, 23, 26], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
55: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 23, 13, 15, 16, 22, 26, 21, 31, 24, 27, 28], [29, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
56: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 13, 26, 21, 16, 22, 24, 23, 31, 27, 28], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
57: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 15, 28, 16, 23, 22, 24, 21, 26, 27], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
58: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 13, 31, 15, 10, 16, 22, 21, 28, 23, 26, 27, 24], [30, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
59: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 30, 6, 15, 10, 13, 16, 27, 28, 21, 22, 24, 26, 23], [31, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
60: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 13, 15, 23, 16, 30, 28, 22, 26, 24, 10, 21, 6], [31, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
61: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 29, 13, 24, 28, 31, 16, 30, 23, 21, 27], [22, 26, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
62: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 15, 13, 16, 24, 29, 31, 28, 21, 27, 23, 30], [22, 26, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
63: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 29, 13, 24, 28, 31, 16, 30, 23, 27, 10, 21, 6], [22, 26, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
64: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 13, 28, 16, 30, 22, 23, 21, 26, 27], [24, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
65: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 6, 10, 15, 16, 26, 31, 23, 30, 28, 13, 21, 22], [24, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
66: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 30, 13, 22, 28, 6, 10, 21, 31, 15, 23, 27, 16, 26], [29, 24, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
67: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 27, 16, 30, 23, 21, 22, 26, 28], [24, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
68: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 13, 28, 26, 21, 23, 16, 30, 24, 29, 27], [22, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
69: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 24, 26, 29, 15, 23, 28, 21, 27, 16], [22, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
70: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 13, 10, 31, 26, 15, 28, 16, 21, 29, 6, 23, 24, 30], [27, 22, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
71: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 26, 6, 31, 13, 15, 24, 10, 28, 16, 21, 27, 22, 30], [23, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
72: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 22, 6, 10, 13, 30, 15, 31, 21, 24, 26, 27, 16, 23], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
73: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 13, 31, 15, 16, 22, 30, 21, 26, 23, 24, 27], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
