0: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32], [45, 46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75, 81, 76, 86, 83, 87, 84]]
11: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83, 87, 84]]
12: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
13: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
14: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60, 59], [34, 6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
15: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52, 25], [28, 64, 32], [45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62, 58], [71, 79, 69], [70, 73, 75, 81, 76, 86, 83, 87, 84]]
16: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
17: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
18: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20], [57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70, 73], [75, 81], [76, 86, 83, 87], [84]]
19: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
20: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
21: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
22: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
23: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61], [66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
24: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
25: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
26: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13], [85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
27: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
28: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
29: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
30: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52, 25, 28], [64, 32, 45], [46, 77, 48, 61, 66, 63, 67, 65, 51], [62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
31: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76, 86], [83, 87, 84]]
32: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
33: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
34: [[88, 29, 80], [50, 19, 82], [39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
35: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
36: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20], [57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
37: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81], [76, 86], [83, 87, 84]]
38: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
39: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
40: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32, 45], [46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
41: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32, 45], [46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
42: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
43: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32, 45], [46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
44: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
45: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60, 59], [34, 6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
46: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51], [62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
47: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79], [69, 70, 73], [75, 81, 76, 86, 83, 87, 84]]
48: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28, 64, 32], [45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
49: [[88, 29], [80, 50, 19], [82, 39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63], [67, 65, 51], [62, 58], [71, 79], [69, 70, 73], [75, 81], [76, 86], [83, 87, 84]]
50: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33, 68], [37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76], [86, 83, 87, 84]]
