0: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
46: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
47: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
48: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
49: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
50: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
51: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
52: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
53: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
54: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
55: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
56: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
57: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
58: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
59: [[5, 6, 29, 20, 25, 14], [8, 1, 2, 11, 3, 13], [19, 22, 16, 4, 10, 12], [7, 17, 18, 9, 15, 24], [23, 21, 27, 26, 28]]
