0: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
13: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
14: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
15: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
16: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
17: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
18: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
19: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
20: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
21: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
22: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
23: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
24: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
25: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
26: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
27: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
28: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
29: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
30: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
31: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
32: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
33: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
34: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
35: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
36: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
37: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
38: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
39: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
40: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
41: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
42: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
43: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
44: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
45: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
46: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
47: [[2, 1, 5, 13, 3], [10, 20, 14, 11, 7], [9, 6, 18, 8, 15], [12, 17, 4, 16, 19], [21, 23, 22, 24]]
