0: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
28: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
29: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
30: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
31: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
32: [[10, 19, 2, 1, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
33: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
34: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
35: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
36: [[10, 19, 1, 2, 5, 6, 16], [13, 8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
37: [[10, 19, 5, 6, 1, 7, 2], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 16, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
38: [[18, 17, 2, 6, 1, 5, 10], [13, 8, 11, 3, 4, 12, 14], [28, 9, 22, 24, 7, 16, 19, 23], [21, 27, 29, 20, 26, 15, 25]]
39: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
40: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
41: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
42: [[10, 19, 1, 6, 5, 2, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
43: [[19, 1, 2, 5, 6, 16, 13, 10], [8, 11, 3, 4, 28, 12, 14], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
44: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
45: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
46: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
47: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
48: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
49: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
50: [[10, 19, 1, 6, 5, 2, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
51: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
52: [[10, 19, 2, 1, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
53: [[10, 19, 1, 2, 6, 5, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
54: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
55: [[10, 19, 1, 2, 5, 6, 16, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
56: [[19, 3, 1, 10, 5, 6, 2, 13], [8, 11, 16, 4, 12, 14, 28], [9, 22, 24, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
57: [[10, 17, 2, 6, 1, 16, 24, 13], [8, 11, 3, 4, 12, 14, 28], [9, 22, 5, 7, 19, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
58: [[19, 1, 3, 2, 6, 18, 5, 13], [8, 11, 10, 4, 12, 14, 28], [9, 22, 24, 7, 17, 16, 23], [21, 27, 29, 20, 26, 15, 25]]
59: [[10, 19, 1, 5, 2, 4, 24, 13], [8, 11, 3, 6, 12, 14, 28], [9, 22, 16, 7, 17, 18, 23], [21, 27, 29, 20, 26, 15, 25]]
