0: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61], [88, 57], [86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
11: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10, 23], [13, 16], [17, 24, 21, 31, 29, 33], [30, 36], [19, 39, 25], [74, 28, 47, 70, 56, 63, 45, 49, 26], [54, 69, 58], [85, 32], [87, 48, 61], [88, 57, 86], [67, 84, 81], [83, 59, 46, 75], [77, 55, 72]]
12: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7], [43, 53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47], [70, 56, 63, 45], [49, 26, 54, 69], [58, 85], [32, 87], [48, 61, 88], [57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
13: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31, 29], [33, 30], [36, 19, 39], [25, 74, 28], [47, 70], [56, 63], [45, 49, 26], [54, 69, 58, 85, 32, 87], [48, 61, 88], [57, 86, 67], [84, 81, 83], [59, 46, 75], [77, 55], [72]]
14: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51], [80, 22], [50, 15], [79, 82], [8, 2, 73, 44], [3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1], [62, 35], [34, 52], [4, 20, 5], [6, 9, 10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56, 63, 45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61, 88, 57, 86], [67, 84, 81, 83], [59, 46, 75, 77, 55, 72]]
15: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43, 53, 1, 62, 35], [34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16, 17], [24, 21, 31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70, 56], [63, 45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57], [86, 67], [84, 81, 83, 59], [46, 75, 77], [55, 72]]
16: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12, 51], [80, 22, 50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19], [39, 25, 74, 28], [47, 70], [56, 63, 45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
17: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44], [3, 78], [11, 37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23], [13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39], [25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58], [85, 32], [87, 48, 61], [88, 57, 86, 67], [84], [81, 83, 59, 46, 75, 77, 55, 72]]
18: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60], [12, 51, 80, 22, 50], [15, 79, 82], [8, 2, 73, 44], [3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13], [16, 17, 24, 21], [31, 29, 33, 30, 36], [19, 39], [25, 74, 28], [47, 70, 56, 63, 45, 49], [26, 54, 69, 58], [85, 32, 87, 48, 61], [88, 57, 86], [67, 84, 81, 83], [59, 46, 75, 77, 55, 72]]
19: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60], [12, 51, 80, 22, 50], [15, 79, 82], [8, 2, 73, 44], [3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13], [16, 17, 24, 21], [31, 29, 33, 30, 36], [19, 39], [25, 74, 28], [47, 70, 56, 63, 45, 49], [26, 54, 69, 58], [85, 32, 87, 48, 61], [88, 57, 86], [67, 84, 81, 83], [59, 46, 75, 77, 55, 72]]
20: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60], [12, 51, 80, 22, 50], [15, 79, 82], [8, 2, 73, 44], [3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13], [16, 17, 24, 21], [31, 29, 33, 30, 36], [19, 39], [25, 74, 28], [47, 70, 56, 63, 45, 49], [26, 54, 69, 58], [85, 32, 87, 48, 61], [88, 57, 86], [67, 84, 81, 83], [59, 46, 75, 77, 55, 72]]
21: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1], [62, 35], [34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39, 25], [74, 28], [47, 70, 56, 63], [45, 49, 26, 54], [69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
22: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11, 37], [38, 42], [76, 27], [7, 43, 53], [1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
23: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47, 70], [56, 63, 45, 49, 26, 54, 69, 58], [85, 32, 87, 48, 61], [88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
24: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36, 19], [39, 25], [74, 28, 47, 70], [56, 63, 45, 49], [26, 54], [69, 58], [85, 32, 87], [48, 61, 88, 57, 86], [67, 84], [81, 83], [59, 46], [75, 77, 55, 72]]
25: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20, 5], [6, 9, 10, 23], [13, 16], [17, 24, 21, 31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63], [45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86], [67, 84, 81], [83, 59, 46, 75, 77, 55, 72]]
26: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16], [17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74], [28, 47, 70], [56, 63, 45, 49], [26, 54, 69, 58], [85], [32, 87], [48, 61, 88], [57, 86], [67, 84, 81], [83, 59, 46, 75], [77, 55, 72]]
27: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16], [17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74], [28, 47, 70], [56, 63, 45, 49], [26, 54, 69, 58], [85], [32, 87], [48, 61, 88], [57, 86], [67, 84, 81], [83, 59, 46, 75], [77, 55, 72]]
28: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20, 5], [6, 9, 10, 23], [13, 16], [17, 24, 21, 31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63], [45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86], [67, 84, 81], [83, 59, 46, 75, 77, 55, 72]]
29: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1, 62], [35, 34, 52, 4], [20, 5], [6, 9, 10, 23], [13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55], [72]]
30: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22], [50, 15], [79, 82], [8, 2, 73], [44, 3], [78, 11], [37, 38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19], [39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87], [48, 61, 88], [57], [86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
31: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31], [29, 33, 30], [36, 19], [39, 25, 74], [28], [47, 70, 56], [63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
32: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10], [23, 13], [16, 17, 24], [21, 31], [29, 33, 30], [36, 19], [39, 25, 74, 28], [47, 70, 56, 63], [45, 49, 26], [54, 69], [58, 85, 32, 87], [48, 61, 88], [57, 86, 67], [84, 81, 83, 59], [46, 75, 77, 55, 72]]
33: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30, 36], [19, 39, 25, 74, 28, 47], [70, 56], [63, 45, 49, 26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57], [86, 67, 84], [81, 83], [59, 46, 75, 77], [55, 72]]
34: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7], [43, 53, 1, 62], [35, 34, 52, 4], [20, 5], [6, 9, 10, 23], [13, 16, 17], [24, 21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47, 70], [56, 63], [45, 49, 26, 54], [69, 58], [85, 32, 87, 48], [61, 88], [57, 86, 67], [84, 81, 83, 59, 46], [75, 77, 55, 72]]
35: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60, 12, 51], [80, 22, 50], [15, 79, 82], [8, 2], [73, 44, 3], [78, 11, 37], [38, 42], [76, 27], [7, 43, 53], [1, 62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74, 28], [47, 70, 56, 63], [45, 49], [26, 54], [69, 58], [85, 32, 87], [48, 61], [88, 57], [86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
36: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12, 51], [80, 22, 50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23], [13, 16], [17, 24, 21, 31], [29, 33, 30, 36, 19], [39, 25], [74, 28, 47], [70, 56, 63, 45, 49, 26], [54, 69, 58, 85], [32, 87, 48, 61, 88], [57, 86, 67, 84, 81, 83, 59, 46, 75], [77, 55, 72]]
37: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23, 13], [16, 17, 24, 21], [31, 29, 33], [30, 36], [19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
38: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4, 20, 5], [6, 9], [10, 23, 13, 16], [17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25], [74, 28, 47, 70], [56, 63, 45, 49, 26], [54, 69], [58, 85, 32], [87, 48, 61, 88, 57], [86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
39: [[68, 66, 14], [64, 65, 41], [40, 71, 18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8], [2, 73, 44, 3], [78, 11, 37], [38, 42], [76, 27, 7], [43, 53, 1, 62], [35, 34, 52, 4], [20, 5, 6], [9, 10], [23, 13, 16], [17, 24], [21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87], [48, 61, 88, 57], [86, 67, 84, 81], [83, 59], [46, 75], [77, 55, 72]]
40: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53], [1, 62], [35, 34], [52, 4, 20], [5, 6, 9, 10], [23, 13, 16, 17], [24], [21, 31, 29, 33, 30], [36, 19, 39, 25, 74, 28, 47, 70, 56], [63, 45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
41: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1], [62, 35], [34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70, 56, 63], [45, 49, 26], [54, 69, 58], [85, 32, 87], [48, 61], [88, 57, 86, 67, 84, 81], [83, 59, 46], [75, 77], [55, 72]]
42: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43], [53, 1, 62], [35, 34], [52, 4, 20, 5], [6, 9, 10, 23], [13, 16], [17, 24, 21, 31], [29, 33], [30, 36, 19, 39], [25, 74, 28], [47, 70], [56, 63, 45, 49, 26, 54, 69, 58, 85, 32], [87, 48], [61, 88, 57], [86, 67], [84, 81, 83, 59], [46, 75, 77], [55, 72]]
43: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15], [79, 82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20], [5, 6], [9, 10, 23, 13], [16, 17, 24, 21], [31, 29, 33], [30, 36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61, 88], [57, 86], [67, 84, 81, 83], [59, 46, 75], [77, 55, 72]]
44: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43, 53, 1, 62, 35, 34, 52], [4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24], [21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
45: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
46: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
47: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
48: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63], [45, 49, 26, 54], [69, 58], [85, 32, 87, 48], [61, 88], [57], [86, 67, 84, 81], [83, 59, 46, 75, 77, 55, 72]]
49: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27], [7, 43], [53, 1], [62, 35], [34, 52, 4, 20], [5, 6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33], [30, 36, 19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69], [58, 85, 32, 87], [48, 61, 88, 57, 86], [67, 84], [81, 83, 59], [46, 75, 77, 55, 72]]
50: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27, 7, 43], [53, 1], [62, 35, 34, 52, 4], [20, 5, 6, 9, 10], [23, 13], [16, 17, 24, 21, 31], [29, 33, 30, 36], [19, 39, 25, 74, 28], [47, 70, 56, 63, 45], [49, 26], [54, 69, 58], [85, 32], [87, 48, 61, 88], [57, 86, 67], [84, 81, 83, 59], [46, 75, 77, 55, 72]]
