0: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
52: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
53: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
54: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
55: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
56: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
57: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
58: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
59: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
60: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
61: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
62: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
63: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
64: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
65: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
66: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
67: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
68: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
69: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
70: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
71: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
72: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
73: [[26, 14, 25], [27, 21, 10], [7, 11, 18], [20, 37, 8], [6, 1, 33, 24], [9, 4, 17], [28, 19, 5, 12], [13, 15, 3], [2, 29, 22], [34, 23, 30, 31], [32, 16, 35, 36]]
