0: [[8, 47, 32, 19, 20, 60], [29, 12, 2, 33, 35, 43], [9, 15, 59, 7, 41], [28, 40, 38, 22, 5, 16, 18], [1, 45, 26, 23, 31, 3], [4, 51, 30, 46, 10], [27, 13, 14, 17, 34, 21, 6], [25, 42, 36, 11, 39, 37], [44, 53, 52, 54, 58, 24], [49, 50, 56, 48, 55, 57]]
13: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
14: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
15: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
16: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
17: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
18: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
19: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
20: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
21: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
22: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
23: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
24: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
25: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
26: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
27: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
28: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
29: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
30: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
31: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
32: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
33: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
34: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
35: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
36: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
37: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
38: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
39: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
40: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
41: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
42: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
43: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
44: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
45: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
46: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
47: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
48: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
49: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
50: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
51: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
52: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
53: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
54: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
55: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
56: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
57: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
58: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
59: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
60: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
61: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
62: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
63: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
64: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
65: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
66: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
67: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
68: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
69: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
70: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
71: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
72: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
73: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
