0: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
25: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
26: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
27: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
28: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
29: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
30: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
31: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
32: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
33: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
34: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
35: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
36: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
37: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
38: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
39: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
40: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
41: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
42: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
43: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
44: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
45: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
46: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
47: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
48: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
49: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
50: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
51: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
52: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
53: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
54: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
55: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
56: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
57: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
58: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
59: [[19, 7, 9, 1, 24, 2], [8, 3, 11, 15, 4, 12], [6, 13, 5, 20, 10, 14], [18, 17, 16, 23, 22, 28], [21, 26, 25, 27, 29]]
