0: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
20: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
21: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
22: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
23: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
24: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
25: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
26: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
27: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
28: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
29: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
30: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
31: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
32: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
33: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
34: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
35: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
36: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
37: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
38: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
39: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
40: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
41: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
42: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
43: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
44: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
45: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
46: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
47: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
48: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
49: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
50: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
51: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
52: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
53: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
54: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
55: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
56: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
57: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
58: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
59: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
60: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
61: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
62: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
63: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
64: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
65: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
66: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
67: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
68: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
69: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
70: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
71: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
72: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
73: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
