0: [[17, 19, 1], [22, 4], [9, 3, 5, 6], [10, 14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
19: [[22, 17, 19, 1], [4, 9], [3, 5, 6], [10, 14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
20: [[22, 17, 19, 1], [4, 9], [3, 5, 6], [10, 14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
21: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
22: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
23: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
24: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2], [7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
25: [[17, 19, 1], [22, 4, 9, 3, 5, 6], [10, 14, 2], [7, 12, 11, 8], [15, 13], [20, 16, 18], [21, 23, 24]]
26: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2], [7, 12, 11], [8, 15, 13], [20, 16, 18], [21, 23, 24]]
27: [[22, 4, 17, 19, 1], [9, 3, 5], [6, 10, 14, 2], [7, 12, 11], [8, 15, 13, 20], [16, 18], [21, 23, 24]]
28: [[17, 19, 1], [22, 4], [9, 3, 5], [6, 10, 14], [2, 7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
29: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2, 7], [12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
30: [[22, 4, 9, 17, 19, 1], [3, 5], [6, 10, 14], [2, 7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
31: [[22, 17, 19], [4, 9, 3, 5, 1], [6, 10, 14], [2, 7, 12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
32: [[22, 4, 9, 3, 17, 19, 1], [5, 6, 10], [14, 2, 7], [12, 11, 8, 15, 13, 20], [16, 18], [21, 23, 24]]
33: [[19, 22, 9, 17, 1], [3, 5, 6, 10, 4], [14, 2], [7, 12, 11, 8], [15, 13, 20], [16, 18], [21, 23, 24]]
34: [[22, 4, 17, 19, 1], [9, 3, 5], [6, 10, 14, 2, 7], [12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
35: [[17, 19, 1], [22, 4], [9, 3, 5], [6, 10, 14], [2, 7, 12], [11, 8, 15, 13, 20, 16, 18], [21, 23, 24]]
36: [[19, 22, 9, 17, 1], [3, 5, 6, 10, 4], [14, 2], [7, 12, 11, 8], [15, 13], [20, 16, 18], [21, 23, 24]]
37: [[22, 4, 9, 3, 5, 17, 19, 1], [6, 10, 14], [2, 7, 12, 11, 8], [15, 13], [20, 16, 18], [21, 23, 24]]
38: [[22, 4, 9, 17, 19, 1], [3, 5, 6, 10], [14, 2, 7], [12, 11, 8], [15, 13, 20, 16, 18], [21, 23, 24]]
39: [[17, 19, 1, 22], [4, 9], [3, 5, 6, 10], [14, 2, 7], [12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
40: [[22, 4, 17, 19, 1], [9, 3, 5], [6, 10, 14], [2, 7, 12], [11, 8, 15, 13, 20, 16, 18], [21, 23, 24]]
41: [[17, 19, 1, 22], [4, 9, 3, 5], [6, 10], [14, 2, 7], [12, 11], [8, 15, 13, 20, 16, 18], [21, 23, 24]]
42: [[22, 4, 9], [3, 5, 6, 10], [14, 2, 7], [12, 11, 8, 19, 1], [15, 13, 20, 16, 18, 21, 17], [23, 24]]
43: [[19, 22, 17], [9, 3], [5, 6, 10, 4], [14, 2, 7], [12, 11, 8], [15, 13, 20, 16, 18, 1], [21, 23, 24]]
44: [[22, 17], [4, 9, 3, 1], [5, 6, 10, 14], [2, 7], [12, 11, 8, 19], [15, 13, 20, 16, 18], [21, 23, 24]]
45: [[22, 4, 17, 19], [9, 3, 5, 6], [10, 14, 2], [7, 12], [11, 8, 15, 13, 20, 16, 1], [18, 21, 23, 24]]
46: [[22, 4], [9, 3, 5, 17], [6, 10, 14, 2], [7, 12, 19], [11, 8, 15, 13, 20, 16, 1], [18, 21, 23, 24]]
47: [[22, 4], [9, 3, 5, 17], [6, 10, 14, 2], [7, 12, 19], [11, 8, 15, 13, 20, 16, 1], [18, 21, 23, 24]]
48: [[22, 4], [9, 3, 5, 17], [6, 10, 14], [2, 7, 12, 19], [11, 8, 15, 13, 20, 16, 1], [18, 21, 23, 24]]
49: [[22, 4, 9, 17, 19, 1], [3, 5], [6, 10, 14, 2], [7, 12], [11, 8, 15, 13, 20, 16], [18, 21, 23, 24]]
