0: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46, 16, 17, 11], [26, 53, 20, 34, 77], [49, 39, 8, 72, 31], [70, 42, 38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
11: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44], [36, 43], [60, 48, 61], [45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
12: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59, 10], [55, 19, 29], [44, 36], [43, 60], [48, 61, 45, 65], [63, 52, 69], [80, 62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
13: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59, 10], [55, 19, 29], [44, 36], [43, 60], [48, 61, 45, 65], [63, 52, 69], [80, 62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
14: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31], [70, 42, 38, 81, 5], [1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
15: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45], [65, 63, 52], [69], [80, 62, 66], [47, 67, 68], [76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
16: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59], [10, 55], [19, 29], [44, 36, 43, 60], [48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
17: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53], [20, 34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82], [79, 86], [75, 87], [83]]
18: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53], [20, 34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82], [79, 86], [75, 87], [83]]
19: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
20: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40, 59, 10], [55, 19, 29], [44, 36, 43, 60], [48, 61, 45], [65, 63, 52, 69], [80, 62, 66, 47], [67, 68, 76, 54, 88, 78], [82, 79, 86, 75, 87, 83]]
21: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13], [28, 23, 18], [2, 15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25], [71, 33], [30, 21, 73, 85], [57, 35], [40, 59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
22: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21], [73, 85], [57, 35], [40, 59], [10, 55, 19], [29, 44, 36], [43, 60], [48, 61, 45], [65, 63], [52, 69], [80, 62], [66, 47, 67], [68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
23: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33, 30], [21, 73, 85], [57, 35], [40, 59, 10], [55, 19], [29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80], [62, 66], [47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
24: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88], [78, 82, 79], [86, 75, 87], [83]]
25: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21], [73, 85, 57], [35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76], [54, 88], [78, 82, 79], [86], [75, 87, 83]]
26: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64], [27, 32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59], [10, 55], [19, 29], [44, 36, 43], [60, 48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82], [79, 86], [75, 87, 83]]
27: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39], [8, 72, 31, 70, 42], [38, 81, 5], [1, 24, 64, 27], [32, 84, 25], [71, 33, 30, 21], [73, 85, 57, 35], [40, 59, 10, 55, 19, 29], [44, 36, 43, 60, 48, 61], [45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
28: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4], [41, 51], [14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35], [40, 59], [10, 55, 19], [29, 44, 36], [43, 60], [48, 61], [45, 65, 63], [52, 69], [80, 62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86, 75], [87, 83]]
29: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45], [65, 63], [52, 69], [80, 62], [66, 47, 67], [68, 76, 54], [88, 78, 82], [79, 86, 75], [87, 83]]
30: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31], [70, 42, 38, 81, 5], [1, 24], [64, 27], [32, 84], [25, 71], [33, 30, 21, 73], [85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
31: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49], [39, 8], [72, 31, 70], [42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10, 55], [19, 29], [44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80], [62, 66], [47, 67, 68], [76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
32: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80, 62, 66], [47, 67], [68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
33: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36], [43, 60, 48], [61, 45], [65, 63, 52], [69, 80, 62, 66], [47, 67], [68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
34: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24], [64, 27, 32], [84, 25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44, 36], [43, 60, 48, 61], [45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
35: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63, 52], [69, 80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82, 79], [86, 75], [87, 83]]
36: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78, 82], [79, 86], [75, 87, 83]]
37: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21], [73, 85, 57], [35, 40, 59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
38: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26], [53, 20, 34], [77, 49, 39, 8], [72, 31], [70, 42, 38], [81, 5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21, 73], [85, 57, 35, 40], [59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88], [78, 82, 79, 86, 75, 87, 83]]
39: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26], [53, 20, 34], [77, 49, 39, 8], [72, 31], [70, 42, 38], [81, 5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21, 73], [85, 57, 35, 40], [59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88], [78, 82, 79, 86, 75, 87, 83]]
40: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61, 45, 65], [63, 52], [69, 80], [62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
41: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33], [30, 21], [73, 85, 57, 35], [40, 59, 10, 55, 19, 29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
42: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26, 53], [20, 34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33], [30, 21, 73], [85, 57, 35, 40], [59, 10, 55], [19], [29, 44], [36, 43], [60, 48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68], [76, 54, 88], [78, 82], [79, 86], [75, 87, 83]]
43: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5], [1, 24], [64, 27, 32], [84, 25, 71], [33, 30], [21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
44: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64], [27, 32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59], [10, 55], [19, 29, 44], [36, 43, 60, 48], [61, 45, 65, 63], [52, 69, 80, 62, 66, 47], [67, 68, 76, 54, 88, 78], [82, 79, 86, 75, 87, 83]]
45: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19], [29, 44], [36, 43, 60], [48, 61], [45, 65], [63, 52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78], [82, 79], [86, 75, 87], [83]]
46: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10, 55], [19, 29], [44, 36, 43], [60, 48], [61, 45], [65, 63], [52], [69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
47: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64], [27, 32], [84, 25], [71, 33, 30], [21, 73, 85], [57, 35], [40, 59], [10, 55], [19, 29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
48: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74, 46], [16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36], [43, 60, 48], [61, 45, 65], [63, 52], [69, 80, 62], [66, 47], [67, 68, 76], [54, 88], [78, 82, 79, 86, 75, 87, 83]]
49: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46, 16, 17], [11, 26], [53, 20], [34, 77, 49], [39, 8, 72, 31], [70, 42], [38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40], [59, 10], [55, 19], [29, 44, 36, 43], [60], [48, 61, 45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79, 86, 75], [87, 83]]
50: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44], [36, 43], [60, 48, 61], [45], [65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
