0: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
19: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
20: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 10, 16, 17], [20, 21, 26, 25, 27, 29]]
21: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 10, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
22: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 16, 17], [20, 21, 26, 25, 27, 29]]
23: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
24: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
25: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 17, 16, 10], [20, 21, 26, 25, 27, 29]]
26: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
27: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
28: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 17, 16, 13], [20, 21, 26, 25, 27, 29]]
29: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
30: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
31: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
32: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
33: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
34: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 16, 17], [20, 21, 26, 25, 27, 29]]
35: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 16, 17], [20, 21, 26, 25, 27, 29]]
36: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 17, 16, 10], [20, 21, 26, 25, 27, 29]]
37: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 16, 17, 10], [20, 21, 26, 25, 27, 29]]
38: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
39: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 17, 16, 10], [20, 21, 26, 25, 27, 29]]
40: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 16, 13, 17], [20, 21, 26, 25, 27, 29]]
41: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
42: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 13, 15, 17, 16], [20, 21, 26, 25, 27, 29]]
43: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 13, 17, 16, 15, 10], [20, 21, 26, 25, 27, 29]]
44: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 16, 17, 10], [20, 21, 26, 25, 27, 29]]
45: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
46: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 10, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
47: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
48: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
49: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
50: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
51: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
52: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
53: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
54: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
55: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
56: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 16, 17], [20, 21, 26, 25, 27, 29]]
57: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 16], [20, 21, 26, 25, 27, 29]]
58: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 15, 13, 25, 17, 10], [20, 21, 26, 16, 27, 29]]
59: [[28, 5, 1, 2, 3, 14], [23, 19, 9, 22, 7], [6, 4, 24, 8, 18, 12], [11, 10, 15, 13, 17, 25], [20, 21, 26, 16, 27, 29]]
