0: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27, 26], [45, 28, 23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5, 15, 43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [25, 31, 32, 37, 48], [36, 39, 50], [54], [60, 58]]
15: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 34], [38, 44, 10, 18, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48], [25, 39, 50, 54, 60, 36]]
16: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55, 42], [20, 19, 51, 24, 12, 17], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 15, 5], [43, 10, 18], [34, 38, 44, 30, 46], [52, 47, 53, 25, 31, 32, 37, 48, 36], [39, 50, 54, 60, 58]]
17: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51, 24], [12, 17, 7, 2], [35, 1, 14, 41, 4, 33], [8, 29, 16, 5, 15, 43, 10, 18, 34], [38, 44, 30, 47, 53, 31, 46, 25, 52, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
18: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15, 43, 10, 34, 18, 38], [44, 30, 46, 52], [47, 53, 58, 31, 32, 37, 48, 25, 39, 36, 54, 60, 50]]
19: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4], [33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 25], [31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
20: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5, 15], [43, 10, 18, 44], [30, 46, 52, 47], [53, 34, 38, 25], [31, 32, 37, 48], [36, 39, 50], [54, 60, 58]]
21: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 17, 12], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16], [5, 15, 43, 34, 18], [38, 44, 30, 46], [52, 47, 53, 58], [31, 32, 37, 48], [25, 36, 39, 10], [50, 54, 60]]
22: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23, 22], [40, 55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35], [1, 14, 41, 4], [33, 8, 29, 16, 5], [15, 43, 10, 18], [44, 30, 46, 52], [47, 53, 34, 38], [25, 31, 32, 37], [48, 36, 39], [50, 54, 60], [58]]
23: [[57, 11, 49], [3, 13, 21], [56, 9], [59, 27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5], [15, 43, 6, 10, 18], [34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32], [37, 48, 36, 39, 50, 54, 60, 25]]
24: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17], [7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5], [15, 43, 10, 18], [34, 38, 44], [30, 46, 53, 47], [52, 25, 31], [32, 37, 48], [36, 39, 50, 54, 60, 58]]
25: [[57, 11, 49], [3, 13, 21], [6, 56, 9], [59, 27, 26], [45, 28, 23], [22, 40, 55], [42, 20, 19], [51, 24, 12, 17], [7, 2, 35], [1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44], [30, 47, 53, 25, 31, 32, 46, 52, 37, 48, 36, 39, 50, 58, 60, 54]]
26: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45], [28, 23, 22, 40], [55, 20], [19, 51, 24, 17, 12], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5, 15, 43], [42, 10, 18, 34], [38, 44, 30, 46], [52, 47, 53, 58], [31, 32, 37, 48], [36, 39, 50, 54], [60, 25]]
27: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45, 28], [23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 15], [34, 5, 10, 18], [43, 38, 44, 30], [46, 52, 47], [53, 25, 31, 32], [37, 48, 36, 39, 50], [54, 60, 58]]
28: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [35, 2, 1, 14], [41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 36, 39, 50, 54, 60, 25]]
29: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12], [17, 7, 2], [35, 1, 14], [41, 4, 33, 8, 29, 16, 5, 15, 43, 10], [18, 44, 30, 46, 52], [47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60], [58]]
30: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [41, 4, 33, 8], [29, 16, 5, 43], [15, 14, 10, 34], [18, 38, 44, 30], [46, 52, 47, 53], [58, 31, 32, 37], [48, 25, 39], [36, 54, 60, 50]]
31: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14], [41, 4, 33], [8, 29, 16], [5, 15, 43], [10, 18, 34], [38, 44, 30], [46, 52, 47, 53], [25, 31, 32, 37], [48, 36, 39, 50], [54, 60, 58]]
32: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4], [33, 8, 29, 16], [5, 15, 43, 10], [18, 34, 38, 44, 30], [46, 52, 47], [53, 58, 31], [32, 37, 48, 36], [39, 50, 54, 60, 25]]
33: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4], [33, 8, 29, 16], [5, 15, 43, 10], [18, 34, 38, 44, 30], [46, 52, 47], [53, 58, 31], [32, 37, 48, 36], [39, 50, 54, 60, 25]]
34: [[57, 11, 49], [3, 13, 21, 6], [56, 9], [59, 27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 44], [30, 46, 52, 47], [53, 34, 38], [25, 31, 32], [37, 48, 36, 39, 50, 54, 60, 58]]
35: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14, 41, 4, 33, 8], [29, 16, 15, 5, 34, 43, 38, 44, 30, 10, 18, 46, 52], [47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
36: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8], [29, 16, 5, 15, 43, 34, 38, 44, 10, 18, 30, 46, 52, 47], [53, 58, 31, 32, 37, 48], [25, 39, 50, 54, 60, 36]]
37: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17], [7, 2, 35], [1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [34, 38, 44, 30], [46, 52, 47, 53], [58, 31, 32], [37, 48, 10, 18, 36], [39, 50, 54, 60, 25]]
38: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35], [1, 14, 41], [4, 33, 8, 29, 16], [5, 15, 43], [10, 18, 34, 38], [44, 30, 47], [53, 46, 52, 25], [31, 32, 37, 48, 58], [39, 50, 54, 60, 36]]
39: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17, 7], [35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5, 15], [43, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32], [37, 48, 36, 39, 50, 54, 60, 58]]
40: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [35, 1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 34], [38, 44, 30, 46], [52, 47], [53, 25, 31, 32], [37, 48, 58, 39], [50, 54, 60, 36]]
41: [[57, 11, 49], [3, 13, 6, 21], [56, 9], [59, 27, 26, 45], [28, 23, 22], [40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 35, 2], [1, 14, 41, 4, 33], [8, 29, 16, 5, 15, 43], [10, 18, 34, 38], [44, 30, 46, 52, 47], [53, 58, 31], [32, 37, 48, 25, 39], [50, 54, 60, 36]]
42: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27, 26], [45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2, 35], [1, 14, 41], [4, 33, 8, 29, 16, 5, 15, 43, 34, 38, 44, 30, 47, 53, 25, 31, 32, 46, 52, 37, 48, 36, 39, 50, 58, 60, 54, 18, 10]]
43: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16], [5, 43, 15, 34], [38, 44, 10, 18], [30, 46, 52, 47], [53, 58, 31], [32, 37, 48, 36], [39, 50], [54, 60, 25]]
44: [[57, 11, 49], [3, 13, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 17, 12], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5], [43, 15, 6, 10, 18], [32, 30, 46, 52], [34, 38, 47, 53], [25, 31], [44, 37, 48, 36, 39], [50, 54, 60, 58]]
45: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59], [27, 26, 45], [28, 23, 22, 40, 55, 42], [20, 19, 51, 24, 12, 17, 7, 35, 1, 2], [14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 25, 39, 36, 54, 60, 50]]
46: [[57, 11, 49], [3, 13, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 35, 1, 2], [6, 14, 41, 4], [33, 8, 29, 16], [5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52], [47, 53, 58, 31, 32, 37, 48, 36, 39, 50, 54, 60, 25]]
47: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [58, 31, 32, 37], [48, 25, 39, 36], [54, 60, 50]]
48: [[57, 11, 49], [3, 13, 6, 21], [56, 9], [59, 27, 26, 45], [28, 23, 22], [40, 55, 20, 19], [51, 24, 17, 12], [7, 35, 1, 2], [14, 41, 4], [33, 8, 29, 16], [5, 15], [43, 42, 10, 18], [34, 38, 44], [30, 46, 52, 47], [53, 58, 31, 32], [37, 48, 25, 39], [50, 36, 60, 54]]
49: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2], [35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34], [38, 46, 52, 47, 53, 30, 44, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
50: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17], [7, 2, 35, 1], [14, 41, 4], [33, 8, 29, 16], [5, 15, 43, 10], [18, 34, 38, 44], [30, 46, 52, 47], [53, 58, 31, 32], [37, 48, 36, 39], [50, 54, 60, 25]]
51: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2], [35, 1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58], [31, 32, 37, 48, 36, 39, 50, 54, 60, 25]]
52: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 34], [38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 58, 39, 50, 54, 60, 36]]
53: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2, 35], [1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43, 34, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58, 18, 10]]
54: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55, 42], [20, 19, 51, 24, 12], [7, 35, 1, 2], [14, 41, 4], [33, 8, 29, 16, 5], [15, 43, 17, 10], [18, 34, 38, 44], [30, 46, 52, 47], [53, 58, 31, 32], [37, 48, 36, 39], [50, 54, 60, 25]]
55: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40], [55, 42, 20, 19], [51, 24], [12, 17, 7, 2], [35, 1, 14, 41], [4, 33, 8, 29, 16, 5, 15], [43, 10, 18, 44, 30, 46, 52, 47, 34, 38, 53, 58, 31, 32, 37, 48, 25, 39, 50, 54, 60, 36]]
56: [[57, 11, 49, 3], [13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22], [40, 55], [42, 20, 19, 51], [24, 12, 17], [7, 2, 35], [1, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 44], [30, 46, 52], [47, 53, 34, 38], [25, 31, 32], [37, 48, 36], [39, 50, 54, 60, 58]]
57: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14, 41], [4, 33, 8, 29, 16, 5], [15, 34, 43, 10], [18, 38, 44, 30], [46, 52, 47, 53, 25], [31, 32, 37], [48], [36, 39], [50, 54, 60, 58]]
58: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [35, 1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 25, 39, 50, 36, 60, 54]]
59: [[57, 11, 49, 3], [13, 6, 21, 56, 9], [59, 27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5], [15], [43, 10, 18, 34], [38, 44, 30, 46], [52, 47, 53, 58, 31], [32, 37, 48, 36], [39, 50, 54, 60, 25]]
60: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17], [7, 35, 1], [2, 14, 41, 4, 33, 8, 29, 16, 5, 15, 34, 43, 10, 18, 38, 44], [30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 39, 50, 36, 60, 54], [58]]
61: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22, 40], [55, 42, 20, 19, 51, 24], [12, 17, 7, 35], [1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [25, 31, 32, 37, 48], [36, 39, 50], [54], [60, 58]]
62: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22, 40], [55, 42, 20, 19, 51, 24], [12, 17, 7, 35], [1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [25, 31, 32, 37, 48], [36, 39, 50], [54], [60, 58]]
63: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55, 42], [20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33], [8, 29, 16, 5, 15, 43], [10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
64: [[57, 11, 49, 3], [13, 6, 21, 56, 9], [59, 27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35], [1, 14, 41, 4], [33, 8, 29], [16, 5, 15], [43, 10, 18, 34, 38, 44], [30, 46, 53, 47, 52, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
65: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7, 2, 34, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [1, 35, 10, 18, 38, 44], [30, 46, 52], [47], [53, 25], [31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
66: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5], [15, 43, 10, 18], [38, 44, 34, 30], [46, 52, 47, 53], [58, 31, 32, 37], [48, 36], [39, 50, 54, 60, 25]]
67: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17, 7, 35], [1, 2, 14, 41], [4, 33, 8, 29], [16, 15, 34, 5], [43, 38, 44, 30], [46, 52, 47, 53], [58, 18, 10, 31, 32, 37, 48, 25], [39, 50, 54, 60, 36]]
68: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5, 15, 43], [10, 18, 44, 30, 46, 52], [47, 53, 34, 38], [25, 31, 32, 37], [48, 36, 39, 50, 54, 60, 58]]
69: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5, 15, 43], [10, 18, 44, 30, 46, 52], [47, 53, 34, 38], [25, 31, 32, 37], [48, 36, 39, 50, 54, 60, 58]]
70: [[57, 11, 49], [3, 13, 21], [6, 56, 9], [59, 27, 26], [45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [35, 2, 1, 14, 41], [4, 33, 8, 29, 16, 5], [15, 43, 10, 18], [34, 38, 44, 30, 46], [52, 47, 53], [58, 31, 32, 37], [48, 25, 39, 50], [54, 60, 36]]
71: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59], [27, 26, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [35, 1, 2, 14], [41, 4, 33, 8], [29, 16], [5, 15, 34, 43, 45, 38, 44, 30, 46, 32, 47, 53, 25, 31, 52, 37, 48, 36, 39, 50, 54, 60, 58, 18, 10]]
72: [[57, 11, 49], [3, 13, 6, 21], [56, 9], [59, 27, 26, 45], [28, 23, 22], [40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35], [1, 14, 41], [4, 33, 8, 29, 16], [5, 15, 43, 10], [18, 34, 38, 44], [30, 46, 52], [47, 53, 25, 31], [32, 37, 48, 36, 39], [50, 54, 60, 58]]
73: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14, 41], [4, 33, 8], [29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 47, 53, 25, 31, 32, 46, 52, 37, 48, 36, 39, 50, 58, 60, 54]]
