0: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
48: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
49: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
50: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
51: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
52: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
53: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
54: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
55: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
56: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
57: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
58: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
59: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
60: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
61: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
62: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
63: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
64: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
65: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
66: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
67: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
68: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
69: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
70: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
71: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
72: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
73: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
