0: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
25: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
26: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
27: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
28: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
29: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
30: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
31: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
32: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
33: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
34: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
35: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
36: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
37: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
38: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
39: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
40: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
41: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
42: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
43: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
44: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
45: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
46: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
47: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
48: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
49: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
50: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
51: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
52: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
53: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
54: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
55: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
56: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
57: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
58: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
59: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
60: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
61: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
62: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
63: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
64: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
65: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
66: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
67: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
68: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
69: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
70: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
71: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
72: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
73: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
