0: [[51, 19, 29, 47, 4], [37, 20, 32], [22, 23, 8, 16, 5, 18], [41, 11], [43, 13, 21], [28, 17, 14], [1], [24, 25, 9, 30, 12], [35, 27, 31, 26, 2], [34], [38], [48, 45, 7], [36, 39, 40], [42, 56, 3, 44, 46, 52], [53, 55, 50, 49, 57], [60, 15, 54, 6, 10], [33, 59, 58]]
11: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 13, 17, 29, 21, 22, 24, 25, 31], [19, 20, 27, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
12: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 29, 13, 22, 15, 17, 21, 24, 31, 25], [19, 20, 26, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
13: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 17, 25, 22, 31, 13, 24, 29, 10, 21, 6], [19, 20, 27, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
14: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 31, 25, 13, 17, 21, 15, 27, 22, 24], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
15: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 17, 24, 22, 21, 31, 25, 27], [19, 20, 29, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
16: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 25, 17, 22, 21, 24, 27, 31], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
17: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 22, 13, 25, 31, 27, 17, 21, 24], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
18: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 21, 13, 24, 22, 25, 17, 31, 27], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
19: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 25, 10, 17, 21, 22, 27, 24, 31], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
20: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 22, 17, 21, 24, 27, 25, 31], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
21: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 10, 15, 17, 6, 21, 22, 24, 25, 31, 27], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
22: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 21, 13, 17, 22, 27, 24, 31, 25], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
23: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 13, 15, 25, 6, 17, 21, 22, 27, 24, 31], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
24: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 27, 17, 21, 22, 24, 25, 31], [19, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
25: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 13, 15, 21, 25, 31, 17, 24, 26, 22], [19, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
26: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 6, 15, 10, 21, 17, 31, 22, 26, 24, 25], [19, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
27: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 21, 6, 15, 25, 13, 24, 22, 17, 10, 26, 31], [27, 20, 19, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
28: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 6, 15, 10, 21, 17, 31, 22, 26, 24, 25], [19, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
29: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 17, 22, 25, 21, 31, 13, 24, 26], [19, 20, 29, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
30: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 26, 17, 22, 21, 25, 24, 31], [27, 20, 19, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
31: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 21, 13, 25, 31, 17, 24, 22, 26], [19, 20, 29, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
32: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 6, 15, 10, 21, 17, 31, 22, 26, 24, 25], [19, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
33: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 29, 27, 15, 21, 25, 31, 22, 17], [19, 20, 24, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
34: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 26, 29, 22, 17, 24, 21, 27], [19, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
35: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 13, 29, 15, 17, 26, 27, 21, 22, 24], [19, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
36: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 21, 13, 17, 29, 27, 24, 22, 26], [19, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
37: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 10, 17, 29, 13, 6, 24, 21, 27, 22, 26], [19, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
38: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 26, 29, 22, 17, 24, 21, 27], [19, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
39: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 15, 25, 10, 27, 13, 17, 22, 26, 21, 24], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
40: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 25, 26, 15, 22, 21, 17, 24, 27], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
41: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 6, 13, 10, 25, 17, 22, 21, 26, 24, 27], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
42: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 27, 17, 21, 22, 24, 26, 25], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
43: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 17, 13, 22, 27, 24, 25, 21, 26], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
44: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 27, 17, 13, 25, 21, 15, 26, 22, 24], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
45: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 6, 13, 25, 24, 21, 10, 17, 22, 26, 27], [19, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
46: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 29, 15, 25, 17, 21, 22, 24, 26], [19, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
47: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 29, 13, 15, 25, 22, 21, 24, 26, 17], [19, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
48: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 29, 17, 25, 15, 21, 22, 24, 26], [19, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
49: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 21, 13, 29, 22, 17, 24, 25, 26], [19, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
50: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 15, 25, 29, 6, 26, 13, 21, 17, 27, 22], [19, 20, 24, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
51: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 26, 17, 25, 31, 15, 29, 22, 10, 21, 6], [19, 20, 24, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
52: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 29, 13, 10, 15, 25, 31, 17, 21, 22, 26], [19, 20, 24, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
53: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 21, 13, 25, 26, 17, 22, 27, 31], [19, 20, 24, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
54: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 27, 17, 25, 21, 31, 10, 22, 26], [19, 20, 24, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
55: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 31, 17, 22, 21, 26, 25, 27], [19, 20, 24, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
56: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 29, 27, 13, 15, 17, 25, 21, 26, 31], [19, 20, 22, 24, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
57: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 10, 17, 21, 22, 19, 24, 25, 31], [27, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
58: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 21, 6, 25, 15, 31, 24, 19, 10, 17, 22], [27, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
59: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 31, 13, 21, 25, 15, 19, 22, 17, 24], [27, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
60: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 15, 10, 31, 17, 25, 21, 19, 13, 22, 24], [26, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
61: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 19, 13, 25, 31, 21, 17, 22, 24], [27, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
62: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 24, 31, 17, 13, 21, 15, 19, 22, 25], [26, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
63: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 29, 13, 15, 17, 19, 21, 31, 22, 24], [25, 20, 26, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
64: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 25, 31, 17, 13, 19, 15, 24, 27, 10, 21, 6], [22, 20, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
65: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 25, 27, 17, 22, 19, 21, 24], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
66: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 10, 15, 17, 19, 24, 25, 21, 22, 27], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
67: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 25, 17, 22, 21, 27, 19, 24], [26, 20, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
68: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 13, 15, 25, 17, 19, 22, 21, 27, 24], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
69: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 25, 10, 17, 21, 22, 19, 24, 27], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
70: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 19, 13, 25, 17, 27, 24, 22, 21], [26, 20, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
71: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 27, 13, 22, 25, 15, 17, 21, 19, 24], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
72: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 27, 25, 19, 13, 15, 21, 17, 22, 24], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
73: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 19, 17, 21, 22, 24, 27, 13, 25], [26, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
