0: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
26: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
27: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
28: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
29: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
30: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
31: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
32: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
33: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
34: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
35: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
36: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
37: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
38: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
39: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
40: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
41: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
42: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
43: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
44: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
45: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
46: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
47: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
48: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
49: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
50: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
51: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
52: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
53: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
54: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
55: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
56: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
57: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
58: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
59: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
60: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
61: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
62: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
63: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
64: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
65: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
66: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
67: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
68: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
69: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
70: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
71: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
72: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
73: [[11, 5, 9, 1, 7, 14, 10, 18], [6, 8, 4, 2, 22, 37, 29], [3, 12, 15, 13, 20, 16, 19], [26, 21, 17, 24, 28, 27, 25], [31, 23, 30, 35, 32, 33, 34, 36]]
