0: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10], [26, 25, 21, 28], [19, 13, 11], [24, 16, 29], [17, 27, 23, 31, 30, 33, 34, 32], [35, 36]]
28: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
29: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11], [24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
30: [[6, 37, 1], [22, 3, 2], [7, 18], [9, 12, 20, 4], [5, 8, 15], [14, 10], [26, 25, 21], [28, 19, 13, 11], [24, 16, 29, 17], [27, 23, 31, 30, 33, 34, 32, 35, 36]]
31: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10], [26, 25, 21, 28], [19, 13, 11], [24, 16], [29, 17, 27], [23, 31, 30, 33], [34, 32, 35, 36]]
32: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11, 24], [16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
33: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11], [24], [16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
34: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21, 28], [19, 13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
35: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21, 28], [19, 13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
36: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
37: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10], [26, 25, 21], [28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
38: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31, 30], [33, 34, 32, 35, 36]]
39: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11, 24], [16, 29, 17, 27, 23, 31], [30, 33, 34, 32, 35, 36]]
40: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26, 25], [21, 28, 19], [13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
41: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11], [24, 16], [29, 17, 27], [23, 31, 30, 33], [34, 32, 35, 36]]
42: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26, 25, 21, 28, 19, 13], [11, 24], [16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
43: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8], [15, 14], [10, 26], [25, 21, 28], [19, 13, 11], [24, 16, 29], [17, 27, 23], [31, 30, 33], [34, 32, 35, 36]]
44: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5], [8, 15, 14], [10, 26, 25, 21, 28, 19, 13, 11, 24], [16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
45: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5], [8, 15, 14], [10, 26, 25], [21, 28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
46: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11], [24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
47: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28, 19, 13, 11, 24, 16, 29, 17], [27, 23, 31, 30, 33, 34, 32, 35, 36]]
48: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26], [25, 21, 28, 19, 13, 11, 24, 16, 29], [17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
49: [[6, 37, 1], [22, 3, 2], [7, 18], [9, 12, 20], [4, 5], [8, 15], [14, 10, 26], [25, 21, 28], [19, 13, 11, 24], [16, 29, 17], [27, 23, 31, 30, 33, 34, 32, 35, 36]]
50: [[6, 37, 1], [22, 3, 2], [7, 18], [9, 12, 20], [4, 5], [8, 15], [14, 10, 26], [25, 21], [28, 19, 13, 11], [24, 16, 29], [17, 27, 23], [31, 30, 33, 34, 32], [35, 36]]
51: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5], [8, 15, 14], [10, 26, 25], [21, 28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
52: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5, 8, 15, 14, 10, 26, 25, 21, 28, 19], [13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
53: [[6, 37, 1], [22, 3, 2, 7], [18, 9, 12], [20, 4, 5], [8, 15, 14], [10, 26, 25], [21, 28, 19, 13], [11, 24, 16, 29], [17, 27, 23], [31, 30, 33], [34, 32, 35, 36]]
54: [[6, 37, 1], [22, 3, 2], [7, 18], [9, 12, 20], [4, 5, 8], [15, 14, 10, 26], [25, 21, 28], [19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
55: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5], [8, 15, 14, 10, 26, 25], [21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
56: [[6, 37, 1], [22, 3, 2], [7, 18], [9, 12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21], [28, 19, 13], [11, 24, 16, 29], [17, 27, 23], [31, 30, 33], [34, 32, 35, 36]]
57: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15, 14, 10], [26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
58: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8], [15, 14, 10], [26, 25, 21], [28, 19, 13], [11, 24, 16], [29, 17, 27], [23, 31, 30, 33], [34, 32, 35], [36]]
59: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
60: [[6, 37, 1, 22], [3, 2, 7], [18, 9, 12], [20, 4, 5], [8, 15, 14], [10, 26, 25], [21, 28, 19], [13, 11, 24], [16, 29, 17, 27], [23, 31, 30, 33, 34, 32, 35, 36]]
61: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15], [14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
62: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4], [5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
63: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21], [28, 19, 13], [11, 24, 16], [29, 17, 27], [23, 31, 30, 33], [34, 32, 35, 36]]
64: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21], [28, 19, 13], [11, 24, 16], [29, 17, 27], [23, 31, 30, 33], [34, 32, 35, 36]]
65: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5], [8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
66: [[6, 37, 1, 22, 3, 2, 7, 18, 9, 12], [20, 4, 5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11], [24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
67: [[6, 37, 1, 22], [3, 2, 7], [18, 9, 12], [20, 4, 5], [8, 15, 14], [10, 26, 25], [21, 28, 19], [13, 11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
68: [[6, 37, 1], [22, 3, 2], [7, 18, 9], [12, 20, 4, 5, 8, 15], [14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
69: [[6, 37, 1], [22, 3, 2], [7, 18, 9, 12, 20, 4], [5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
70: [[6, 37], [1, 22, 3], [2, 7, 18], [9, 12, 20], [4, 5, 8], [15, 14, 10], [26, 25, 21], [28, 19, 13], [11, 24], [16, 29, 17], [27, 23, 31], [30, 33, 34], [32, 35, 36]]
71: [[6, 37, 1], [22, 3, 2], [7, 18, 9, 12], [20, 4, 5], [8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31], [30, 33, 34, 32, 35, 36]]
72: [[6, 37, 1], [22, 3, 2, 7, 18, 9, 12, 20, 4, 5, 8, 15, 14], [10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
73: [[6, 37, 1, 22], [3, 2, 7, 18], [9, 12, 20, 4, 5, 8, 15, 14, 10, 26, 25, 21, 28, 19, 13, 11, 24, 16, 29, 17, 27, 23, 31, 30, 33, 34, 32, 35, 36]]
