0: [[17, 2, 22, 4, 37], [7, 9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14, 29], [16, 19, 20, 18], [21, 25, 28, 26, 27], [31, 23, 30, 34, 32, 33], [35, 36]]
15: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21], [25, 28, 26, 27], [31, 23, 30], [34], [32, 33, 35, 36]]
16: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21], [25, 28, 26, 27], [31, 23, 30], [34], [32, 33, 35, 36]]
17: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5, 13], [6, 15, 24], [10, 8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27], [31, 23, 30, 34, 32], [33, 35, 36]]
18: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18, 21], [25, 28, 26], [27, 31, 23, 30], [34, 32], [33, 35, 36]]
19: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10], [8, 14, 29, 16], [19, 20, 18, 21], [25, 28], [26, 27, 31], [23, 30, 34, 32, 33, 35, 36]]
20: [[17, 2, 22, 4], [37, 7, 9], [1, 3, 11, 12], [5, 13, 6, 15], [24, 10, 8, 14], [29, 16, 19], [20, 18, 21], [25, 28, 26, 27], [31, 23, 30, 34], [32, 33, 35, 36]]
21: [[17, 2, 22], [4, 37, 7, 9], [1, 3, 11, 12], [5, 13, 6], [15, 24, 10, 8], [14, 29, 16, 19], [20, 18, 21], [25, 28, 26], [27, 31, 23], [30, 34, 32, 33], [35, 36]]
22: [[17, 2, 22], [4, 37], [7, 9, 1], [3, 11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18, 21], [25, 28, 26], [27], [31, 23, 30, 34], [32, 33, 35, 36]]
23: [[17, 2], [22, 4, 37], [7, 9], [1, 3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20, 18], [21, 25, 28, 26], [27, 31, 23, 30, 34, 32], [33, 35, 36]]
24: [[17, 2], [22, 4], [37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10], [8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26], [27, 31, 23], [30, 34, 32], [33, 35, 36]]
25: [[17, 2], [22, 4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24, 10, 8, 14, 29, 16, 19, 20, 18, 21, 25, 28, 26], [27, 31, 23, 30, 34, 32, 33, 35, 36]]
26: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24, 10], [8, 14, 29], [16, 19, 20], [18, 21, 25, 28], [26, 27, 31, 23], [30, 34, 32], [33, 35, 36]]
27: [[17, 2], [22, 4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14], [29, 16], [19, 20, 18, 21, 25, 28, 26], [27, 31, 23, 30, 34, 32, 33, 35, 36]]
28: [[17, 2, 22, 4, 37], [7, 9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14, 29, 16, 19], [20, 18, 21, 25, 28, 26, 27, 31, 23], [30, 34, 32, 33, 35, 36]]
29: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14], [29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31], [23, 30, 34], [32, 33, 35, 36]]
30: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14, 29], [16, 19, 20, 18], [21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
31: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19], [20, 18, 21], [25, 28, 26], [27, 31, 23], [30, 34, 32], [33, 35, 36]]
32: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14], [29, 16, 19, 20], [18, 21, 25, 28], [26, 27, 31, 23], [30, 34, 32, 33, 35, 36]]
33: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31], [23, 30, 34, 32, 33, 35, 36]]
34: [[17, 2, 22, 4], [37, 7, 9, 1], [3, 11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18, 21], [25, 28, 26, 27], [31, 23, 30], [34], [32, 33, 35, 36]]
35: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29], [16, 19, 20, 18], [21, 25], [28, 26], [27, 31, 23], [30, 34, 32], [33, 35, 36]]
36: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10, 8], [14, 29, 16], [19, 20, 18, 21], [25, 28, 26], [27, 31, 23, 30], [34, 32], [33, 35, 36]]
37: [[17, 2, 22, 4, 37, 7, 9, 1], [3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
38: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20, 18], [21, 25, 28, 26], [27, 31, 23, 30], [34, 32, 33], [35, 36]]
39: [[17, 2, 22], [4, 37, 7], [9, 1], [3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21], [25], [28, 26], [27], [31, 23, 30, 34, 32, 33, 35, 36]]
40: [[17, 2], [22, 4], [37, 7, 9], [1, 3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21], [25, 28, 26], [27, 31], [23, 30], [34, 32, 33], [35, 36]]
41: [[17, 2, 22], [4, 37, 7], [9, 1], [3, 11], [12, 5, 13, 6], [15, 24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25, 28, 26, 27, 31], [23, 30, 34, 32, 33, 35, 36]]
42: [[17, 2], [22, 4, 37], [7, 9], [1, 3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16], [19, 20], [18, 21, 25], [28, 26, 27], [31, 23], [30, 34, 32], [33, 35, 36]]
43: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10], [8, 14, 29], [16, 19, 20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
44: [[17, 2, 22], [4, 37, 7, 9], [1, 3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18], [21, 25, 28, 26, 27, 31, 23], [30, 34, 32, 33, 35, 36]]
45: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24, 10, 8, 14, 29, 16, 19, 20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
46: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8], [14, 29, 16, 19, 20, 18], [21, 25], [28, 26, 27, 31, 23, 30, 34, 32, 33, 35], [36]]
47: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15, 24], [10, 8, 14, 29], [16, 19, 20], [18, 21], [25, 28, 26, 27, 31, 23, 30], [34, 32, 33, 35, 36]]
48: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25], [28, 26, 27], [31, 23, 30], [34, 32, 33], [35, 36]]
49: [[17, 2, 22], [4, 37, 7], [9, 1], [3, 11, 12], [5, 13], [6, 15, 24], [10, 8, 14], [29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31, 23], [30, 34, 32], [33, 35, 36]]
50: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31], [23, 30, 34], [32, 33, 35, 36]]
51: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31], [23, 30, 34], [32, 33, 35, 36]]
52: [[17, 2, 22], [4, 37], [7, 9, 1], [3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19], [20, 18, 21, 25], [28, 26, 27], [31, 23, 30], [34, 32, 33, 35, 36]]
53: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20, 18], [21, 25, 28], [26, 27, 31], [23, 30, 34, 32], [33, 35, 36]]
54: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29, 16], [19, 20, 18, 21], [25, 28, 26, 27], [31, 23, 30], [34, 32, 33, 35, 36]]
55: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29, 16, 19], [20, 18, 21], [25], [28, 26, 27, 31], [23, 30, 34, 32, 33, 35, 36]]
56: [[17, 2, 22, 4], [37, 7], [9, 1, 3, 11], [12, 5, 13, 6, 15, 24, 10, 8, 14, 29, 16, 19, 20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
57: [[17, 2, 22], [4, 37], [7, 9, 1], [3, 11, 12, 5], [13, 6, 15, 24], [10, 8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27, 31], [23, 30, 34], [32, 33, 35, 36]]
58: [[17, 2], [22, 4, 37, 7], [9, 1, 3], [11, 12, 5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27], [31, 23, 30], [34, 32, 33, 35, 36]]
59: [[17, 2], [22, 4], [37, 7, 9], [1, 3, 11], [12, 5, 13], [6, 15, 24], [10, 8, 14], [29, 16], [19, 20], [18, 21, 25], [28, 26, 27], [31, 23], [30, 34, 32], [33, 35, 36]]
60: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6], [15, 24, 10, 8], [14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27, 31], [23, 30, 34, 32], [33, 35, 36]]
61: [[17, 2, 22, 4], [37, 7, 9], [1, 3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27, 31], [23, 30, 34, 32], [33, 35, 36]]
62: [[17, 2, 22], [4, 37], [7, 9, 1], [3, 11, 12, 5], [13, 6, 15, 24, 10], [8, 14, 29, 16, 19, 20], [18, 21], [25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
63: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5], [13, 6, 15], [24, 10, 8], [14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27], [31, 23, 30], [34, 32, 33, 35, 36]]
64: [[17, 2, 22, 4, 37, 7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10, 8], [14, 29, 16], [19], [20, 18, 21, 25], [28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
65: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19], [20, 18], [21, 25], [28, 26, 27], [31, 23, 30, 34], [32, 33, 35, 36]]
66: [[17, 2, 22], [4, 37, 7], [9, 1, 3], [11, 12, 5, 13, 6], [15, 24, 10], [8, 14, 29, 16, 19, 20, 18, 21, 25], [28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
67: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29], [16, 19, 20], [18, 21, 25], [28, 26, 27, 31], [23, 30, 34, 32], [33, 35, 36]]
68: [[17, 2], [22, 4, 37], [7, 9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10], [8, 14, 29, 16], [19, 20, 18], [21, 25, 28], [26, 27, 31, 23], [30, 34], [32, 33, 35, 36]]
69: [[17, 2, 22], [4, 37], [7, 9, 1], [3, 11, 12], [5, 13], [6, 15], [24, 10, 8], [14, 29, 16], [19, 20, 18], [21, 25, 28, 26, 27, 31, 23], [30, 34, 32, 33, 35, 36]]
70: [[17, 2, 22], [4, 37, 7], [9, 1], [3, 11, 12], [5, 13], [6, 15, 24], [10, 8, 14], [29, 16, 19, 20], [18, 21, 25], [28, 26, 27, 31], [23, 30, 34], [32, 33, 35, 36]]
71: [[17, 2, 22], [4, 37, 7], [9, 1, 3, 11, 12, 5, 13, 6, 15, 24, 10, 8, 14, 29, 16, 19], [20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
72: [[17, 2, 22], [4, 37, 7], [9, 1], [3, 11, 12], [5, 13, 6], [15, 24, 10, 8], [14, 29], [16, 19, 20], [18, 21, 25, 28], [26, 27, 31, 23], [30, 34, 32], [33, 35, 36]]
73: [[17, 2, 22], [4, 37, 7], [9], [1, 3], [11, 12, 5, 13, 6, 15, 24, 10, 8, 14, 29, 16, 19, 20, 18, 21, 25, 28, 26, 27, 31, 23, 30, 34, 32, 33, 35, 36]]
