0: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
11: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
12: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
13: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
14: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
15: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
16: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
17: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
18: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
19: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
20: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
21: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
22: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
23: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
24: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
25: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
26: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
27: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
28: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
29: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
30: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
31: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
32: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
33: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
34: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
35: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
36: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
37: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
38: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
39: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
40: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
41: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
42: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
43: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
44: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
45: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
46: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
47: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
48: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
49: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
50: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
51: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
52: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
53: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
54: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
55: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
56: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
57: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
58: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
59: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
60: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
61: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
62: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
63: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
64: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
65: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
66: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
67: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
68: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
69: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
70: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
71: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
72: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28], [23, 30, 33, 32, 34, 36, 37]]
73: [[17, 5, 9, 1, 12, 4], [2, 3, 35, 7, 20, 11], [14, 6, 10, 8, 15, 29], [13, 18, 24, 22, 16, 19], [21, 27, 25, 26, 31, 28, 23], [30, 33, 32, 34, 36, 37]]
