0: [[42, 39, 3, 2, 19, 36, 29, 21], [14, 5, 9, 12, 7, 4, 8, 31], [11, 15, 13, 16, 28, 18, 25, 54], [17, 20, 1, 24, 23, 22, 50, 26], [32, 62, 30, 10, 33, 58, 35, 34], [37, 45, 38, 59, 49, 46, 40, 43], [44, 47, 41, 61, 53, 48, 60, 51], [52, 6, 56, 55, 57, 63, 68, 64], [66, 69, 70, 77, 73, 67, 65, 74], [71, 75, 72, 76, 27, 84, 78, 80], [83, 81, 79, 82, 87, 85, 86, 88]]
31: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
32: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
33: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
34: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
35: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
36: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
37: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
38: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
39: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
40: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
41: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
42: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
43: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
44: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
45: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
46: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
47: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
48: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
49: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
50: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
