0: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 24, 15, 17, 16, 18, 10], [22, 23, 28, 31], [26, 13, 25, 30, 34, 33, 36, 32, 37, 39, 42, 21, 6], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
11: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 15, 13, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
12: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 12, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
13: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
14: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 29, 15, 13, 12, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
15: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 15, 10, 13, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
16: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 13, 12, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
17: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 13, 10, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
18: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
19: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 13, 10, 15, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
20: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 10, 12, 15, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
21: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
22: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 12, 15, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
23: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 13, 15, 12, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
24: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 6, 15, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
25: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 6, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
26: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 15, 12, 10, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
27: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 13, 10, 16, 18, 24, 21, 15], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
28: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 10, 6, 12, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
29: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 15, 13, 10, 12, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
30: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 15, 13, 10, 12, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
31: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 13, 12, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
32: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 13, 15, 12, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
33: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 6, 15, 13, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
34: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 10, 15, 6, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
35: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 13, 12, 15, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
36: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 10, 6, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
37: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 6, 15, 16, 18, 13, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
38: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 10, 12, 15, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
39: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 15, 6, 13, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
40: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 6, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 30, 25, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
41: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 15, 10, 13, 12, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
42: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 13, 10, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
43: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 15, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
44: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 12, 13, 15, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
45: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 10, 6, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
46: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 24, 18, 15, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
47: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 13, 12, 18, 10, 15, 16, 24, 21, 29], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
48: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 24, 16, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
49: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 15, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
50: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 6, 16, 15, 18, 10, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
51: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 6, 15, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
52: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 6, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
53: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
54: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 29, 13, 10, 15, 16, 24, 18, 12, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
55: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 10, 16, 24, 18, 15, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
56: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 15, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
57: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 15, 13, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
58: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
59: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 13, 15, 12, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
60: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 13, 12, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
61: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
62: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 29, 12, 15, 13, 24, 16, 18, 10, 21, 6], [22, 23, 28, 31], [17, 30, 25, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
63: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 15, 12, 10, 16, 18, 6, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
64: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 15, 13, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
65: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 12, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
66: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 12, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
67: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 6, 15, 16, 18, 24, 21, 10], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
68: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 12, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
69: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 10, 6, 12, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
70: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 10, 12, 16, 15, 18, 24, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
71: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 16, 24, 18, 10, 21, 6], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
72: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 10, 6, 12, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
73: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 15, 12, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
