0: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46, 59], [48, 61], [53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
11: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76], [20, 35, 30], [33, 21, 68, 4, 64, 6], [12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82], [52, 77], [34, 62, 39, 40, 24, 79, 46, 59], [48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
12: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21], [68, 4], [64, 6, 12, 22], [13], [23, 51, 36], [27, 56, 17], [11], [82, 52, 77], [34, 62, 39, 40], [24], [79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83], [70, 74, 78, 86, 72], [65, 58, 73, 87, 81, 84, 80, 88]]
13: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12, 22, 13, 23, 51], [36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
14: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38, 25], [50], [26, 19, 67], [8], [44, 3, 31], [16, 45], [2, 1, 69, 28], [29], [32, 76, 20], [35, 30, 33], [21, 68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56, 17, 11], [82, 52, 77], [34, 62, 39, 40], [24, 79, 46, 59], [48, 61, 53], [75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72], [65, 58, 73, 87, 81, 84, 80, 88]]
15: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1, 69, 28], [29, 32, 76, 20, 35, 30, 33, 21], [68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17], [11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59], [48, 61, 53, 75], [66, 60, 63], [43, 55, 83, 70], [74, 78, 86, 72], [65], [58], [73, 87, 81, 84, 80, 88]]
16: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76], [20, 35, 30, 33], [21, 68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82], [52, 77, 34], [62], [39, 40, 24, 79], [46, 59, 48], [61, 53, 75], [66, 60, 63, 43], [55, 83], [70, 74, 78, 86], [72, 65, 58], [73, 87, 81], [84, 80, 88]]
17: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44], [3], [31, 16], [45, 2], [1, 69, 28], [29, 32], [76], [20, 35, 30, 33], [21], [68, 4, 64, 6], [12, 22], [13, 23, 51, 36], [27], [56, 17, 11], [82, 52, 77], [34, 62, 39], [40, 24, 79], [46, 59], [48, 61, 53], [75, 66, 60], [63, 43, 55], [83, 70, 74], [78, 86, 72, 65], [58, 73, 87, 81], [84, 80, 88]]
18: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20], [35, 30, 33, 21], [68, 4, 64, 6], [12, 22, 13, 23, 51], [36, 27], [56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24], [79, 46, 59], [48, 61, 53], [75, 66, 60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
19: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64, 6], [12, 22, 13], [23, 51, 36, 27], [56, 17, 11], [82, 52, 77], [34, 62], [39, 40], [24, 79], [46], [59, 48, 61, 53], [75, 66, 60], [63, 43, 55, 83, 70], [74, 78], [86, 72, 65], [58, 73], [87, 81, 84, 80, 88]]
20: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4], [64, 6], [12, 22], [13], [23, 51, 36, 27], [56, 17, 11], [82, 52, 77], [34], [62, 39, 40], [24], [79, 46, 59], [48, 61, 53, 75], [66, 60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58], [73, 87, 81, 84, 80, 88]]
21: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2], [1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11], [82, 52, 77, 34], [62, 39, 40, 24], [79, 46, 59, 48, 61, 53, 75, 66], [60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
22: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4], [64, 6, 12], [22, 13, 23, 51], [36, 27, 56], [17, 11, 82], [52, 77, 34, 62], [39, 40, 24], [79, 46, 59, 48], [61, 53, 75, 66], [60], [63], [43, 55, 83], [70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
23: [[18], [54, 7, 37, 42], [57, 15], [71, 41, 14, 47], [85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29], [32, 76, 20], [35], [30, 33, 21], [68, 4, 64, 6], [12, 22, 13, 23], [51, 36, 27, 56], [17, 11, 82], [52, 77], [34, 62, 39], [40, 24, 79, 46], [59, 48, 61, 53], [75, 66, 60, 63, 43], [55, 83], [70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
24: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31, 16, 45], [2], [1, 69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83], [70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
25: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9, 49], [5, 38, 25], [50], [26, 19, 67], [8], [44, 3, 31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82], [52, 77, 34, 62, 39, 40], [24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55, 83], [70, 74, 78], [86, 72, 65], [58, 73, 87, 81, 84, 80, 88]]
26: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31, 16, 45], [2, 1, 69], [28, 29, 32, 76], [20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36], [27, 56, 17], [11, 82, 52], [77], [34, 62, 39, 40, 24], [79, 46, 59, 48], [61, 53], [75, 66, 60, 63, 43], [55, 83, 70, 74, 78], [86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
27: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64, 6], [12, 22, 13, 23, 51], [36], [27, 56, 17], [11, 82, 52], [77, 34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84, 80, 88]]
28: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35], [30, 33, 21, 68], [4, 64, 6, 12], [22, 13], [23, 51, 36, 27], [56, 17, 11, 82], [52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61], [53, 75, 66, 60, 63, 43, 55, 83, 70], [74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
29: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28, 29, 32], [76, 20, 35, 30, 33, 21, 68, 4], [64, 6, 12, 22, 13], [23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62, 39], [40, 24, 79], [46, 59, 48], [61, 53], [75, 66], [60, 63], [43, 55, 83], [70, 74, 78, 86], [72, 65, 58, 73, 87, 81, 84, 80, 88]]
30: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29], [32, 76, 20], [35], [30, 33, 21], [68, 4, 64, 6], [12, 22, 13], [23, 51, 36, 27, 56, 17, 11, 82, 52, 77], [34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
31: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
32: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
33: [[18], [54, 7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27, 56], [17, 11, 82, 52], [77], [34, 62, 39], [40, 24, 79], [46], [59, 48, 61], [53, 75, 66], [60, 63, 43, 55], [83, 70, 74], [78, 86], [72, 65, 58, 73, 87], [81, 84, 80, 88]]
34: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40], [24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43], [55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
35: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20, 35], [30, 33], [21, 68, 4], [64, 6, 12], [22, 13], [23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46], [59, 48], [61, 53, 75, 66, 60], [63, 43, 55], [83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
36: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1, 69, 28], [29, 32, 76, 20, 35, 30, 33, 21], [68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17], [11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80], [88]]
37: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36, 27], [56, 17], [11, 82, 52, 77], [34, 62], [39, 40, 24, 79], [46, 59, 48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
38: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27, 56], [17, 11], [82, 52, 77, 34], [62, 39, 40, 24], [79, 46, 59, 48, 61], [53, 75], [66, 60, 63, 43, 55, 83], [70, 74, 78], [86, 72, 65], [58], [73, 87], [81, 84, 80, 88]]
39: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33, 21], [68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
40: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49], [5, 38, 25, 50], [26], [19, 67, 8], [44, 3, 31], [16], [45, 2, 1], [69, 28, 29], [32, 76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51], [36, 27, 56], [17, 11, 82], [52, 77, 34, 62], [39, 40], [24, 79, 46, 59], [48, 61, 53, 75], [66, 60, 63, 43, 55], [83, 70], [74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
41: [[18], [54, 7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27, 56], [17, 11, 82, 52], [77], [34, 62, 39, 40], [24, 79, 46, 59], [48, 61, 53], [75, 66], [60, 63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73], [87, 81, 84, 80, 88]]
42: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28, 29], [32], [76, 20, 35, 30, 33], [21, 68, 4, 64], [6, 12, 22, 13], [23, 51, 36, 27], [56, 17, 11, 82], [52, 77, 34], [62, 39], [40, 24, 79], [46, 59, 48], [61], [53, 75, 66, 60], [63, 43, 55, 83, 70, 74, 78, 86, 72, 65], [58, 73, 87, 81, 84, 80, 88]]
43: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9], [49, 5, 38], [25, 50, 26], [19, 67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12, 22], [13, 23], [51, 36, 27, 56], [17, 11, 82, 52], [77, 34, 62, 39, 40], [24, 79], [46, 59], [48, 61, 53], [75, 66, 60], [63, 43, 55, 83], [70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
44: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2], [1, 69, 28, 29], [32], [76, 20, 35], [30, 33, 21, 68], [4], [64, 6], [12, 22, 13, 23, 51, 36, 27, 56], [17, 11], [82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
45: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47], [85, 10, 9], [49, 5, 38], [25, 50, 26], [19, 67], [8, 44, 3], [31, 16, 45], [2, 1, 69], [28], [29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64, 6], [12, 22, 13, 23], [51, 36, 27], [56, 17], [11, 82, 52, 77], [34, 62, 39], [40, 24, 79, 46], [59], [48, 61], [53, 75, 66, 60], [63, 43, 55], [83, 70, 74], [78, 86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
46: [[18], [54, 7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27, 56], [17, 11, 82, 52], [77], [34, 62, 39], [40, 24, 79], [46], [59, 48, 61], [53], [75, 66, 60], [63, 43, 55, 83], [70, 74, 78], [86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
47: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9, 49], [5, 38, 25], [50], [26, 19, 67], [8], [44, 3, 31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56, 17, 11], [82, 52, 77, 34, 62], [39, 40], [24, 79, 46], [59, 48, 61], [53, 75, 66], [60, 63, 43, 55], [83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
48: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85], [10, 9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31], [16, 45, 2, 1], [69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64], [6, 12, 22, 13, 23], [51, 36, 27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46], [59, 48, 61, 53], [75, 66, 60], [63, 43, 55, 83], [70, 74], [78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
49: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16], [45, 2, 1], [69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
50: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38, 25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33], [21, 68, 4], [64, 6, 12], [22, 13], [23, 51, 36], [27, 56, 17], [11, 82, 52, 77], [34, 62, 39, 40], [24, 79, 46], [59, 48, 61], [53, 75], [66, 60, 63], [43, 55, 83, 70], [74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
