0: [[3, 9, 4, 1, 6], [2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 5], [17, 16, 18, 22, 20], [23, 21, 24]]
13: [[3, 9, 4, 5, 1, 6], [2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
14: [[3, 9, 4, 5, 1, 6], [2, 14, 10, 7], [11, 12, 8, 13, 15], [19, 17, 16, 18, 22, 20], [23, 21, 24]]
15: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
16: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
17: [[3, 9, 1, 6], [4, 5, 2, 14, 10], [7, 11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
18: [[3, 9, 4, 5, 2, 1, 6], [14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
19: [[3, 9, 4, 5, 2, 1, 6], [14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
20: [[3, 9, 4, 5, 2, 1, 6], [14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
21: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11, 12], [8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
22: [[3, 9, 1, 6], [4, 5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
23: [[1, 6, 3, 9, 4], [5, 2, 14, 10, 7, 11, 12], [8, 13, 15], [19, 17, 16, 18, 22, 20], [23, 21, 24]]
24: [[1, 6, 3, 9, 4], [5, 2, 14, 10, 7, 11, 12], [8, 13, 15], [19, 17, 16, 18, 22, 20], [23, 21, 24]]
25: [[1, 6, 3, 9, 4], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15], [19, 17, 16, 18, 22, 20], [23, 21, 24]]
26: [[3, 9, 4, 5, 1, 6], [2, 14, 10, 7], [11, 12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
27: [[6, 3, 9, 1, 4], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17, 16, 18], [22, 20], [23, 21, 24]]
28: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
29: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
30: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
31: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
32: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
33: [[3, 9, 6], [4, 5, 2, 14, 10, 7], [11, 12, 8, 13, 15], [19, 17, 16, 18, 22, 20, 1], [23, 21, 24]]
34: [[3, 9, 6], [4, 5, 2, 14, 10, 7], [11, 12, 8, 13, 15], [19, 17, 16, 18, 22, 20, 1], [23, 21, 24]]
35: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
36: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
37: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
38: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20], [23, 21, 24]]
39: [[1, 6, 3, 9, 4], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15], [19, 17, 16, 18, 22, 20], [23, 21, 24]]
40: [[3, 9, 6], [4, 5, 2, 14, 10], [7, 11, 12, 8], [13, 15, 19, 17, 16, 18, 22, 20, 1], [23, 21, 24]]
41: [[3, 9, 6], [4, 5, 2, 14, 10, 7], [11, 12, 8, 13, 1], [15, 19, 17, 16, 18, 22, 20], [23, 21, 24]]
42: [[3, 9, 4, 5, 2, 14, 1, 6], [10, 7, 11, 12, 8], [13, 15, 19], [17, 16, 18, 22, 20], [23, 21, 24]]
43: [[3, 9, 4, 1, 6], [5, 2, 14, 10], [7, 11, 12, 8, 13, 15], [19, 17, 16, 18, 22], [20, 23, 21, 24]]
44: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7], [11, 12, 8, 13, 15, 19], [17, 16, 18, 22], [20, 23, 21, 24]]
45: [[3, 9, 1, 6], [4, 5, 2, 14, 10, 7], [11, 12, 8, 13, 15], [19, 17, 16, 18, 22], [20, 23, 21, 24]]
46: [[3, 9, 1, 6], [4, 5, 2, 14, 10, 7], [11, 12, 8, 13], [15, 19, 17, 16, 18, 22], [20, 23, 21, 24]]
47: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19], [17, 16, 18, 22, 20, 23], [21, 24]]
48: [[3, 9, 6], [4, 5, 2, 14, 10, 7, 11], [12, 8, 13, 15], [19, 17, 16, 18, 22, 20, 23, 1], [21, 24]]
49: [[3, 9, 4, 1, 6], [5, 2, 14, 10, 7, 11], [12, 8, 13, 15, 19, 17], [16, 18, 22, 20, 23], [21, 24]]
