0: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
13: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
14: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
15: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
16: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
17: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
18: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
19: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
20: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
21: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
22: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
23: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
24: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11, 8], [12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
25: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11, 8], [12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
26: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11, 8], [12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
27: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
28: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
29: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
30: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
31: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
32: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
33: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
34: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
35: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
36: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
37: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9], [11, 8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
38: [[3, 5, 19, 2, 10, 1], [4, 6, 14, 13, 7, 9], [11, 8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
39: [[3, 5, 19, 2, 10], [1, 4, 6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
40: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9], [11, 8, 12, 15, 22, 20, 16, 17, 18], [23, 21, 24]]
41: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
42: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
43: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
44: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17, 18, 23], [21, 24]]
45: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9], [11, 8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
46: [[3, 5, 19, 2, 10, 1, 4], [6, 14, 13, 7, 9], [11, 8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
47: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11, 8], [12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
48: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11, 8], [12, 15, 22, 20, 16, 17, 18, 23], [21, 24]]
49: [[3, 5, 19, 2, 10, 1, 4, 6], [14, 13, 7, 9, 11], [8, 12, 15, 22, 20, 16, 17], [18, 23, 21, 24]]
