0: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 38], [39, 46, 47], [36, 43, 44], [40, 45, 56], [60, 41, 53], [49, 61, 48], [51, 35, 52], [55, 57], [58, 62], [63, 68], [66, 65, 64], [75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78], [79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
11: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33], [32, 42, 38], [35, 34, 44, 36, 39], [41, 43], [40, 56], [45, 47, 46, 48, 53, 49], [51, 57, 55, 58, 52, 61, 63, 62, 60, 68, 66, 65, 64, 75], [70, 69, 67], [73, 71, 72, 74, 77, 76, 78, 79, 86], [81, 82, 80, 83, 85], [84, 87, 88]]
12: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38, 39], [34, 35, 46, 44], [36, 41], [43, 40], [62, 45], [48, 60, 47, 53, 49, 51, 63, 52, 56, 58, 57, 55, 61, 68], [66, 65, 64, 75, 70], [69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
13: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32], [42, 38], [35, 34, 44], [45, 36, 40], [43, 47], [41, 60], [46, 51, 53], [39, 48], [49, 52], [57, 63, 56], [61, 62, 55, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
14: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31], [29, 54, 30, 33], [32, 42, 38], [35, 34, 39], [47, 41, 44, 45, 43, 36, 40, 46, 57, 48, 49, 53, 52], [55, 51, 56], [62, 58, 60], [61, 63, 68], [66, 65], [64, 75], [70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83], [85, 84, 87, 88]]
15: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33], [32, 42, 38, 39, 34, 35, 45, 44, 36, 40, 43, 41, 56, 47, 46, 49, 48, 55, 51, 53], [52, 57, 58, 62, 60, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
16: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33], [32, 42, 38, 39, 35, 34, 45, 36, 44, 43, 40, 41, 60, 47, 46, 53, 48, 51, 49, 52], [55, 57, 61, 56, 62, 63, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
17: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32, 42, 38, 35, 36], [39, 47, 34, 44], [40, 43], [45, 61, 46, 41, 48, 52, 51, 58, 49, 55, 53, 56, 60, 57, 63, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
18: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33, 32, 42], [38, 39, 34, 35, 36, 40], [44], [45, 43], [41, 60, 46, 57, 55, 49, 48, 47, 51, 52, 53, 56, 63, 62, 58, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
19: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30], [33, 32], [42, 38, 35], [34, 36, 44], [41, 39], [40, 47, 45], [43, 56, 57], [55, 51, 48], [46, 49, 60, 52, 53], [58, 62, 63, 61, 68, 66], [65], [64, 75], [70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
20: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26], [25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 35, 41], [36, 48, 61, 43, 57, 40, 46, 44, 53, 56, 55, 45, 47, 49], [51, 58, 62, 52, 63, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
21: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17], [27, 18], [19, 20, 50, 26, 25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38], [35, 34, 39], [47, 41, 43], [40, 36, 46, 44], [45, 56, 57], [49, 48, 61, 52, 55, 51], [60, 53], [58, 62, 63], [68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
22: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25, 59, 24], [31, 29, 54, 30], [33, 32, 42, 38, 35, 36, 34, 47, 39, 45, 57, 41, 40, 53, 44, 43, 52], [60, 49], [51, 61, 48, 46, 56, 55, 62, 63, 58], [68, 66, 65, 64], [75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
23: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 38], [35, 34, 36], [47, 39, 44], [40, 45, 41], [46, 43, 48], [55, 51, 49], [52, 56], [53, 57, 60], [58, 62], [61, 63], [68, 66, 65], [64, 75], [70, 69], [67, 73, 71], [72, 74, 77, 76, 78], [79, 86], [81, 82], [80, 83, 85, 84], [87, 88]]
24: [[37, 7], [3, 5, 4], [10, 9, 1, 6, 2, 12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42], [38, 35, 34], [44, 36, 39], [40, 47, 43], [41, 60], [46, 57], [45, 48, 52, 51], [53, 49, 55], [62, 58], [56, 61, 63], [68, 66, 65], [64, 75, 70], [69, 67, 73, 71], [72, 74], [77, 76, 78, 79], [86, 81, 82], [80, 83], [85, 84, 87, 88]]
25: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21], [17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33, 32], [42, 38], [39, 34, 45], [36, 40, 35], [61, 43, 41, 60], [46, 44, 53], [56, 49, 47], [63, 55, 48], [51, 52, 57], [62, 58, 68, 66], [65, 64], [75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
26: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42, 38], [35, 36], [39, 45], [34, 40], [41, 46], [43, 44, 47], [48, 55, 61], [57, 49, 53], [51, 52, 56], [60, 62, 58], [63, 68], [66, 65, 64], [75, 70, 69], [67, 73], [71, 72], [74, 77, 76], [78, 79], [86, 81], [82, 80, 83], [85, 84, 87, 88]]
27: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24, 31], [29, 54], [30, 33, 32], [42, 34, 35], [38, 39, 45], [36, 41, 44], [43, 40, 46, 53, 51, 47, 49, 48], [52, 55, 60, 58, 61, 57, 63, 56, 62, 68, 66, 65, 64, 75], [70, 69], [67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
28: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33], [32, 42, 38], [35, 34, 39, 47], [44, 36], [40, 41, 46, 56, 43, 51, 48, 45, 55, 49, 53, 57, 52, 60, 63, 61, 62, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
29: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38, 39], [34, 35, 46], [44, 41, 36], [40, 45, 61], [47, 43, 52], [57, 49, 48], [51, 53, 58, 55], [56, 60, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
30: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20], [50, 26], [25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38], [35, 36, 44, 34], [41, 43], [39, 40, 45, 47], [55, 46], [49, 56], [48, 53, 51, 61], [52, 60, 57, 58, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
31: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 39], [36, 46], [45, 34, 40], [43, 44], [41, 60], [47, 52, 53, 35], [48, 49, 62], [55, 57, 51], [58, 61, 63], [56, 68, 66], [65, 64, 75, 70, 69, 67, 73], [71, 72, 74, 77, 76, 78, 79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
32: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42, 34], [35, 38, 41], [44, 36], [39, 47, 40], [45, 63], [46, 43], [53, 52, 48], [49, 55], [56, 51, 57], [60, 58], [62, 61, 68], [66, 65, 64, 75], [70, 69, 67], [73, 71, 72], [74, 77, 76], [78, 79, 86], [81, 82], [80, 83, 85, 84, 87, 88]]
33: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30, 33], [32, 42], [38, 35], [34, 36, 39], [46, 41, 40], [43, 44], [47, 45], [63, 48, 56], [49, 53, 57, 52, 61], [51, 58], [55, 60, 62, 68], [66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
34: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38], [35, 36, 34], [45, 39, 41], [40, 47], [46, 44], [49, 61, 43], [53, 48, 51, 52, 55], [56, 58], [57, 63, 62, 60], [68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85], [84, 87, 88]]
35: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20, 50], [26, 25, 59], [24, 31, 29, 54], [30, 33, 32, 42, 38], [35, 34, 46], [43, 36, 40, 41, 44, 39, 53, 45, 47, 63], [48, 55, 52, 49, 57, 51, 56, 60, 62, 58, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
36: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29, 54], [30, 33, 32], [42, 34, 39], [35, 47, 44, 40], [36, 45], [38, 57], [41, 43], [60, 46, 52], [53, 49], [51, 55], [56, 48, 63], [58, 61, 62, 68], [66, 65, 64], [75, 70, 69], [67, 73], [71, 72, 74], [77, 76, 78, 79], [86, 81, 82, 80], [83, 85, 84, 87, 88]]
37: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [34, 39, 38], [35, 45, 36], [40, 44, 41], [43, 46, 61], [47, 49], [51, 48, 52], [53, 55], [63, 56, 57, 60], [58, 62, 68], [66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
38: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35, 34], [36, 44, 41], [39, 40, 43], [47, 45], [49, 57], [53, 61, 48], [46, 51], [62, 52, 56], [55, 58], [60, 63, 68], [66, 65, 64], [75, 70, 69], [67, 73, 71, 72], [74, 77, 76], [78, 79, 86, 81, 82, 80], [83, 85], [84, 87, 88]]
39: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24, 31, 29], [54, 30], [33, 32], [42, 38, 39], [34, 35, 43, 44], [36, 40, 45], [41, 61, 46], [47, 49, 48], [55, 56, 57], [53, 63, 51], [62, 52, 60], [58, 68, 66], [65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
40: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25], [59, 24, 31], [29, 54], [30, 33], [32, 42, 38, 35], [34, 36], [45, 40], [39, 41, 44], [43, 56], [47, 52], [57, 46, 51], [48, 49], [61, 55, 58, 62, 53, 60, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
41: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24, 31], [29, 54, 30, 33, 32, 42], [38, 35, 34], [40, 39, 36], [44, 41, 47], [43, 45, 46, 55, 48, 51, 57, 49, 53, 52, 61, 56, 60, 58, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
42: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33, 32, 42, 34], [35, 38, 36], [39, 41, 40, 45, 43, 47, 46, 44, 56, 49, 52, 48], [51, 53, 55, 60, 57, 58, 61, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
43: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20], [50, 26, 25, 59], [24, 31, 29], [54, 30, 33, 32], [42, 38, 39], [34, 35, 45], [36, 40], [44, 48, 47], [63, 41], [60, 43], [56, 53, 46], [49, 51], [52, 55], [57, 58, 62], [61, 68], [66, 65, 64], [75, 70, 69, 67], [73, 71, 72, 74], [77, 76, 78, 79], [86, 81, 82, 80], [83, 85, 84, 87, 88]]
44: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33, 32, 42, 34], [35, 38, 36], [39, 41, 40, 45, 43, 47, 46, 44, 56, 49, 52, 48], [51, 53, 55, 60, 57, 58, 61, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
45: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54, 30], [33, 32], [42, 38, 35], [34, 36], [47, 44], [39, 40, 43], [56, 41, 46], [45, 48], [49, 51, 52], [53, 55], [57, 58], [60, 62, 61], [63, 68, 66], [65, 64, 75], [70, 69, 67, 73, 71], [72, 74], [77, 76], [78, 79], [86, 81, 82], [80, 83, 85, 84, 87], [88]]
46: [[37, 7], [3, 5], [4, 10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24, 31], [29, 54], [30, 33, 32], [42, 38], [35, 34, 39, 47, 36, 41, 44, 40, 43, 46, 45, 63, 51], [60], [49, 48, 53, 55, 52, 61, 57, 62, 58, 56, 68, 66, 65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84], [87, 88]]
47: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29], [54, 30, 33], [32, 42, 34], [35, 38, 47], [43, 45, 40], [36, 39, 41], [56, 60, 46, 53, 48], [44, 49, 55, 51, 52, 63], [61], [57, 62, 58, 68, 66, 65, 64], [75, 70, 69, 67], [73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
48: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26], [25, 59, 24], [31, 29, 54, 30], [33, 32, 42, 38], [39, 34, 35, 45, 46, 41, 44, 48, 40, 57, 43, 47, 63, 49, 36, 53], [52, 51, 55, 62, 61, 58, 56, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83], [85, 84, 87, 88]]
49: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24, 31], [29, 54, 30, 33, 32, 42], [38, 35, 34], [36, 39, 44], [52, 40, 41], [43, 47, 46, 45], [49, 55, 48, 51], [53, 56, 57, 58, 60, 62, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73], [71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83], [85, 84, 87, 88]]
50: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24, 31], [29, 54, 30, 33, 32, 42], [38, 35, 34], [36, 39, 44], [52, 40, 41], [43, 47, 46, 45], [49, 55, 48, 51], [53, 56, 57, 58, 60, 62, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73], [71, 72], [74, 77, 76, 78, 79, 86, 81, 82, 80, 83], [85, 84, 87, 88]]
