0: [[53], [28, 39], [3, 30, 31, 51], [8, 5, 18], [4, 7], [52], [9], [20, 15, 19, 47, 6, 10], [57], [1, 37, 16, 54, 29], [58], [14, 41, 26], [27, 11], [56, 25], [13, 22, 21], [23], [32, 17], [33, 34], [36, 40, 24, 45, 50, 12], [38, 44], [42, 43], [48, 49], [35, 46, 2], [55, 59], [60]]
20: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 18, 23, 19, 17, 21, 22, 25, 16, 24], [20, 29, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
21: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 22, 17, 16, 18, 19, 23, 21, 24, 29], [20, 25, 26, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
22: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 10, 11, 8, 9, 12, 15, 19, 17, 16, 22, 29, 23, 21, 18, 24], [20, 26, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
23: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 18, 21, 16, 19, 23, 22, 29, 24, 17], [20, 25, 26, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
24: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 29, 18, 17, 15, 21, 16, 22, 19, 23, 24], [20, 30, 26, 31, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
25: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 19, 16, 17, 15, 23, 21, 18, 29, 22, 24], [20, 25, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
26: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 16, 24, 23, 18, 17, 22, 19, 21, 29], [20, 25, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
27: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 10, 8, 9, 11, 12, 15, 18, 17, 16, 19, 23, 22, 29, 21, 24], [20, 25, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
28: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 16, 17, 18, 19, 29, 23, 24, 31, 21], [20, 22, 25, 26, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
29: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 16, 17, 18, 19, 29, 23, 24, 31, 21], [20, 22, 25, 26, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
30: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 19, 16, 17, 30, 29, 23, 21, 22, 18], [20, 31, 25, 24, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
31: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 10, 9, 6, 8, 11, 12, 17, 15, 16, 23, 30, 29, 21, 19, 22, 18], [20, 31, 25, 24, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
32: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 15, 9, 10, 6, 8, 11, 12, 23, 16, 17, 30, 29, 19, 21, 22, 18], [20, 31, 25, 24, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
33: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 18, 16, 17, 19, 21, 22, 23, 25, 30], [20, 31, 24, 29, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
34: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 12, 8, 6, 11, 15, 9, 10, 19, 16, 21, 17, 23, 18, 30, 25, 22], [20, 26, 29, 24, 31, 32, 33, 39, 34, 38, 36, 37, 45, 42, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
35: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 16, 19, 18, 21, 23, 26, 22, 17, 24], [20, 29, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
36: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 17, 21, 19, 16, 23, 18, 22, 24, 26], [20, 29, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
37: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 18, 19, 17, 16, 21, 22, 26, 24, 23], [20, 29, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
38: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 16, 26, 17, 18, 22, 15, 19, 21, 24, 23], [20, 30, 25, 31, 29, 36, 33, 39, 34, 38, 32, 37, 45, 42, 40, 43, 41, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
39: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 17, 16, 26, 12, 18, 15, 23, 25, 21, 19], [22, 20, 29, 30, 24, 31, 36, 32, 39, 34, 38, 44, 37, 45, 42, 40, 33, 43, 46], [47, 41, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
40: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 30, 18, 16, 15, 17, 31, 19, 21, 25, 23], [20, 22, 24, 29, 26, 32, 33, 37, 34, 39, 36, 38, 45, 42, 40, 43, 41, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
41: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 12, 8, 9, 10, 15, 18, 19, 21, 31, 29, 17, 16, 22, 23], [20, 26, 25, 30, 24, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
42: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 18, 16, 22, 19, 23, 17, 21, 25, 29], [20, 24, 26, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
43: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 11, 25, 15, 12, 18, 9, 17, 10, 23, 21, 16, 19, 22, 29], [20, 24, 26, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
44: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 8, 10, 11, 12, 9, 15, 30, 6, 17, 18, 23, 21, 16, 26, 22, 19], [20, 25, 24, 29, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
45: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 10, 8, 11, 9, 12, 15, 18, 16, 19, 23, 17, 30, 22, 21, 26], [20, 24, 29, 25, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
46: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 10, 11, 12, 15, 19, 16, 21, 23, 17, 22, 26, 18, 30], [20, 24, 25, 31, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
47: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 19, 18, 17, 15, 21, 16, 22, 30, 23, 26], [20, 25, 24, 29, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
48: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 11, 12, 8, 15, 23, 16, 17, 18, 21, 19, 22, 25, 26], [20, 31, 24, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
49: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 18, 21, 17, 19, 23, 26, 22, 25, 16], [20, 31, 24, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
50: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 26, 19, 18, 17, 21, 16, 25, 22, 23], [20, 24, 29, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
51: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 8, 11, 9, 15, 12, 16, 17, 30, 18, 19, 31, 23, 26, 10, 21, 6], [20, 25, 22, 29, 24, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
52: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 16, 26, 19, 17, 21, 22, 18, 29, 23], [20, 24, 30, 31, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
53: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 10, 9, 12, 29, 18, 19, 21, 15, 16, 22, 17, 31, 24], [20, 30, 26, 23, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
54: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 25, 17, 26, 16, 18, 12, 30, 15, 21, 19, 22], [20, 23, 29, 24, 31, 36, 32, 39, 33, 34, 44, 37, 45, 42, 40, 43, 38, 46], [47, 41, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
55: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 24, 9, 12, 10, 19, 22, 17, 16, 21, 15, 26, 25, 18], [20, 23, 29, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
56: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 18, 19, 17, 16, 25, 22, 26, 24, 21], [20, 31, 23, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
57: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 10, 9, 8, 6, 11, 12, 15, 24, 19, 18, 21, 17, 16, 25, 22, 26], [20, 29, 23, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
58: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 9, 8, 10, 12, 15, 18, 17, 30, 16, 21, 19, 31, 24, 20], [29, 22, 23, 25, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
59: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 15, 21, 18, 19, 16, 17, 12, 20, 31, 23, 24], [22, 29, 26, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
60: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 10, 12, 9, 15, 20, 19, 17, 16, 21, 18, 23, 31, 24], [25, 22, 26, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
61: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 18, 19, 16, 23, 21, 31, 20, 17, 24], [22, 30, 25, 26, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
62: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 15, 12, 18, 17, 16, 31, 20, 19, 23, 21, 24], [22, 26, 29, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
63: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 17, 18, 23, 31, 16, 19, 24, 21, 20], [26, 22, 25, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
64: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 15, 21, 18, 19, 16, 17, 12, 20, 31, 23, 24], [22, 29, 26, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
65: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 15, 21, 18, 19, 16, 17, 12, 20, 31, 23, 24], [22, 29, 26, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
66: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 19, 17, 18, 16, 29, 31, 21, 22, 25], [20, 24, 23, 30, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
67: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 9, 18, 15, 8, 26, 10, 20, 12, 23, 21, 24, 16, 17, 19], [22, 25, 31, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
68: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 15, 12, 10, 18, 16, 19, 26, 24, 23, 21, 20, 17], [22, 25, 29, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
69: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 11, 9, 10, 12, 15, 16, 18, 21, 17, 23, 30, 19, 24, 20], [26, 22, 25, 29, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
70: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 9, 11, 12, 23, 18, 21, 15, 22, 16, 20, 31, 19, 24], [25, 17, 26, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
71: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 15, 9, 8, 6, 31, 10, 11, 22, 21, 23, 12, 18, 16, 24, 19, 20], [25, 26, 17, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
72: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 16, 25, 18, 19, 24, 15, 21, 20, 17, 26], [22, 23, 29, 31, 30, 32, 33, 39, 42, 38, 36, 34, 45, 37, 40, 41, 43, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
73: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 18, 17, 16, 21, 19, 22, 25, 29, 26], [20, 30, 23, 24, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
