0: [[17, 24, 13, 21], [8, 59, 5, 18, 38, 54], [22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53, 30], [35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
11: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
12: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
13: [[17, 24, 13, 21], [8, 59, 5, 38, 18], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
14: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
15: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
16: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
17: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
18: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
19: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
20: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
21: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
22: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
23: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
24: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
25: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
26: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
27: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
28: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
29: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
30: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
31: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
32: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
33: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
34: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
35: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
36: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
37: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
38: [[17, 24, 13, 8, 21], [59, 5, 38, 18], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
39: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
40: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
41: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
42: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
43: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
44: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
45: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
46: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
47: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
48: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
49: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
50: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
51: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
52: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
53: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
54: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
55: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
56: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
57: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
58: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
59: [[17, 24, 13, 21, 8], [59, 5, 38, 18], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
60: [[17, 24, 13, 21, 8], [59, 5, 38, 18], [54, 22, 28, 47], [29, 16, 37, 15, 10], [33, 14, 11, 6], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
61: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
62: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
63: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
64: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
65: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
66: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
67: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
68: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
69: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
70: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 15, 33], [14, 6, 10, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
71: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
72: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
73: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
