0: [[9, 8, 5, 18], [23, 36, 24, 12], [13, 55, 53, 37, 21], [49, 27, 1, 43, 11], [57, 56], [7, 3, 30], [14, 40], [4, 46, 50], [32, 17], [33, 34, 35, 41, 25, 2, 6], [39, 59, 38, 44], [29, 22, 45, 54], [42], [28, 48, 52], [47, 20, 19, 26, 31, 51], [60, 15, 16, 58, 10]]
12: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 17, 18, 23, 16, 22, 24, 30, 31, 10, 21, 6], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
13: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 16, 18, 17, 31, 24, 30, 22, 23, 10, 21, 6], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
14: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 23, 16, 17, 18, 21, 24, 30, 22, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
15: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 16, 18, 12, 22, 17, 23, 21, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
16: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 6, 15, 21, 22, 23, 18, 16, 17, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
17: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 6, 31, 21, 15, 24, 17, 18, 30, 22, 23, 16], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
18: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 30, 15, 18, 10, 22, 21, 16, 17, 23, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
19: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 17, 18, 16, 21, 22, 24, 30, 31, 23], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
20: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 18, 23, 16, 17, 31, 22, 24, 30, 10, 21, 6], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
21: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 16, 18, 17, 21, 22, 23, 24, 30, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
22: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 31, 17, 16, 15, 18, 22, 21, 24, 30, 23], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
23: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 31, 16, 22, 21, 24, 17, 18, 23, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
24: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 23, 15, 17, 16, 22, 24, 30, 18, 21, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
25: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 22, 15, 6, 17, 16, 21, 18, 30, 24, 23, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
26: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 6, 31, 23, 15, 24, 21, 18, 30, 22, 17, 16], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
27: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 31, 18, 15, 16, 21, 22, 17, 23, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
28: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 17, 23, 22, 21, 18, 31, 30, 24, 16], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
29: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 17, 23, 22, 21, 18, 31, 30, 24, 16], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
30: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 15, 10, 22, 21, 18, 17, 24, 31, 30, 16, 23], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
31: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 23, 15, 17, 16, 21, 30, 22, 18, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
32: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 12, 10, 17, 16, 31, 18, 21, 23, 22, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
33: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 22, 16, 18, 24, 21, 17, 23, 31, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
34: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 23, 21, 18, 17, 22, 30, 16, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
35: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 18, 23, 17, 16, 22, 21, 31, 30, 24], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
36: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 6, 15, 16, 18, 22, 31, 17, 21, 23, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
37: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 6, 15, 18, 16, 21, 23, 17, 22, 31, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
38: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 18, 17, 22, 16, 21, 23, 31, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
39: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 17, 23, 18, 16, 21, 30, 24, 22, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
40: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 31, 15, 16, 18, 17, 22, 21, 23, 30, 24], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
41: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 12, 16, 17, 18, 22, 21, 10, 23, 24, 31, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
42: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 12, 23, 18, 15, 16, 22, 24, 17, 30, 31, 21], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
43: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 31, 24, 18, 15, 17, 6, 30, 16, 22, 21, 23], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
44: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 12, 15, 18, 16, 22, 21, 23, 17, 31, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
45: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 12, 17, 16, 18, 22, 21, 10, 23, 24, 30, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
46: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 23, 16, 18, 21, 17, 22, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
47: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 15, 12, 23, 16, 18, 17, 22, 30, 24, 31, 10, 21, 6], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
48: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 17, 16, 18, 21, 23, 30, 24, 22, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
49: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 17, 16, 12, 22, 18, 21, 31, 24, 30, 23], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
50: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 18, 10, 23, 15, 16, 21, 17, 22, 24, 31, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
51: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 23, 16, 18, 21, 17, 22, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
52: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 23, 21, 16, 17, 30, 22, 18, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
53: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 18, 17, 21, 22, 16, 30, 23, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
54: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 23, 16, 18, 17, 21, 22, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
55: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 16, 12, 21, 17, 23, 22, 15, 18, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
56: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 15, 16, 17, 10, 18, 21, 23, 30, 22, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
57: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 15, 18, 6, 16, 12, 22, 17, 23, 30, 24, 21, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
58: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 16, 18, 10, 15, 12, 22, 17, 23, 30, 24, 21, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
59: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 15, 17, 16, 18, 12, 22, 24, 23, 30, 31, 10, 21, 6], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
60: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 23, 17, 16, 18, 21, 31, 30, 22, 24], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
61: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 31, 15, 22, 21, 23, 18, 16, 30, 17, 24], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
62: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 15, 12, 21, 17, 16, 18, 23, 31, 22, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
63: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 18, 10, 15, 22, 31, 16, 21, 17, 23, 24, 30], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
64: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 18, 17, 16, 23, 22, 15, 10, 31, 30, 24, 21], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
65: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 23, 17, 16, 21, 18, 22, 30, 24, 31], [25, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
66: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 16, 17, 10, 18, 6, 23, 15, 22, 31, 26, 21, 24], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
67: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 16, 12, 17, 18, 23, 22, 15, 26, 21, 24, 31], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
68: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 15, 12, 16, 23, 22, 17, 18, 21, 24, 26, 31], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
69: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 18, 17, 16, 21, 23, 31, 24, 22, 26], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
70: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 23, 31, 16, 21, 18, 22, 17, 26, 24], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
71: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 18, 17, 12, 15, 22, 31, 23, 16, 26, 24, 21], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
72: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 26, 15, 17, 16, 23, 18, 22, 21, 31, 10, 24], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
73: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 17, 16, 18, 22, 15, 24, 31, 26, 23, 21], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
