0: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35], [32, 40, 36], [37, 50], [42, 38, 49], [60, 41, 54], [48, 46, 61], [34, 53, 51], [45, 56, 52, 55, 63, 57], [58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
23: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30, 31, 35], [32, 40, 36], [37, 50, 42, 38], [49, 60, 41], [34, 53, 46, 45], [55, 48, 56], [52, 57, 51, 54], [58, 61, 63, 64, 65, 68], [70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84], [88]]
24: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 54, 61, 46, 34, 48, 45, 55, 52, 57, 51, 53, 56, 63, 58, 64, 65], [68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
25: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30, 31, 35], [32, 40, 36], [37, 50, 42, 38], [49, 60, 41], [34, 46, 51, 45], [53, 52, 56, 48], [57, 54, 55], [58, 61, 63], [64, 65, 68], [70, 77, 73], [66, 71], [75, 69, 72], [76, 74, 79], [86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
26: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28, 62, 26, 43], [33, 44, 47], [30, 31], [35, 32, 40, 36], [37, 50, 42, 38], [49, 60, 41, 34], [46, 48, 45, 52, 51, 54, 53, 56, 55, 57, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
27: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62], [26, 43, 33, 44], [47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49], [60, 41, 34, 45, 46, 53, 55, 48, 51, 56, 52, 54, 57, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
28: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62], [26, 43, 33], [44, 47], [30, 31, 35, 32], [40, 36, 37, 50], [42, 38], [49, 60, 41], [34, 48], [46, 53, 45], [51, 55, 61, 54, 52, 63, 57, 58, 56], [64, 65, 68], [70, 77, 73, 66, 71, 75], [69, 72, 76], [74, 79], [86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
29: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20], [19, 24, 23, 16, 27, 29], [25, 28, 62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36, 37, 50], [42, 38, 49, 60, 41, 46], [34, 45, 53, 55, 48, 54, 52, 51, 61, 57, 63, 56, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
30: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20], [19, 24, 23, 16, 27, 29], [25, 28, 62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36, 37, 50], [42, 38, 49, 60, 41, 46], [34, 45, 53, 51, 48, 54, 52, 61, 55, 57, 63, 56, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
31: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20], [19, 24, 23, 16], [27, 29, 25, 28, 62], [26, 43, 33, 44], [47, 30, 31], [35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41], [34, 53, 45], [46, 52, 56, 54], [55, 48, 57, 51, 58, 61, 63, 64], [65, 68, 70, 77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
32: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42, 38, 49], [60, 41, 34], [46, 45, 61, 55], [52, 54, 48, 51], [53, 56, 63, 58], [57, 64], [65, 68, 70], [77, 73, 66, 71], [75, 69, 72, 76], [74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
33: [[39, 59, 10, 9, 67, 3, 8], [6, 22, 1, 12, 2, 4], [13, 7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31, 35, 32, 40], [36, 37], [50, 42, 38], [49, 60, 41], [54, 45, 46, 52, 34], [53, 51, 56, 61, 48, 55], [63, 57, 58], [64, 65, 68], [70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
34: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20], [19, 24, 23, 16, 27, 29], [25, 28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42, 38], [49, 60, 41], [46, 34, 45, 53, 51], [48, 54, 52], [56, 61, 55], [63, 57, 58, 64, 65, 68], [70, 77, 73, 66, 71, 75], [69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85], [81, 83, 84, 88]]
35: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41], [34, 46, 45], [53, 54], [52, 51, 55], [56, 48, 57], [63, 58, 61], [64, 65, 68], [70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
36: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29], [25, 28], [62, 26, 43], [33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34], [45, 46, 53, 51], [52, 54, 56, 48], [55, 58, 57, 61], [63, 64, 65], [68, 70, 77], [73, 66], [71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85], [81, 83, 84, 88]]
37: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42, 38, 49], [60, 41, 34], [46, 45, 61, 54], [52, 55, 48], [51, 53, 56], [57, 58, 63], [64, 65, 68], [70, 77], [73, 66, 71, 75], [69, 72, 76, 74], [79, 86, 78, 80], [82, 87, 85, 81, 83, 84, 88]]
38: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42, 38, 49], [60, 41, 34], [46, 45, 61, 54], [52, 55, 48], [51, 53, 56], [57, 58, 63], [64, 65, 68], [70, 77], [73, 66, 71, 75], [69, 72, 76, 74], [79, 86, 78, 80], [82, 87, 85, 81, 83, 84, 88]]
39: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20, 19, 24], [23, 16, 27, 29, 25, 28, 62, 26, 43, 33], [44, 47, 30, 31, 35], [32, 40, 36], [37, 50], [42, 38, 49], [60, 41, 34], [45, 46, 53], [52], [48, 55, 51], [56, 54], [57, 63, 61, 58], [64, 65, 68, 70], [77, 73], [66, 71, 75], [69, 72], [76, 74, 79], [86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
40: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62], [26, 43, 33, 44], [47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49], [60, 41, 34, 45], [46, 53, 55, 48, 51, 56], [52, 54, 57, 63, 61, 58], [64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
41: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34], [46, 45], [48, 52], [51, 55, 58, 57], [53, 54], [61, 56, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
42: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24, 23], [16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 52, 48, 56, 53, 55, 51, 54, 58, 63, 57, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
43: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25], [28, 62], [26, 43, 33], [44, 47], [30, 31, 35, 32, 40, 36, 37, 50], [42, 38, 49], [60, 41, 34, 46], [45, 53, 52, 57, 48, 54, 56, 51, 58], [63, 61, 55, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
44: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49], [60, 41, 34, 45], [46, 61, 52, 55], [54, 51], [48, 53, 56, 57], [63, 58, 64], [65, 68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79], [86, 78, 80, 82, 87, 85], [81, 83, 84, 88]]
45: [[39, 59, 10, 9, 67, 3, 8], [6, 22, 1, 12, 2, 4], [13, 7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31], [35, 32, 40], [36, 37], [50, 42, 38], [49, 60, 41], [54, 46, 48, 45, 34, 52, 51, 56, 53, 61, 55, 58, 57, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
46: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62], [26, 43, 33, 44], [47, 30, 31, 35, 32, 40], [36, 37, 50, 42, 38, 49], [60, 41, 34, 45], [46, 53, 51, 48, 52, 56], [55, 54, 57, 63, 61, 58], [64, 65, 68, 70], [77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
47: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11, 15, 14, 18], [21, 17, 20], [19, 24], [23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40, 36], [37, 50, 42, 38, 49], [60, 41, 34, 45], [46, 61, 48, 52], [54, 51], [55, 53, 58], [57, 56, 63], [64, 65, 68, 70, 77, 73], [66, 71, 75, 69, 72, 76], [74, 79, 86, 78, 80], [82, 87, 85, 81, 83, 84, 88]]
48: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27], [29, 25, 28], [62, 26, 43, 33], [44, 47, 30], [31, 35, 32], [40, 36, 37, 50], [42, 38, 49, 60, 41, 34, 45, 46, 61, 48, 51, 53, 54, 57, 52, 56, 55, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
49: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34], [46, 45], [55, 48, 51, 53], [61, 56, 52, 54], [58, 57, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
50: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18], [21, 17, 20, 19], [24, 23, 16], [27, 29, 25, 28], [62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38], [49, 60, 41, 34, 45, 46, 61, 54, 53, 48, 51, 52, 56, 55, 57, 58, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
