0: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46, 60, 44], [55, 47, 52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67, 65, 76, 66], [64, 70], [71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
13: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42, 38], [41, 40], [46, 60], [44, 55, 47, 52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86], [84, 87, 88]]
14: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32, 39, 34, 43], [45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56], [57, 62, 58], [63, 68, 67, 65, 76], [66, 64], [70, 71], [75, 74, 73, 72, 78], [77, 79, 80, 85], [81, 82], [83, 86, 84, 87, 88]]
15: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31, 23, 24, 27], [59, 29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46], [60, 44, 55, 47, 52, 51], [48, 61], [49, 53], [54, 56, 57, 62, 58], [63, 68, 67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72], [78, 77, 79], [80, 85, 81, 82, 83, 86, 84, 87, 88]]
16: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33, 36], [32, 39], [34, 43, 45, 35], [37, 42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48, 61], [49, 53], [54, 56, 57, 62], [58, 63, 68], [67, 65], [76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83], [86, 84], [87, 88]]
17: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26], [25, 28], [30, 33], [36, 32, 39, 34, 43, 45, 35, 37], [42, 38, 41, 40, 46], [60, 44], [55, 47, 52, 51, 48, 61, 49], [53, 54], [56, 57, 62, 58, 63], [68, 67], [65, 76], [66, 64], [70, 71, 75, 74, 73, 72, 78, 77, 79, 80], [85, 81], [82, 83, 86, 84], [87, 88]]
18: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33, 36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60], [44, 55, 47, 52, 51], [48, 61, 49, 53], [54, 56], [57, 62], [58, 63, 68, 67, 65], [76, 66, 64, 70], [71, 75, 74, 73, 72, 78, 77, 79, 80], [85], [81, 82, 83, 86, 84, 87, 88]]
19: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54], [56, 57], [62, 58, 63, 68, 67], [65, 76, 66, 64], [70, 71, 75, 74, 73, 72, 78], [77, 79, 80, 85], [81, 82, 83, 86, 84], [87, 88]]
20: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33, 36, 32, 39], [34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60, 44], [55, 47, 52, 51], [48, 61, 49, 53, 54], [56, 57, 62, 58], [63, 68, 67, 65, 76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
21: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
22: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41, 40, 46], [60, 44], [55, 47], [52, 51, 48, 61, 49], [53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73], [72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
23: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25, 28], [30, 33, 36, 32, 39, 34, 43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61], [49, 53, 54, 56, 57, 62, 58, 63], [68, 67], [65, 76], [66, 64, 70], [71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
24: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24], [27, 59], [29, 26, 25, 28, 30], [33, 36], [32, 39, 34, 43], [45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55], [47, 52, 51, 48, 61, 49, 53, 54, 56], [57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
25: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43], [45, 35], [37, 42, 38, 41, 40, 46], [60, 44], [55, 47], [52, 51, 48, 61, 49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65, 76, 66], [64, 70, 71, 75, 74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
26: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34], [43, 45, 35, 37, 42, 38], [41, 40, 46, 60, 44, 55, 47], [52, 51], [48, 61, 49, 53, 54], [56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
27: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28], [30, 33, 36], [32, 39, 34], [43, 45, 35, 37, 42, 38, 41, 40, 46, 60], [44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82], [83, 86, 84, 87, 88]]
28: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37, 42, 38], [41, 40, 46, 60, 44, 55, 47, 52, 51], [48, 61, 49, 53], [54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78], [77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
29: [[22, 7, 13, 12, 1], [2, 4, 69, 3, 5, 6, 10], [9, 8], [14, 15, 11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26], [25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46, 60, 44], [55, 47, 52, 51, 48], [61, 49], [53, 54, 56, 57], [62, 58, 63], [68, 67, 65], [76, 66, 64, 70], [71, 75, 74], [73, 72], [78, 77, 79, 80, 85, 81], [82, 83, 86], [84, 87, 88]]
30: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
31: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56], [57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
32: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
33: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61, 49], [53, 54, 56, 57, 62, 58], [63, 68], [67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
34: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41], [40, 46, 60], [44, 55, 47, 52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
35: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42], [38, 41, 40, 46, 60], [44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
36: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40], [46, 60], [44, 55, 47, 52], [51, 48], [61, 49], [53, 54], [56, 57], [62, 58, 63, 68, 67, 65, 76], [66, 64], [70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
37: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23], [24, 27], [59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46, 60, 44], [55, 47], [52, 51, 48, 61], [49, 53], [54, 56], [57, 62, 58, 63, 68], [67, 65], [76, 66, 64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
38: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32], [39, 34, 43], [45, 35, 37], [42, 38], [41, 40], [46, 60], [44, 55, 47], [52, 51, 48, 61, 49], [53, 54], [56, 57, 62], [58, 63, 68, 67, 65, 76], [66, 64, 70, 71], [75, 74, 73, 72], [78, 77], [79, 80], [85, 81, 82, 83, 86, 84, 87, 88]]
39: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48], [61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79], [80, 85], [81, 82, 83, 86, 84, 87, 88]]
40: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28], [30, 33, 36], [32, 39, 34, 43, 45, 35, 37, 42, 38, 41], [40, 46, 60, 44], [55, 47, 52, 51, 48, 61], [49, 53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
41: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41], [40, 46, 60, 44, 55], [47, 52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67], [65, 76], [66, 64, 70, 71, 75, 74, 73], [72, 78, 77, 79, 80, 85], [81, 82], [83, 86], [84, 87, 88]]
42: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29], [26, 25, 28], [30, 33, 36], [32, 39], [34, 43, 45, 35, 37, 42, 38, 41, 40], [46, 60], [44, 55, 47], [52, 51], [48, 61, 49], [53, 54], [56, 57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
43: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29], [26, 25, 28], [30, 33, 36], [32, 39], [34, 43, 45, 35, 37, 42, 38, 41, 40], [46, 60], [44, 55, 47], [52, 51], [48, 61, 49], [53, 54], [56, 57, 62, 58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
44: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38, 41, 40, 46], [60, 44, 55, 47], [52, 51], [48, 61, 49, 53, 54], [56, 57], [62, 58, 63, 68, 67, 65], [76, 66], [64, 70], [71, 75, 74, 73, 72, 78], [77, 79], [80, 85], [81, 82, 83], [86, 84, 87, 88]]
45: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32], [39, 34], [43, 45, 35], [37, 42], [38, 41, 40, 46, 60], [44, 55], [47, 52, 51, 48, 61], [49, 53, 54, 56, 57, 62], [58, 63], [68, 67], [65, 76], [66, 64], [70, 71, 75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
46: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39], [34, 43], [45, 35], [37, 42], [38, 41], [40, 46, 60, 44], [55, 47], [52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
47: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48, 61, 49, 53], [54, 56, 57, 62], [58, 63, 68, 67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
48: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42], [38, 41], [40, 46, 60, 44, 55, 47], [52, 51], [48, 61], [49, 53], [54, 56], [57, 62, 58, 63, 68, 67, 65, 76, 66, 64], [70, 71], [75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
49: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29], [26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35], [37, 42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48, 61, 49, 53, 54], [56, 57, 62], [58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73], [72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
50: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61], [49, 53], [54, 56, 57, 62, 58], [63, 68], [67, 65, 76, 66, 64, 70], [71, 75], [74, 73], [72, 78, 77, 79, 80, 85], [81, 82], [83, 86], [84, 87, 88]]
